"CoC Number","CoC Name","Total Homeless, 2017","Sheltered Homeless, 2017","Unsheltered Homeless, 2017","Homeless Individuals, 2017","Sheltered Homeless Individuals, 2017","Unsheltered Homeless Individuals, 2017","Homeless People in Families, 2017","Sheltered Homeless People in Families, 2017","Unsheltered Homeless People in Families, 2017","Chronically Homeless, 2017","Sheltered Chronically Homeless, 2017","Unsheltered Chronically Homeless, 2017","Chronically Homeless Individuals, 2017","Sheltered Chronically Homeless Individuals, 2017","Unsheltered Chronically Homeless Individuals, 2017","Chronically Homeless People in Families, 2017","Sheltered Chronically Homeless People in Families, 2017","Unsheltered Chronically Homeless People in Families, 2017","Homeless Veterans, 2017","Sheltered Homeless Veterans, 2017","Unsheltered Homeless Veterans, 2017","Homeless Unaccompanied Youth (Under 25), 2017","Sheltered Homeless Unaccompanied Youth (Under 25), 2017","Unsheltered Homeless Unaccompanied Youth (Under 25), 2017","Homeless Unaccompanied Children (Under 18), 2017","Sheltered Homeless Unaccompanied Children (Under 18), 2017","Unsheltered Homeless Unaccompanied Children (Under 18), 2017","Homeless Unaccompanied Young Adults (Age 18-24), 2017","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Parenting Youth (Under 25), 2017","Sheltered Parenting Youth (Under 25), 2017","Unsheltered Parenting Youth (Under 25), 2017","Parenting Youth Under 18, 2017","Sheltered Parenting Youth Under 18, 2017","Unsheltered Parenting Youth Under 18, 2017","Parenting Youth Age 18-24, 2017","Sheltered Parenting Youth Age 18-24, 2017","Unsheltered Parenting Youth Age 18-24, 2017","Children of Parenting Youth, 2017","Sheltered Children of Parenting Youth, 2017","Unsheltered Children of Parenting Youth, 2017"
"TN-507","Jackson/West Tennessee CoC","1103.0","134.0","969.0","707.0","59.0","648.0","396.0","75.0","321.0","212.0","28.0","184.0","140.0","19.0","121.0","72.0","9.0","63.0","36.0","3.0","33.0","75.0","6.0","69.0","4.0","0.0","4.0","71.0","6.0","65.0","12.0","2.0","10.0","0.0","0.0","0.0","12.0","2.0","10.0","30.0","2.0","28.0"
"TN-509","Appalachian Regional CoC","450.0","305.0","145.0","342.0","222.0","120.0","108.0","83.0","25.0","73.0","24.0","49.0","64.0","21.0","43.0","9.0","3.0","6.0","43.0","34.0","9.0","11.0","5.0","6.0","0.0","0.0","0.0","11.0","5.0","6.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","5.0","5.0","0.0"
"TN-510","Murfreesboro/Rutherford County CoC","316.0","227.0","89.0","249.0","160.0","89.0","67.0","67.0","0.0","73.0","50.0","23.0","55.0","32.0","23.0","18.0","18.0","0.0","21.0","17.0","4.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","752.0","368.0","384.0","423.0","154.0","269.0","329.0","214.0","115.0","104.0","24.0","80.0","80.0","21.0","59.0","24.0","3.0","21.0","10.0","2.0","8.0","65.0","22.0","43.0","1.0","0.0","1.0","64.0","22.0","42.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","18.0","18.0","0.0"
"TX-500","San Antonio/Bexar County CoC","2743.0","1641.0","1102.0","1899.0","801.0","1098.0","844.0","840.0","4.0","651.0","100.0","551.0","646.0","95.0","551.0","5.0","5.0","0.0","228.0","154.0","74.0","127.0","63.0","64.0","0.0","0.0","0.0","127.0","63.0","64.0","32.0","32.0","0.0","0.0","0.0","0.0","32.0","32.0","0.0","66.0","66.0","0.0"
"TX-503","Austin/Travis County CoC","2036.0","1202.0","834.0","1460.0","629.0","831.0","576.0","573.0","3.0","553.0","183.0","370.0","539.0","169.0","370.0","14.0","14.0","0.0","169.0","102.0","67.0","98.0","51.0","47.0","11.0","11.0","0.0","87.0","40.0","47.0","31.0","31.0","0.0","0.0","0.0","0.0","31.0","31.0","0.0","47.0","47.0","0.0"
"TX-600","Dallas City & County/Irving CoC","3789.0","2702.0","1087.0","2990.0","1918.0","1072.0","799.0","784.0","15.0","542.0","436.0","106.0","511.0","405.0","106.0","31.0","31.0","0.0","358.0","297.0","61.0","237.0","168.0","69.0","46.0","46.0","0.0","191.0","122.0","69.0","48.0","48.0","0.0","5.0","5.0","0.0","43.0","43.0","0.0","78.0","78.0","0.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","1941.0","1551.0","390.0","1344.0","982.0","362.0","597.0","569.0","28.0","234.0","119.0","115.0","213.0","116.0","97.0","21.0","3.0","18.0","186.0","146.0","40.0","87.0","64.0","23.0","15.0","12.0","3.0","72.0","52.0","20.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","23.0","23.0","0.0"
"TX-603","El Paso City & County CoC","1193.0","1016.0","177.0","691.0","514.0","177.0","502.0","502.0","0.0","96.0","71.0","25.0","85.0","60.0","25.0","11.0","11.0","0.0","90.0","67.0","23.0","75.0","54.0","21.0","2.0","2.0","0.0","73.0","52.0","21.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","34.0","34.0","0.0"
"TX-604","Waco/McLennan County CoC","221.0","162.0","59.0","125.0","68.0","57.0","96.0","94.0","2.0","26.0","10.0","16.0","26.0","10.0","16.0","0.0","0.0","0.0","19.0","13.0","6.0","12.0","7.0","5.0","0.0","0.0","0.0","12.0","7.0","5.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","8.0","8.0","0.0"
"TX-607","Texas Balance of State (BoS) CoC","7153.0","3583.0","3570.0","4808.0","1665.0","3143.0","2345.0","1918.0","427.0","879.0","248.0","631.0","764.0","167.0","597.0","115.0","81.0","34.0","674.0","230.0","444.0","417.0","172.0","245.0","36.0","24.0","12.0","381.0","148.0","233.0","113.0","94.0","19.0","0.0","0.0","0.0","113.0","94.0","19.0","186.0","155.0","31.0"
"TX-611","Amarillo CoC","531.0","419.0","112.0","475.0","363.0","112.0","56.0","56.0","0.0","112.0","0.0","112.0","112.0","0.0","112.0","0.0","0.0","0.0","61.0","47.0","14.0","39.0","35.0","4.0","0.0","0.0","0.0","39.0","35.0","4.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","234.0","213.0","21.0","170.0","149.0","21.0","64.0","64.0","0.0","65.0","51.0","14.0","58.0","44.0","14.0","7.0","7.0","0.0","10.0","8.0","2.0","35.0","32.0","3.0","16.0","16.0","0.0","19.0","16.0","3.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","3605.0","2477.0","1128.0","2670.0","1562.0","1108.0","935.0","915.0","20.0","539.0","257.0","282.0","529.0","247.0","282.0","10.0","10.0","0.0","405.0","315.0","90.0","183.0","118.0","65.0","3.0","2.0","1.0","180.0","116.0","64.0","41.0","41.0","0.0","0.0","0.0","0.0","41.0","41.0","0.0","61.0","61.0","0.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","102.0","89.0","13.0","76.0","63.0","13.0","26.0","26.0","0.0","14.0","6.0","8.0","14.0","6.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"UT-500","Salt Lake City & County CoC","2047.0","1886.0","161.0","1348.0","1187.0","161.0","699.0","699.0","0.0","143.0","112.0","31.0","121.0","90.0","31.0","22.0","22.0","0.0","177.0","170.0","7.0","110.0","88.0","22.0","6.0","6.0","0.0","104.0","82.0","22.0","28.0","28.0","0.0","1.0","1.0","0.0","27.0","27.0","0.0","33.0","33.0","0.0"
"UT-503","Utah Balance of State CoC","634.0","558.0","76.0","416.0","340.0","76.0","218.0","218.0","0.0","34.0","25.0","9.0","34.0","25.0","9.0","0.0","0.0","0.0","40.0","33.0","7.0","57.0","52.0","5.0","22.0","22.0","0.0","35.0","30.0","5.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","11.0","11.0","0.0"
"UT-504","Provo/Mountainland CoC","171.0","130.0","41.0","118.0","77.0","41.0","53.0","53.0","0.0","8.0","4.0","4.0","8.0","4.0","4.0","0.0","0.0","0.0","3.0","0.0","3.0","13.0","6.0","7.0","1.0","1.0","0.0","12.0","5.0","7.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","662.0","509.0","153.0","573.0","420.0","153.0","89.0","89.0","0.0","76.0","35.0","41.0","69.0","28.0","41.0","7.0","7.0","0.0","94.0","77.0","17.0","38.0","34.0","4.0","0.0","0.0","0.0","38.0","34.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","703.0","634.0","69.0","572.0","503.0","69.0","131.0","131.0","0.0","82.0","65.0","17.0","79.0","62.0","17.0","3.0","3.0","0.0","86.0","76.0","10.0","38.0","36.0","2.0","0.0","0.0","0.0","38.0","36.0","2.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","10.0","10.0","0.0"
"VA-502","Roanoke City & County/Salem CoC","267.0","250.0","17.0","197.0","180.0","17.0","70.0","70.0","0.0","48.0","43.0","5.0","43.0","38.0","5.0","5.0","5.0","0.0","32.0","32.0","0.0","18.0","15.0","3.0","0.0","0.0","0.0","18.0","15.0","3.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"VA-503","Virginia Beach CoC","349.0","271.0","78.0","238.0","162.0","76.0","111.0","109.0","2.0","62.0","27.0","35.0","60.0","27.0","33.0","2.0","0.0","2.0","38.0","28.0","10.0","34.0","24.0","10.0","12.0","12.0","0.0","22.0","12.0","10.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","13.0","13.0","0.0"
"VA-504","Charlottesville CoC","160.0","137.0","23.0","119.0","96.0","23.0","41.0","41.0","0.0","55.0","37.0","18.0","50.0","32.0","18.0","5.0","5.0","0.0","9.0","4.0","5.0","8.0","4.0","4.0","0.0","0.0","0.0","8.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","512.0","432.0","80.0","352.0","272.0","80.0","160.0","160.0","0.0","75.0","50.0","25.0","72.0","47.0","25.0","3.0","3.0","0.0","68.0","60.0","8.0","18.0","14.0","4.0","0.0","0.0","0.0","18.0","14.0","4.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"VA-507","Portsmouth CoC","151.0","96.0","55.0","115.0","60.0","55.0","36.0","36.0","0.0","12.0","9.0","3.0","12.0","9.0","3.0","0.0","0.0","0.0","11.0","7.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VA-508","Lynchburg CoC","125.0","100.0","25.0","92.0","67.0","25.0","33.0","33.0","0.0","27.0","17.0","10.0","27.0","17.0","10.0","0.0","0.0","0.0","9.0","8.0","1.0","7.0","3.0","4.0","0.0","0.0","0.0","7.0","3.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","280.0","261.0","19.0","195.0","176.0","19.0","85.0","85.0","0.0","44.0","38.0","6.0","37.0","31.0","6.0","7.0","7.0","0.0","10.0","8.0","2.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","216.0","177.0","39.0","122.0","83.0","39.0","94.0","94.0","0.0","29.0","15.0","14.0","29.0","15.0","14.0","0.0","0.0","0.0","8.0","8.0","0.0","20.0","19.0","1.0","0.0","0.0","0.0","20.0","19.0","1.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","8.0","8.0","0.0"
"VA-521","Virginia Balance of State (BoS) CoC","722.0","563.0","159.0","423.0","285.0","138.0","299.0","278.0","21.0","39.0","15.0","24.0","39.0","15.0","24.0","0.0","0.0","0.0","35.0","26.0","9.0","30.0","19.0","11.0","0.0","0.0","0.0","30.0","19.0","11.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","12.0","12.0","0.0"
"VA-600","Arlington County CoC","232.0","199.0","33.0","149.0","116.0","33.0","83.0","83.0","0.0","63.0","42.0","21.0","63.0","42.0","21.0","0.0","0.0","0.0","10.0","9.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","13.0","13.0","0.0"
"VA-601","Fairfax County CoC","964.0","856.0","108.0","492.0","387.0","105.0","472.0","469.0","3.0","150.0","87.0","63.0","150.0","87.0","63.0","0.0","0.0","0.0","34.0","21.0","13.0","49.0","47.0","2.0","3.0","3.0","0.0","46.0","44.0","2.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","29.0","29.0","0.0"
"VA-602","Loudoun County CoC","113.0","97.0","16.0","71.0","55.0","16.0","42.0","42.0","0.0","15.0","8.0","7.0","15.0","8.0","7.0","0.0","0.0","0.0","6.0","5.0","1.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"VA-603","City of Alexandria CoC","211.0","193.0","18.0","121.0","103.0","18.0","90.0","90.0","0.0","43.0","29.0","14.0","43.0","29.0","14.0","0.0","0.0","0.0","6.0","6.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","7.0","7.0","0.0"
"VA-604","Prince William County CoC","400.0","284.0","116.0","197.0","84.0","113.0","203.0","200.0","3.0","76.0","14.0","62.0","76.0","14.0","62.0","0.0","0.0","0.0","22.0","9.0","13.0","17.0","6.0","11.0","0.0","0.0","0.0","17.0","6.0","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VI-500","Virgin Islands CoC","381.0","74.0","307.0","369.0","62.0","307.0","12.0","12.0","0.0","334.0","27.0","307.0","334.0","27.0","307.0","0.0","0.0","0.0","23.0","6.0","17.0","5.0","3.0","2.0","0.0","0.0","0.0","5.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VT-500","Vermont Balance of State CoC","934.0","828.0","106.0","500.0","426.0","74.0","434.0","402.0","32.0","83.0","62.0","21.0","73.0","56.0","17.0","10.0","6.0","4.0","69.0","66.0","3.0","69.0","59.0","10.0","2.0","1.0","1.0","67.0","58.0","9.0","30.0","24.0","6.0","0.0","0.0","0.0","30.0","24.0","6.0","31.0","28.0","3.0"
"VT-501","Burlington/Chittenden County CoC","291.0","263.0","28.0","197.0","174.0","23.0","94.0","89.0","5.0","44.0","32.0","12.0","38.0","26.0","12.0","6.0","6.0","0.0","25.0","23.0","2.0","25.0","24.0","1.0","0.0","0.0","0.0","25.0","24.0","1.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","5.0","5.0","0.0"
"WA-500","Seattle/King County CoC","11643.0","6158.0","5485.0","8810.0","3406.0","5404.0","2833.0","2752.0","81.0","2773.0","986.0","1787.0","2483.0","704.0","1779.0","290.0","282.0","8.0","1329.0","636.0","693.0","1498.0","356.0","1142.0","221.0","26.0","195.0","1277.0","330.0","947.0","142.0","136.0","6.0","1.0","1.0","0.0","141.0","135.0","6.0","222.0","215.0","7.0"
"WA-501","Washington Balance of State CoC","4671.0","3061.0","1610.0","2875.0","1519.0","1356.0","1796.0","1542.0","254.0","972.0","267.0","705.0","834.0","201.0","633.0","138.0","66.0","72.0","383.0","221.0","162.0","314.0","191.0","123.0","36.0","30.0","6.0","278.0","161.0","117.0","69.0","60.0","9.0","0.0","0.0","0.0","69.0","60.0","9.0","92.0","83.0","9.0"
"WA-502","Spokane City & County CoC","1090.0","952.0","138.0","791.0","659.0","132.0","299.0","293.0","6.0","325.0","239.0","86.0","292.0","208.0","84.0","33.0","31.0","2.0","118.0","109.0","9.0","71.0","53.0","18.0","17.0","15.0","2.0","54.0","38.0","16.0","12.0","12.0","0.0","2.0","2.0","0.0","10.0","10.0","0.0","16.0","16.0","0.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","1321.0","817.0","504.0","879.0","398.0","481.0","442.0","419.0","23.0","337.0","82.0","255.0","321.0","66.0","255.0","16.0","16.0","0.0","136.0","51.0","85.0","87.0","44.0","43.0","0.0","0.0","0.0","87.0","44.0","43.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","14.0","14.0","0.0"
"WA-504","Everett/Snohomish County CoC","1066.0","551.0","515.0","785.0","314.0","471.0","281.0","237.0","44.0","387.0","74.0","313.0","315.0","36.0","279.0","72.0","38.0","34.0","65.0","22.0","43.0","117.0","51.0","66.0","24.0","15.0","9.0","93.0","36.0","57.0","10.0","9.0","1.0","3.0","3.0","0.0","7.0","6.0","1.0","16.0","14.0","2.0"
"WA-507","Yakima City & County CoC","572.0","502.0","70.0","287.0","217.0","70.0","285.0","285.0","0.0","59.0","48.0","11.0","48.0","37.0","11.0","11.0","11.0","0.0","32.0","32.0","0.0","20.0","20.0","0.0","1.0","1.0","0.0","19.0","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WA-508","Vancouver/Clark County CoC","749.0","480.0","269.0","354.0","220.0","134.0","395.0","260.0","135.0","86.0","51.0","35.0","64.0","38.0","26.0","22.0","13.0","9.0","30.0","23.0","7.0","28.0","18.0","10.0","5.0","3.0","2.0","23.0","15.0","8.0","12.0","12.0","0.0","1.0","1.0","0.0","11.0","11.0","0.0","14.0","14.0","0.0"
"WI-500","Wisconsin Balance of State CoC","3348.0","3211.0","137.0","1499.0","1368.0","131.0","1849.0","1843.0","6.0","232.0","205.0","27.0","169.0","142.0","27.0","63.0","63.0","0.0","180.0","171.0","9.0","142.0","137.0","5.0","1.0","1.0","0.0","141.0","136.0","5.0","98.0","97.0","1.0","0.0","0.0","0.0","98.0","97.0","1.0","133.0","132.0","1.0"
"WI-501","Milwaukee City & County CoC","900.0","765.0","135.0","687.0","555.0","132.0","213.0","210.0","3.0","98.0","71.0","27.0","98.0","71.0","27.0","0.0","0.0","0.0","74.0","65.0","9.0","90.0","65.0","25.0","21.0","18.0","3.0","69.0","47.0","22.0","22.0","20.0","2.0","0.0","0.0","0.0","22.0","20.0","2.0","25.0","24.0","1.0"
"WI-502","Racine City & County CoC","194.0","187.0","7.0","139.0","132.0","7.0","55.0","55.0","0.0","17.0","17.0","0.0","14.0","14.0","0.0","3.0","3.0","0.0","34.0","34.0","0.0","14.0","12.0","2.0","3.0","3.0","0.0","11.0","9.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"WI-503","Madison/Dane County CoC","585.0","524.0","61.0","320.0","262.0","58.0","265.0","262.0","3.0","87.0","74.0","13.0","61.0","48.0","13.0","26.0","26.0","0.0","41.0","39.0","2.0","30.0","26.0","4.0","3.0","3.0","0.0","27.0","23.0","4.0","22.0","22.0","0.0","0.0","0.0","0.0","22.0","22.0","0.0","29.0","29.0","0.0"
"WV-500","Wheeling/Weirton Area CoC","118.0","111.0","7.0","77.0","70.0","7.0","41.0","41.0","0.0","23.0","20.0","3.0","23.0","20.0","3.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","4.0","1.0","0.0","0.0","0.0","5.0","4.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","205.0","173.0","32.0","148.0","116.0","32.0","57.0","57.0","0.0","9.0","8.0","1.0","7.0","6.0","1.0","2.0","2.0","0.0","17.0","16.0","1.0","6.0","5.0","1.0","0.0","0.0","0.0","6.0","5.0","1.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","319.0","270.0","49.0","272.0","223.0","49.0","47.0","47.0","0.0","65.0","51.0","14.0","65.0","51.0","14.0","0.0","0.0","0.0","34.0","31.0","3.0","28.0","24.0","4.0","7.0","7.0","0.0","21.0","17.0","4.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"WV-508","West Virginia Balance of State CoC","667.0","567.0","100.0","535.0","451.0","84.0","132.0","116.0","16.0","109.0","61.0","48.0","93.0","54.0","39.0","16.0","7.0","9.0","82.0","73.0","9.0","40.0","36.0","4.0","0.0","0.0","0.0","40.0","36.0","4.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"WY-500","Wyoming Statewide CoC","873.0","510.0","363.0","622.0","383.0","239.0","251.0","127.0","124.0","68.0","26.0","42.0","14.0","14.0","0.0","54.0","12.0","42.0","63.0","50.0","13.0","62.0","43.0","19.0","19.0","6.0","13.0","43.0","37.0","6.0","16.0","13.0","3.0","0.0","0.0","0.0","16.0","13.0","3.0","11.0","8.0","3.0"
"","Total","553742.0","360867.0","192875.0","369081.0","193144.0","175937.0","184661.0","167723.0","16938.0","95419.0","32609.0","62810.0","86962.0","26629.0","60333.0","8457.0","5980.0","2477.0","40056.0","24690.0","15366.0","40799.0","18542.0","22257.0","4789.0","2122.0","2667.0","36010.0","16420.0","19590.0","9436.0","8859.0","577.0","96.0","83.0","13.0","9340.0","8776.0","564.0","12152.0","11433.0","719.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
