"CoC Number","CoC Name","Total Homeless, 2017","Sheltered Homeless, 2017","Unsheltered Homeless, 2017","Homeless Individuals, 2017","Sheltered Homeless Individuals, 2017","Unsheltered Homeless Individuals, 2017","Homeless People in Families, 2017","Sheltered Homeless People in Families, 2017","Unsheltered Homeless People in Families, 2017","Chronically Homeless, 2017","Sheltered Chronically Homeless, 2017","Unsheltered Chronically Homeless, 2017","Chronically Homeless Individuals, 2017","Sheltered Chronically Homeless Individuals, 2017","Unsheltered Chronically Homeless Individuals, 2017","Chronically Homeless People in Families, 2017","Sheltered Chronically Homeless People in Families, 2017","Unsheltered Chronically Homeless People in Families, 2017","Homeless Veterans, 2017","Sheltered Homeless Veterans, 2017","Unsheltered Homeless Veterans, 2017","Homeless Unaccompanied Youth (Under 25), 2017","Sheltered Homeless Unaccompanied Youth (Under 25), 2017","Unsheltered Homeless Unaccompanied Youth (Under 25), 2017","Homeless Unaccompanied Children (Under 18), 2017","Sheltered Homeless Unaccompanied Children (Under 18), 2017","Unsheltered Homeless Unaccompanied Children (Under 18), 2017","Homeless Unaccompanied Young Adults (Age 18-24), 2017","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2017","Parenting Youth (Under 25), 2017","Sheltered Parenting Youth (Under 25), 2017","Unsheltered Parenting Youth (Under 25), 2017","Parenting Youth Under 18, 2017","Sheltered Parenting Youth Under 18, 2017","Unsheltered Parenting Youth Under 18, 2017","Parenting Youth Age 18-24, 2017","Sheltered Parenting Youth Age 18-24, 2017","Unsheltered Parenting Youth Age 18-24, 2017","Children of Parenting Youth, 2017","Sheltered Children of Parenting Youth, 2017","Unsheltered Children of Parenting Youth, 2017"
"DC-500","District of Columbia CoC","7473.0","6576.0","897.0","3583.0","2686.0","897.0","3890.0","3890.0","0.0","1881.0","1343.0","538.0","1470.0","932.0","538.0","411.0","411.0","0.0","285.0","250.0","35.0","228.0","194.0","34.0","5.0","5.0","0.0","223.0","189.0","34.0","397.0","397.0","0.0","0.0","0.0","0.0","397.0","397.0","0.0","482.0","482.0","0.0"
"DE-500","Delaware Statewide CoC","994.0","936.0","58.0","615.0","563.0","52.0","379.0","373.0","6.0","127.0","102.0","25.0","123.0","98.0","25.0","4.0","4.0","0.0","91.0","85.0","6.0","45.0","43.0","2.0","2.0","2.0","0.0","43.0","41.0","2.0","20.0","20.0","0.0","2.0","2.0","0.0","18.0","18.0","0.0","25.0","25.0","0.0"
"FL-500","Sarasota/Bradenton/Manatee, Sarasota Counties CoC","1447.0","785.0","662.0","1202.0","597.0","605.0","245.0","188.0","57.0","285.0","36.0","249.0","270.0","36.0","234.0","15.0","0.0","15.0","149.0","77.0","72.0","85.0","58.0","27.0","14.0","14.0","0.0","71.0","44.0","27.0","15.0","14.0","1.0","0.0","0.0","0.0","15.0","14.0","1.0","21.0","20.0","1.0"
"FL-501","Tampa/Hillsborough County CoC","1549.0","982.0","567.0","1070.0","518.0","552.0","479.0","464.0","15.0","235.0","61.0","174.0","230.0","56.0","174.0","5.0","5.0","0.0","172.0","123.0","49.0","43.0","21.0","22.0","0.0","0.0","0.0","43.0","21.0","22.0","29.0","29.0","0.0","0.0","0.0","0.0","29.0","29.0","0.0","47.0","47.0","0.0"
"FL-502","St. Petersburg/Clearwater/Largo/Pinellas County CoC","2831.0","1679.0","1152.0","2466.0","1314.0","1152.0","365.0","365.0","0.0","690.0","179.0","511.0","690.0","179.0","511.0","0.0","0.0","0.0","329.0","263.0","66.0","118.0","88.0","30.0","31.0","31.0","0.0","87.0","57.0","30.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","17.0","17.0","0.0"
"FL-503","Lakeland/Winter Haven/Polk County CoC","512.0","363.0","149.0","342.0","195.0","147.0","170.0","168.0","2.0","77.0","11.0","66.0","77.0","11.0","66.0","0.0","0.0","0.0","35.0","18.0","17.0","24.0","17.0","7.0","3.0","3.0","0.0","21.0","14.0","7.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"FL-504","Daytona Beach/Daytona/Volusia, Flagler Counties CoC","753.0","305.0","448.0","555.0","122.0","433.0","198.0","183.0","15.0","88.0","6.0","82.0","85.0","6.0","79.0","3.0","0.0","3.0","52.0","23.0","29.0","37.0","19.0","18.0","17.0","12.0","5.0","20.0","7.0","13.0","4.0","3.0","1.0","0.0","0.0","0.0","4.0","3.0","1.0","6.0","4.0","2.0"
"FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC","401.0","130.0","271.0","247.0","14.0","233.0","154.0","116.0","38.0","112.0","6.0","106.0","92.0","6.0","86.0","20.0","0.0","20.0","27.0","6.0","21.0","17.0","4.0","13.0","5.0","4.0","1.0","12.0","0.0","12.0","8.0","5.0","3.0","1.0","0.0","1.0","7.0","5.0","2.0","10.0","4.0","6.0"
"FL-506","Tallahassee/Leon County CoC","1072.0","950.0","122.0","810.0","688.0","122.0","262.0","262.0","0.0","117.0","58.0","59.0","112.0","53.0","59.0","5.0","5.0","0.0","110.0","100.0","10.0","83.0","61.0","22.0","14.0","13.0","1.0","69.0","48.0","21.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","17.0","17.0","0.0"
"FL-507","Orlando/Orange, Osceola, Seminole Counties CoC","2074.0","1734.0","340.0","1342.0","1026.0","316.0","732.0","708.0","24.0","194.0","87.0","107.0","182.0","78.0","104.0","12.0","9.0","3.0","218.0","207.0","11.0","95.0","86.0","9.0","0.0","0.0","0.0","95.0","86.0","9.0","27.0","26.0","1.0","0.0","0.0","0.0","27.0","26.0","1.0","38.0","37.0","1.0"
"FL-508","Gainesville/Alachua, Putnam Counties CoC","819.0","373.0","446.0","699.0","258.0","441.0","120.0","115.0","5.0","291.0","29.0","262.0","284.0","22.0","262.0","7.0","7.0","0.0","126.0","68.0","58.0","49.0","42.0","7.0","36.0","31.0","5.0","13.0","11.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","2.0","2.0","0.0"
"FL-509","Fort Pierce/St. Lucie, Indian River, Martin Counties CoC","1732.0","183.0","1549.0","750.0","65.0","685.0","982.0","118.0","864.0","57.0","0.0","57.0","57.0","0.0","57.0","0.0","0.0","0.0","72.0","0.0","72.0","103.0","27.0","76.0","60.0","10.0","50.0","43.0","17.0","26.0","9.0","8.0","1.0","0.0","0.0","0.0","9.0","8.0","1.0","11.0","10.0","1.0"
"FL-510","Jacksonville-Duval, Clay Counties CoC","1869.0","1437.0","432.0","1444.0","1012.0","432.0","425.0","425.0","0.0","319.0","167.0","152.0","286.0","134.0","152.0","33.0","33.0","0.0","125.0","100.0","25.0","126.0","89.0","37.0","34.0","34.0","0.0","92.0","55.0","37.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","26.0","26.0","0.0"
"FL-511","Pensacola/Escambia/Santa Rosa County CoC","758.0","501.0","257.0","619.0","369.0","250.0","139.0","132.0","7.0","135.0","28.0","107.0","132.0","28.0","104.0","3.0","0.0","3.0","117.0","76.0","41.0","43.0","33.0","10.0","0.0","0.0","0.0","43.0","33.0","10.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","20.0","20.0","0.0"
"FL-512","Saint Johns County CoC","445.0","179.0","266.0","295.0","47.0","248.0","150.0","132.0","18.0","42.0","1.0","41.0","42.0","1.0","41.0","0.0","0.0","0.0","40.0","7.0","33.0","16.0","0.0","16.0","0.0","0.0","0.0","16.0","0.0","16.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","14.0","14.0","0.0"
"FL-513","Palm Bay/Melbourne/Brevard County CoC","845.0","592.0","253.0","583.0","345.0","238.0","262.0","247.0","15.0","167.0","53.0","114.0","153.0","47.0","106.0","14.0","6.0","8.0","210.0","171.0","39.0","55.0","41.0","14.0","18.0","18.0","0.0","37.0","23.0","14.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"FL-514","Ocala/Marion County CoC","725.0","290.0","435.0","599.0","183.0","416.0","126.0","107.0","19.0","147.0","10.0","137.0","137.0","0.0","137.0","10.0","10.0","0.0","72.0","60.0","12.0","54.0","30.0","24.0","30.0","30.0","0.0","24.0","0.0","24.0","24.0","17.0","7.0","12.0","12.0","0.0","12.0","5.0","7.0","29.0","17.0","12.0"
"FL-515","Panama City/Bay, Jackson Counties CoC","336.0","143.0","193.0","285.0","129.0","156.0","51.0","14.0","37.0","38.0","0.0","38.0","38.0","0.0","38.0","0.0","0.0","0.0","34.0","15.0","19.0","43.0","43.0","0.0","26.0","26.0","0.0","17.0","17.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0"
"FL-517","Hendry, Hardee, Highlands Counties CoC","609.0","91.0","518.0","377.0","9.0","368.0","232.0","82.0","150.0","283.0","0.0","283.0","236.0","0.0","236.0","47.0","0.0","47.0","16.0","0.0","16.0","62.0","0.0","62.0","21.0","0.0","21.0","41.0","0.0","41.0","11.0","4.0","7.0","0.0","0.0","0.0","11.0","4.0","7.0","15.0","6.0","9.0"
"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","502.0","99.0","403.0","372.0","46.0","326.0","130.0","53.0","77.0","38.0","0.0","38.0","34.0","0.0","34.0","4.0","0.0","4.0","43.0","26.0","17.0","44.0","11.0","33.0","9.0","7.0","2.0","35.0","4.0","31.0","11.0","3.0","8.0","0.0","0.0","0.0","11.0","3.0","8.0","12.0","4.0","8.0"
"FL-519","Pasco County CoC","2593.0","178.0","2415.0","838.0","113.0","725.0","1755.0","65.0","1690.0","847.0","51.0","796.0","416.0","41.0","375.0","431.0","10.0","421.0","220.0","45.0","175.0","329.0","12.0","317.0","49.0","2.0","47.0","280.0","10.0","270.0","24.0","4.0","20.0","2.0","0.0","2.0","22.0","4.0","18.0","30.0","2.0","28.0"
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","635.0","282.0","353.0","444.0","138.0","306.0","191.0","144.0","47.0","40.0","25.0","15.0","40.0","25.0","15.0","0.0","0.0","0.0","57.0","29.0","28.0","26.0","12.0","14.0","3.0","1.0","2.0","23.0","11.0","12.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","12.0","12.0","0.0"
"FL-600","Miami/Dade County CoC","3721.0","2710.0","1011.0","2546.0","1535.0","1011.0","1175.0","1175.0","0.0","309.0","174.0","135.0","294.0","159.0","135.0","15.0","15.0","0.0","167.0","158.0","9.0","141.0","101.0","40.0","6.0","4.0","2.0","135.0","97.0","38.0","45.0","45.0","0.0","0.0","0.0","0.0","45.0","45.0","0.0","82.0","82.0","0.0"
"FL-601","Ft Lauderdale/Broward County CoC","2450.0","1493.0","957.0","2037.0","1107.0","930.0","413.0","386.0","27.0","581.0","169.0","412.0","558.0","155.0","403.0","23.0","14.0","9.0","197.0","92.0","105.0","154.0","127.0","27.0","14.0","13.0","1.0","140.0","114.0","26.0","21.0","20.0","1.0","0.0","0.0","0.0","21.0","20.0","1.0","31.0","30.0","1.0"
"FL-602","Punta Gorda/Charlotte County CoC","222.0","89.0","133.0","165.0","64.0","101.0","57.0","25.0","32.0","33.0","4.0","29.0","29.0","4.0","25.0","4.0","0.0","4.0","55.0","53.0","2.0","7.0","3.0","4.0","0.0","0.0","0.0","7.0","3.0","4.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"FL-603","Ft Myers/Cape Coral/Lee County CoC","431.0","244.0","187.0","317.0","142.0","175.0","114.0","102.0","12.0","65.0","21.0","44.0","65.0","21.0","44.0","0.0","0.0","0.0","13.0","4.0","9.0","23.0","18.0","5.0","12.0","12.0","0.0","11.0","6.0","5.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"FL-604","Monroe County CoC","631.0","339.0","292.0","581.0","292.0","289.0","50.0","47.0","3.0","83.0","1.0","82.0","83.0","1.0","82.0","0.0","0.0","0.0","87.0","57.0","30.0","26.0","18.0","8.0","11.0","11.0","0.0","15.0","7.0","8.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"FL-605","West Palm Beach/Palm Beach County CoC","1607.0","526.0","1081.0","1281.0","226.0","1055.0","326.0","300.0","26.0","252.0","18.0","234.0","252.0","18.0","234.0","0.0","0.0","0.0","65.0","39.0","26.0","99.0","36.0","63.0","8.0","6.0","2.0","91.0","30.0","61.0","18.0","17.0","1.0","1.0","1.0","0.0","17.0","16.0","1.0","24.0","23.0","1.0"
"FL-606","Naples/Collier County CoC","621.0","434.0","187.0","502.0","377.0","125.0","119.0","57.0","62.0","90.0","46.0","44.0","77.0","46.0","31.0","13.0","0.0","13.0","9.0","4.0","5.0","117.0","78.0","39.0","0.0","0.0","0.0","117.0","78.0","39.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","2.0"
"GA-500","Atlanta Continuum of Care","3572.0","2891.0","681.0","3089.0","2422.0","667.0","483.0","469.0","14.0","346.0","215.0","131.0","332.0","207.0","125.0","14.0","8.0","6.0","386.0","321.0","65.0","199.0","181.0","18.0","11.0","11.0","0.0","188.0","170.0","18.0","7.0","6.0","1.0","0.0","0.0","0.0","7.0","6.0","1.0","9.0","8.0","1.0"
"GA-501","Georgia Balance of State CoC","3716.0","1843.0","1873.0","2219.0","515.0","1704.0","1497.0","1328.0","169.0","242.0","74.0","168.0","210.0","44.0","166.0","32.0","30.0","2.0","157.0","40.0","117.0","177.0","72.0","105.0","3.0","2.0","1.0","174.0","70.0","104.0","45.0","33.0","12.0","0.0","0.0","0.0","45.0","33.0","12.0","97.0","80.0","17.0"
"GA-502","Fulton County Continuum of Care","293.0","203.0","90.0","217.0","133.0","84.0","76.0","70.0","6.0","2.0","0.0","2.0","2.0","0.0","2.0","0.0","0.0","0.0","19.0","18.0","1.0","7.0","3.0","4.0","2.0","0.0","2.0","5.0","3.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA-503","Athens/Clarke County CoC","239.0","146.0","93.0","182.0","89.0","93.0","57.0","57.0","0.0","53.0","18.0","35.0","53.0","18.0","35.0","0.0","0.0","0.0","9.0","5.0","4.0","11.0","6.0","5.0","0.0","0.0","0.0","11.0","6.0","5.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"GA-504","Augusta CoC","246.0","199.0","47.0","217.0","170.0","47.0","29.0","29.0","0.0","30.0","28.0","2.0","28.0","26.0","2.0","2.0","2.0","0.0","44.0","39.0","5.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"GA-505","Columbus-Muscogee/Russell County CoC","319.0","246.0","73.0","245.0","172.0","73.0","74.0","74.0","0.0","21.0","21.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0","17.0","12.0","5.0","13.0","11.0","2.0","2.0","2.0","0.0","11.0","9.0","2.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","12.0","12.0","0.0"
"GA-506","Marietta/Cobb County CoC","403.0","285.0","118.0","236.0","132.0","104.0","167.0","153.0","14.0","53.0","20.0","33.0","51.0","18.0","33.0","2.0","2.0","0.0","21.0","7.0","14.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GA-507","Savannah/Chatham County CoC","926.0","563.0","363.0","751.0","388.0","363.0","175.0","175.0","0.0","234.0","67.0","167.0","229.0","62.0","167.0","5.0","5.0","0.0","38.0","11.0","27.0","87.0","41.0","46.0","10.0","9.0","1.0","77.0","32.0","45.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","16.0","16.0","0.0"
"GA-508","DeKalb County Continuum of Care","460.0","275.0","185.0","266.0","81.0","185.0","194.0","194.0","0.0","47.0","19.0","28.0","37.0","9.0","28.0","10.0","10.0","0.0","21.0","13.0","8.0","19.0","5.0","14.0","0.0","0.0","0.0","19.0","5.0","14.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"GU-500","Guam CoC","852.0","87.0","765.0","215.0","17.0","198.0","637.0","70.0","567.0","64.0","0.0","64.0","20.0","0.0","20.0","44.0","0.0","44.0","24.0","4.0","20.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","7.0","1.0","6.0","0.0","0.0","0.0","7.0","1.0","6.0","14.0","3.0","11.0"
"HI-500","Hawaii Balance of State CoC","2261.0","785.0","1476.0","1423.0","245.0","1178.0","838.0","540.0","298.0","641.0","52.0","589.0","551.0","27.0","524.0","90.0","25.0","65.0","166.0","23.0","143.0","109.0","6.0","103.0","2.0","1.0","1.0","107.0","5.0","102.0","23.0","20.0","3.0","0.0","0.0","0.0","23.0","20.0","3.0","22.0","16.0","6.0"
"HI-501","Honolulu CoC","4959.0","2635.0","2324.0","3112.0","1013.0","2099.0","1847.0","1622.0","225.0","1159.0","155.0","1004.0","1037.0","137.0","900.0","122.0","18.0","104.0","449.0","214.0","235.0","210.0","50.0","160.0","24.0","1.0","23.0","186.0","49.0","137.0","48.0","40.0","8.0","0.0","0.0","0.0","48.0","40.0","8.0","46.0","40.0","6.0"
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","288.0","286.0","2.0","159.0","157.0","2.0","129.0","129.0","0.0","17.0","15.0","2.0","15.0","13.0","2.0","2.0","2.0","0.0","12.0","11.0","1.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"IA-501","Iowa Balance of State CoC","1792.0","1742.0","50.0","807.0","757.0","50.0","985.0","985.0","0.0","107.0","90.0","17.0","84.0","67.0","17.0","23.0","23.0","0.0","81.0","70.0","11.0","95.0","92.0","3.0","8.0","8.0","0.0","87.0","84.0","3.0","57.0","57.0","0.0","0.0","0.0","0.0","57.0","57.0","0.0","86.0","86.0","0.0"
"IA-502","Des Moines/Polk County CoC","676.0","624.0","52.0","534.0","482.0","52.0","142.0","142.0","0.0","75.0","38.0","37.0","71.0","34.0","37.0","4.0","4.0","0.0","78.0","72.0","6.0","39.0","38.0","1.0","4.0","4.0","0.0","35.0","34.0","1.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","15.0","15.0","0.0"
"ID-500","Boise/Ada County CoC","833.0","722.0","111.0","671.0","574.0","97.0","162.0","148.0","14.0","327.0","270.0","57.0","302.0","245.0","57.0","25.0","25.0","0.0","124.0","112.0","12.0","53.0","48.0","5.0","2.0","2.0","0.0","51.0","46.0","5.0","3.0","2.0","1.0","0.0","0.0","0.0","3.0","2.0","1.0","4.0","2.0","2.0"
"ID-501","Idaho Balance of State","1204.0","676.0","528.0","638.0","283.0","355.0","566.0","393.0","173.0","109.0","32.0","77.0","89.0","12.0","77.0","20.0","20.0","0.0","104.0","47.0","57.0","60.0","41.0","19.0","5.0","5.0","0.0","55.0","36.0","19.0","14.0","13.0","1.0","0.0","0.0","0.0","14.0","13.0","1.0","20.0","17.0","3.0"
"IL-500","McHenry County CoC","155.0","150.0","5.0","87.0","82.0","5.0","68.0","68.0","0.0","5.0","1.0","4.0","5.0","1.0","4.0","0.0","0.0","0.0","24.0","24.0","0.0","15.0","15.0","0.0","5.0","5.0","0.0","10.0","10.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"IL-501","Rockford/Winnebago, Boone Counties CoC","291.0","259.0","32.0","178.0","146.0","32.0","113.0","113.0","0.0","31.0","14.0","17.0","31.0","14.0","17.0","0.0","0.0","0.0","23.0","20.0","3.0","13.0","10.0","3.0","0.0","0.0","0.0","13.0","10.0","3.0","18.0","18.0","0.0","0.0","0.0","0.0","18.0","18.0","0.0","34.0","34.0","0.0"
"IL-502","Waukegan/North Chicago/Lake County CoC","228.0","201.0","27.0","122.0","95.0","27.0","106.0","106.0","0.0","18.0","8.0","10.0","18.0","8.0","10.0","0.0","0.0","0.0","8.0","5.0","3.0","7.0","6.0","1.0","0.0","0.0","0.0","7.0","6.0","1.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","8.0","8.0","0.0"
"IL-503","Champaign/Urbana/Rantoul/Champaign County CoC","160.0","143.0","17.0","100.0","87.0","13.0","60.0","56.0","4.0","11.0","8.0","3.0","11.0","8.0","3.0","0.0","0.0","0.0","6.0","3.0","3.0","16.0","16.0","0.0","5.0","5.0","0.0","11.0","11.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","7.0","7.0","0.0"
"IL-504","Madison County CoC","176.0","155.0","21.0","51.0","33.0","18.0","125.0","122.0","3.0","28.0","23.0","5.0","6.0","4.0","2.0","22.0","19.0","3.0","10.0","6.0","4.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","12.0","12.0","0.0"
"IL-506","Joliet/Bolingbrook/Will County CoC","282.0","251.0","31.0","185.0","154.0","31.0","97.0","97.0","0.0","24.0","11.0","13.0","24.0","11.0","13.0","0.0","0.0","0.0","18.0","17.0","1.0","13.0","11.0","2.0","0.0","0.0","0.0","13.0","11.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","5.0","5.0","0.0"
"IL-507","Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC","329.0","293.0","36.0","240.0","204.0","36.0","89.0","89.0","0.0","73.0","60.0","13.0","66.0","53.0","13.0","7.0","7.0","0.0","32.0","32.0","0.0","23.0","14.0","9.0","0.0","0.0","0.0","23.0","14.0","9.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0"
"IL-508","East Saint Louis/Belleville/Saint Clair County CoC","300.0","154.0","146.0","174.0","56.0","118.0","126.0","98.0","28.0","21.0","0.0","21.0","19.0","0.0","19.0","2.0","0.0","2.0","36.0","24.0","12.0","5.0","2.0","3.0","0.0","0.0","0.0","5.0","2.0","3.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","16.0","16.0","0.0"
"IL-509","Dekalb City & County CoC","90.0","87.0","3.0","51.0","48.0","3.0","39.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"IL-510","Chicago CoC","5657.0","4096.0","1561.0","3724.0","2165.0","1559.0","1933.0","1931.0","2.0","863.0","291.0","572.0","858.0","288.0","570.0","5.0","3.0","2.0","528.0","283.0","245.0","277.0","213.0","64.0","3.0","0.0","3.0","274.0","213.0","61.0","161.0","161.0","0.0","0.0","0.0","0.0","161.0","161.0","0.0","217.0","217.0","0.0"
"IL-511","Cook County CoC","780.0","688.0","92.0","508.0","419.0","89.0","272.0","269.0","3.0","107.0","84.0","23.0","104.0","81.0","23.0","3.0","3.0","0.0","53.0","50.0","3.0","43.0","40.0","3.0","0.0","0.0","0.0","43.0","40.0","3.0","15.0","13.0","2.0","0.0","0.0","0.0","15.0","13.0","2.0","20.0","19.0","1.0"
"IL-512","Bloomington/Central Illinois CoC","433.0","392.0","41.0","253.0","233.0","20.0","180.0","159.0","21.0","52.0","45.0","7.0","46.0","39.0","7.0","6.0","6.0","0.0","21.0","18.0","3.0","53.0","53.0","0.0","28.0","28.0","0.0","25.0","25.0","0.0","8.0","5.0","3.0","1.0","1.0","0.0","7.0","4.0","3.0","14.0","10.0","4.0"
"IL-513","Springfield/Sangamon County CoC","230.0","219.0","11.0","171.0","160.0","11.0","59.0","59.0","0.0","29.0","26.0","3.0","26.0","23.0","3.0","3.0","3.0","0.0","16.0","14.0","2.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"IL-514","DuPage County CoC","331.0","316.0","15.0","205.0","190.0","15.0","126.0","126.0","0.0","36.0","33.0","3.0","36.0","33.0","3.0","0.0","0.0","0.0","8.0","8.0","0.0","48.0","48.0","0.0","3.0","3.0","0.0","45.0","45.0","0.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","15.0","15.0","0.0"
"IL-515","South Central Illinois CoC","108.0","76.0","32.0","44.0","20.0","24.0","64.0","56.0","8.0","5.0","3.0","2.0","5.0","3.0","2.0","0.0","0.0","0.0","3.0","3.0","0.0","6.0","3.0","3.0","0.0","0.0","0.0","6.0","3.0","3.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","4.0","0.0","4.0"
"IL-516","Decatur/Macon County CoC","130.0","114.0","16.0","107.0","91.0","16.0","23.0","23.0","0.0","23.0","21.0","2.0","23.0","21.0","2.0","0.0","0.0","0.0","11.0","9.0","2.0","5.0","5.0","0.0","1.0","1.0","0.0","4.0","4.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","5.0","5.0","0.0"
"IL-517","Aurora/Elgin/Kane County CoC","360.0","335.0","25.0","266.0","241.0","25.0","94.0","94.0","0.0","63.0","48.0","15.0","61.0","46.0","15.0","2.0","2.0","0.0","21.0","21.0","0.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","5.0","5.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","9.0","9.0","0.0"
"IL-518","Rock Island/Moline/Northwestern Illinois CoC","243.0","234.0","9.0","132.0","123.0","9.0","111.0","111.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.0","22.0","2.0","33.0","32.0","1.0","1.0","1.0","0.0","32.0","31.0","1.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","11.0","11.0","0.0"
"IL-519","West Central Illinois CoC","80.0","80.0","0.0","49.0","49.0","0.0","31.0","31.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","9.0","9.0","0.0","3.0","3.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"IL-520","Southern Illinois CoC","435.0","298.0","137.0","247.0","163.0","84.0","188.0","135.0","53.0","85.0","40.0","45.0","15.0","10.0","5.0","70.0","30.0","40.0","19.0","13.0","6.0","136.0","87.0","49.0","0.0","0.0","0.0","136.0","87.0","49.0","19.0","11.0","8.0","0.0","0.0","0.0","19.0","11.0","8.0","19.0","11.0","8.0"
"IN-502","Indiana Balance of State CoC","3655.0","3212.0","443.0","2340.0","1925.0","415.0","1315.0","1287.0","28.0","330.0","318.0","12.0","305.0","293.0","12.0","25.0","25.0","0.0","287.0","256.0","31.0","221.0","189.0","32.0","28.0","27.0","1.0","193.0","162.0","31.0","55.0","54.0","1.0","0.0","0.0","0.0","55.0","54.0","1.0","71.0","70.0","1.0"
