"CoC Number","CoC Name","Total Homeless, 2007","Sheltered Homeless, 2007","Unsheltered Homeless, 2007","Homeless Individuals, 2007","Sheltered Homeless Individuals, 2007","Unsheltered Homeless Individuals, 2007","Homeless People in Families, 2007","Sheltered Homeless People in Families, 2007","Unsheltered Homeless People in Families, 2007","Chronically Homeless Individuals, 2007","Sheltered Chronically Homeless Individuals, 2007","Unsheltered Chronically Homeless Individuals, 2007"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","612.0","602.0","10.0","337.0","327.0","10.0","275.0","275.0","0.0","81.0","71.0","10.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","175.0","174.0","1.0","139.0","138.0","1.0","36.0","36.0","0.0","5.0","4.0","1.0"
"NY-503","Albany City & County CoC","619.0","539.0","80.0","396.0","331.0","65.0","223.0","208.0","15.0","68.0","24.0","44.0"
"NY-504","Cattaragus County CoC","142.0","104.0","38.0","95.0","67.0","28.0","47.0","37.0","10.0","0.0","0.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","795.0","762.0","33.0","634.0","617.0","17.0","161.0","145.0","16.0","74.0","66.0","8.0"
"NY-507","Schenectady City & County CoC","288.0","209.0","79.0","156.0","92.0","64.0","132.0","117.0","15.0","35.0","29.0","6.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1377.0","1203.0","174.0","929.0","755.0","174.0","448.0","448.0","0.0","207.0","83.0","124.0"
"NY-510","Ithaca/Tompkins County CoC","78.0","62.0","16.0","46.0","30.0","16.0","32.0","32.0","0.0","8.0","6.0","2.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","243.0","203.0","40.0","212.0","177.0","35.0","31.0","26.0","5.0","69.0","46.0","23.0"
"NY-512","Troy/Rensselaer County CoC","212.0","166.0","46.0","79.0","41.0","38.0","133.0","125.0","8.0","31.0","15.0","16.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","98.0","98.0","0.0","47.0","47.0","0.0","51.0","51.0","0.0","3.0","3.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","75.0","67.0","8.0","26.0","18.0","8.0","49.0","49.0","0.0","0.0","0.0","0.0"
"NY-515","Cortland County CoC",".",".",".",".",".",".",".",".",".",".",".","."
"NY-516","Clinton County CoC","53.0","48.0","5.0","50.0","45.0","5.0","3.0","3.0","0.0","8.0","7.0","1.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","334.0","318.0","16.0","193.0","177.0","16.0","141.0","141.0","0.0","21.0","10.0","11.0"
"NY-519","Columbia/Greene County CoC","325.0","311.0","14.0","140.0","128.0","12.0","185.0","183.0","2.0","12.0","8.0","4.0"
"NY-520","Franklin County CoC","28.0","27.0","1.0","20.0","19.0","1.0","8.0","8.0","0.0","3.0","3.0","0.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","255.0","146.0","109.0","182.0","86.0","96.0","73.0","60.0","13.0","40.0","10.0","30.0"
"NY-600","New York City CoC","50372.0","46617.0","3755.0","21357.0","17602.0","3755.0","29015.0","29015.0","0.0","5233.0","1853.0","3380.0"
"NY-601","Poughkeepsie/Dutchess County CoC","547.0","463.0","84.0","288.0","233.0","55.0","259.0","230.0","29.0","134.0","88.0","46.0"
"NY-602","Newburgh/Middletown/Orange County CoC","414.0","227.0","187.0","301.0","118.0","183.0","113.0","109.0","4.0","137.0","0.0","137.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","2509.0","2351.0","158.0","789.0","631.0","158.0","1720.0","1720.0","0.0","52.0","37.0","15.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1829.0","1693.0","136.0","690.0","554.0","136.0","1139.0","1139.0","0.0","140.0","43.0","97.0"
"NY-606","Rockland County CoC","488.0","435.0","53.0","446.0","393.0","53.0","42.0","42.0","0.0","34.0","0.0","34.0"
"NY-607","Sullivan County CoC","343.0","267.0","76.0","226.0","159.0","67.0","117.0","108.0","9.0","32.0","0.0","32.0"
"NY-608","Kingston/Ulster County CoC","359.0","158.0","201.0","247.0","91.0","156.0","112.0","67.0","45.0","49.0","7.0","42.0"
"NY-609","Putnam County CoC","31.0","31.0","0.0","31.0","31.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"OH-500","Cincinnati/Hamilton County CoC","1046.0","987.0","59.0","720.0","661.0","59.0","326.0","326.0","0.0","226.0","204.0","22.0"
"OH-501","Toledo/Lucas County CoC","745.0","631.0","114.0","424.0","319.0","105.0","321.0","312.0","9.0","200.0","95.0","105.0"
"OH-502","Cleveland/Cuyahoga County CoC","2185.0","2001.0","184.0","1686.0","1517.0","169.0","499.0","484.0","15.0","652.0","540.0","112.0"
"OH-503","Columbus/Franklin County CoC","1373.0","1259.0","114.0","941.0","827.0","114.0","432.0","432.0","0.0","503.0","400.0","103.0"
"OH-504","Youngstown/Mahoning County CoC","249.0","232.0","17.0","121.0","104.0","17.0","128.0","128.0","0.0","28.0","23.0","5.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","785.0","719.0","66.0","504.0","438.0","66.0","281.0","281.0","0.0","120.0","78.0","42.0"
"OH-506","Akron/Barberton/Summit County CoC","824.0","632.0","192.0","575.0","414.0","161.0","249.0","218.0","31.0","215.0","71.0","144.0"
"OH-507","Ohio Balance of State CoC","3521.0","2498.0","1023.0","1616.0","1124.0","492.0","1905.0","1374.0","531.0","315.0","166.0","149.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","536.0","421.0","115.0","283.0","188.0","95.0","253.0","233.0","20.0","49.0","24.0","25.0"
