"CoC Number","CoC Name","Total Homeless, 2007","Sheltered Homeless, 2007","Unsheltered Homeless, 2007","Homeless Individuals, 2007","Sheltered Homeless Individuals, 2007","Unsheltered Homeless Individuals, 2007","Homeless People in Families, 2007","Sheltered Homeless People in Families, 2007","Unsheltered Homeless People in Families, 2007","Chronically Homeless Individuals, 2007","Sheltered Chronically Homeless Individuals, 2007","Unsheltered Chronically Homeless Individuals, 2007"
"FL-505","Fort Walton Beach/Okaloosa, Walton Counties CoC","2179.0","105.0","2074.0","1193.0","51.0","1142.0","986.0","54.0","932.0","828.0","0.0","828.0"
"FL-506","Tallahassee/Leon County CoC","590.0","495.0","95.0","434.0","364.0","70.0","156.0","131.0","25.0","150.0","100.0","50.0"
"FL-507","Orlando/Orange, Osceola, Seminole Counties CoC","3823.0","2003.0","1820.0","2009.0","1239.0","770.0","1814.0","764.0","1050.0","951.0","324.0","627.0"
"FL-508","Gainesville/Alachua, Putnam Counties CoC","678.0","263.0","415.0","589.0","181.0","408.0","89.0","82.0","7.0","179.0","5.0","174.0"
"FL-509","Fort Pierce/St. Lucie, Indian River, Martin Counties CoC","1734.0","458.0","1276.0","972.0","145.0","827.0","762.0","313.0","449.0","202.0","0.0","202.0"
"FL-510","Jacksonville-Duval, Clay Counties CoC","2743.0","1585.0","1158.0","2237.0","1087.0","1150.0","506.0","498.0","8.0","416.0","282.0","134.0"
"FL-511","Pensacola/Escambia/Santa Rosa County CoC","629.0","347.0","282.0","368.0","210.0","158.0","261.0","137.0","124.0","36.0","0.0","36.0"
"FL-512","Saint Johns County CoC","1238.0","106.0","1132.0","1099.0","36.0","1063.0","139.0","70.0","69.0","119.0","0.0","119.0"
"FL-513","Palm Bay/Melbourne/Brevard County CoC","1899.0","502.0","1397.0","1532.0","301.0","1231.0","367.0","201.0","166.0","576.0","25.0","551.0"
"FL-514","Ocala/Marion County CoC","480.0","312.0","168.0","348.0","180.0","168.0","132.0","132.0","0.0","7.0","7.0","0.0"
"FL-515","Panama City/Bay, Jackson Counties CoC","313.0","211.0","102.0","269.0","167.0","102.0","44.0","44.0","0.0","30.0","0.0","30.0"
"FL-517","Hendry, Hardee, Highlands Counties CoC","904.0","664.0","240.0","904.0","664.0","240.0","0.0","0.0","0.0","240.0","0.0","240.0"
"FL-518","Columbia, Hamilton, Lafayette, Suwannee Counties CoC","250.0","85.0","165.0","149.0","53.0","96.0","101.0","32.0","69.0","59.0","17.0","42.0"
"FL-519","Pasco County CoC","2260.0","1379.0","881.0","433.0","246.0","187.0","1827.0","1133.0","694.0","212.0","151.0","61.0"
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","2019.0","192.0","1827.0","845.0","144.0","701.0","1174.0","48.0","1126.0","86.0","8.0","78.0"
"FL-600","Miami/Dade County CoC","4392.0","3012.0","1380.0","3163.0","1785.0","1378.0","1229.0","1227.0","2.0","407.0","133.0","274.0"
"FL-601","Ft Lauderdale/Broward County CoC","3154.0","2453.0","701.0","2451.0","1814.0","637.0","703.0","639.0","64.0","222.0","59.0","163.0"
"FL-602","Punta Gorda/Charlotte County CoC","730.0","450.0","280.0","635.0","362.0","273.0","95.0","88.0","7.0","273.0","0.0","273.0"
"FL-603","Ft Myers/Cape Coral/Lee County CoC","2382.0","433.0","1949.0","1958.0","374.0","1584.0","424.0","59.0","365.0","147.0","54.0","93.0"
"FL-604","Monroe County CoC","1121.0","477.0","644.0","1017.0","410.0","607.0","104.0","67.0","37.0","289.0","120.0","169.0"
"FL-605","West Palm Beach/Palm Beach County CoC","1766.0","727.0","1039.0","1302.0","314.0","988.0","464.0","413.0","51.0","329.0","34.0","295.0"
"FL-606","Naples/Collier County CoC","484.0","365.0","119.0","383.0","269.0","114.0","101.0","96.0","5.0","50.0","0.0","50.0"
"GA-500","Atlanta Continuum of Care","6840.0","4725.0","2115.0","5622.0","3551.0","2071.0","1218.0","1174.0","44.0","1196.0","583.0","613.0"
"GA-501","Georgia Balance of State CoC","10255.0","1971.0","8284.0","5028.0","1091.0","3937.0","5227.0","880.0","4347.0","657.0","278.0","379.0"
"GA-503","Athens/Clarke County CoC","464.0","333.0","131.0","304.0","181.0","123.0","160.0","152.0","8.0","158.0","74.0","84.0"
"GA-504","Augusta CoC","489.0","451.0","38.0","373.0","339.0","34.0","116.0","112.0","4.0","90.0","90.0","0.0"
"GA-505","Columbus-Muscogee/Russell County CoC","540.0","188.0","352.0","413.0","146.0","267.0","127.0","42.0","85.0","69.0","38.0","31.0"
"GA-506","Marietta/Cobb County CoC","537.0","329.0","208.0","346.0","160.0","186.0","191.0","169.0","22.0","154.0","45.0","109.0"
"GA-507","Savannah/Chatham County CoC","514.0","344.0","170.0","435.0","275.0","160.0","79.0","69.0","10.0","160.0","0.0","160.0"
"GU-500","Guam CoC","725.0","103.0","622.0","254.0","53.0","201.0","471.0","50.0","421.0","0.0","0.0","0.0"
"HI-500","Hawaii Balance of State CoC","2320.0","755.0","1565.0","1245.0","346.0","899.0","1075.0","409.0","666.0","553.0","18.0","535.0"
"HI-501","Honolulu CoC","3750.0","1957.0","1793.0","2090.0","754.0","1336.0","1660.0","1203.0","457.0","225.0","114.0","111.0"
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","164.0","159.0","5.0","122.0","117.0","5.0","42.0","42.0","0.0","41.0","41.0","0.0"
"IA-501","Iowa Balance of State CoC","1529.0","1340.0","189.0","678.0","527.0","151.0","851.0","813.0","38.0","107.0","84.0","23.0"
"IA-502","Des Moines/Polk County CoC","1041.0","942.0","99.0","704.0","610.0","94.0","337.0","332.0","5.0","159.0","100.0","59.0"
"ID-500","Boise/Ada County CoC","581.0","472.0","109.0","410.0","307.0","103.0","171.0","165.0","6.0","26.0","4.0","22.0"
"ID-501","Idaho Balance of State","1168.0","653.0","515.0","692.0","306.0","386.0","476.0","347.0","129.0","69.0","33.0","36.0"
"IL-500","McHenry County CoC","253.0","235.0","18.0","183.0","172.0","11.0","70.0","63.0","7.0","34.0","23.0","11.0"
"IL-501","Rockford/Winnebago, Boone Counties CoC","575.0","525.0","50.0","321.0","276.0","45.0","254.0","249.0","5.0","110.0","90.0","20.0"
"IL-502","Waukegan/North Chicago/Lake County CoC","496.0","486.0","10.0","240.0","230.0","10.0","256.0","256.0","0.0","52.0","48.0","4.0"
"IL-503","Champaign/Urbana/Rantoul/Champaign County CoC","429.0","416.0","13.0","158.0","156.0","2.0","271.0","260.0","11.0","59.0","57.0","2.0"
"IL-504","Madison County CoC","240.0","203.0","37.0","77.0","46.0","31.0","163.0","157.0","6.0","23.0","15.0","8.0"
"IL-506","Joliet/Bolingbrook/Will County CoC","397.0","379.0","18.0","244.0","229.0","15.0","153.0","150.0","3.0","39.0","25.0","14.0"
"IL-507","Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC","434.0","336.0","98.0","335.0","237.0","98.0","99.0","99.0","0.0","183.0","85.0","98.0"
"IL-508","East Saint Louis/Belleville/Saint Clair County CoC","799.0","442.0","357.0","286.0","146.0","140.0","513.0","296.0","217.0","82.0","20.0","62.0"
"IL-509","Dekalb City & County CoC","130.0","106.0","24.0","60.0","48.0","12.0","70.0","58.0","12.0","39.0","29.0","10.0"
"IL-510","Chicago CoC","5979.0","4346.0","1633.0","3927.0","2359.0","1568.0","2052.0","1987.0","65.0","1018.0","334.0","684.0"
"IL-511","Cook County CoC","1420.0","1162.0","258.0","721.0","472.0","249.0","699.0","690.0","9.0","237.0","141.0","96.0"
"IL-512","Bloomington/Central Illinois CoC","467.0","399.0","68.0","228.0","185.0","43.0","239.0","214.0","25.0","57.0","44.0","13.0"
"IL-513","Springfield/Sangamon County CoC","260.0","245.0","15.0","96.0","81.0","15.0","164.0","164.0","0.0","24.0","17.0","7.0"
"IL-514","DuPage County CoC","766.0","642.0","124.0","380.0","278.0","102.0","386.0","364.0","22.0","173.0","71.0","102.0"
"IL-515","South Central Illinois CoC","246.0","214.0","32.0","58.0","50.0","8.0","188.0","164.0","24.0","11.0","10.0","1.0"
"IL-516","Decatur/Macon County CoC","347.0","167.0","180.0","124.0","65.0","59.0","223.0","102.0","121.0","34.0","21.0","13.0"
"IL-517","Aurora/Elgin/Kane County CoC","474.0","418.0","56.0","356.0","300.0","56.0","118.0","118.0","0.0","245.0","212.0","33.0"
"IL-518","Rock Island/Moline/Northwestern Illinois CoC","600.0","506.0","94.0","208.0","197.0","11.0","392.0","309.0","83.0","85.0","75.0","10.0"
"IL-519","West Central Illinois CoC","305.0","148.0","157.0","235.0","97.0","138.0","70.0","51.0","19.0","17.0","4.0","13.0"
"IL-520","Southern Illinois CoC","870.0","796.0","74.0","416.0","358.0","58.0","454.0","438.0","16.0","159.0","113.0","46.0"
"IN-502","Indiana Balance of State CoC","5490.0","4462.0","1028.0","3407.0","2531.0","876.0","2083.0","1931.0","152.0","565.0","348.0","217.0"
"IN-503","Indianapolis CoC","1868.0","1634.0","234.0","1327.0","1093.0","234.0","541.0","541.0","0.0","129.0","102.0","27.0"
"KS-502","Wichita/Sedgwick County CoC","526.0","473.0","53.0","368.0","316.0","52.0","158.0","157.0","1.0","56.0","51.0","5.0"
"KS-503","Topeka/Shawnee County CoC","227.0","226.0","1.0","99.0","98.0","1.0","128.0","128.0","0.0","18.0","17.0","1.0"
"KS-505","Overland Park/Shawnee/Johnson County CoC","234.0","147.0","87.0","60.0","17.0","43.0","174.0","130.0","44.0","12.0","3.0","9.0"
"KS-507","Kansas Balance of State CoC","937.0","853.0","84.0","554.0","497.0","57.0","383.0","356.0","27.0","50.0","36.0","14.0"
"KY-500","Kentucky Balance of State CoC","4316.0","2421.0","1895.0","1503.0","771.0","732.0","2813.0","1650.0","1163.0","186.0","113.0","73.0"
"KY-501","Louisville/Jefferson County CoC","2587.0","2407.0","180.0","1641.0","1461.0","180.0","946.0","946.0","0.0","259.0","125.0","134.0"
"KY-502","Lexington/Fayette County CoC","1158.0","1112.0","46.0","746.0","702.0","44.0","412.0","410.0","2.0","129.0","113.0","16.0"
"LA-500","Lafayette/Acadiana CoC","631.0","457.0","174.0","305.0","214.0","91.0","326.0","243.0","83.0","47.0","16.0","31.0"
"LA-502","Shreveport/Bossier/Northwest CoC","857.0","723.0","134.0","504.0","441.0","63.0","353.0","282.0","71.0","78.0","52.0","26.0"
"LA-503","New Orleans/Jefferson Parish CoC","1619.0","990.0","629.0","801.0","504.0","297.0","818.0","486.0","332.0","220.0","60.0","160.0"
"LA-505","Monroe/Northeast Louisiana CoC","313.0","262.0","51.0","120.0","106.0","14.0","193.0","156.0","37.0","15.0","14.0","1.0"
"LA-506","Slidell/Southeast Louisiana CoC","434.0","203.0","231.0","171.0","66.0","105.0","263.0","137.0","126.0","42.0","15.0","27.0"
"LA-507","Alexandria/Central Louisiana CoC","188.0","140.0","48.0","109.0","72.0","37.0","79.0","68.0","11.0","26.0","14.0","12.0"
"LA-508","Houma-Terrebonne/Thibodaux CoC","163.0","122.0","41.0","62.0","40.0","22.0","101.0","82.0","19.0","13.0","2.0","11.0"
"LA-509","Louisiana Balance of State (BoS)","1289.0","1020.0","269.0","901.0","712.0","189.0","388.0","308.0","80.0","121.0","53.0","68.0"
"MA-500","Boston CoC","5104.0","4798.0","306.0","2948.0","2642.0","306.0","2156.0","2156.0","0.0","988.0","854.0","134.0"
"MA-501","Holyoke/Franklin, Hampden, Hampshire Counties CoC","964.0","911.0","53.0","417.0","364.0","53.0","547.0","547.0","0.0","81.0","46.0","35.0"
"MA-502","Lynn CoC","236.0","208.0","28.0","170.0","142.0","28.0","66.0","66.0","0.0","126.0","98.0","28.0"
"MA-503","Cape Cod/Islands CoC","697.0","368.0","329.0","408.0","170.0","238.0","289.0","198.0","91.0","288.0","93.0","195.0"
"MA-504","Springfield CoC","1053.0","1020.0","33.0","729.0","696.0","33.0","324.0","324.0","0.0","149.0","136.0","13.0"
"MA-505","New Bedford CoC","390.0","356.0","34.0","309.0","275.0","34.0","81.0","81.0","0.0","78.0","78.0","0.0"
"MA-506","Worcester City & County CoC","1302.0","1268.0","34.0","677.0","651.0","26.0","625.0","617.0","8.0","144.0","117.0","27.0"
"MA-507","Pittsfield/Berkshire County CoC","374.0","315.0","59.0","206.0","174.0","32.0","168.0","141.0","27.0","40.0","22.0","18.0"
"MA-508","Lowell CoC","432.0","418.0","14.0","208.0","194.0","14.0","224.0","224.0","0.0","143.0","129.0","14.0"
"MA-509","Cambridge CoC","432.0","376.0","56.0","346.0","290.0","56.0","86.0","86.0","0.0","200.0","144.0","56.0"
"MA-510","Gloucester/Haverhill/Salem/Essex County CoC","606.0","584.0","22.0","328.0","306.0","22.0","278.0","278.0","0.0","91.0","69.0","22.0"
"MA-511","Quincy/Brockton/Weymouth/Plymouth City and County CoC","934.0","819.0","115.0","419.0","304.0","115.0","515.0","515.0","0.0","167.0","61.0","106.0"
"MA-514","Framingham/Waltham CoC","747.0","575.0","172.0","225.0","206.0","19.0","522.0","369.0","153.0","108.0","89.0","19.0"
"MA-515","Fall River CoC","153.0","139.0","14.0","108.0","94.0","14.0","45.0","45.0","0.0","24.0","23.0","1.0"
"MA-516","Massachusetts Balance of State","1200.0","1133.0","67.0","490.0","442.0","48.0","710.0","691.0","19.0","77.0","51.0","26.0"
"MA-517","Somerville CoC","211.0","196.0","15.0","137.0","122.0","15.0","74.0","74.0","0.0","41.0","41.0","0.0"
"MA-519","Attleboro/Taunton/Bristol County CoC","292.0","229.0","63.0","167.0","107.0","60.0","125.0","122.0","3.0","45.0","5.0","40.0"
"MD-500","Cumberland/Allegany County CoC","162.0","141.0","21.0","78.0","62.0","16.0","84.0","79.0","5.0","25.0","12.0","13.0"
"MD-501","Baltimore City CoC","2607.0","1978.0","629.0","1653.0","1370.0","283.0","954.0","608.0","346.0","410.0","218.0","192.0"
"MD-502","Harford County CoC","145.0","132.0","13.0","94.0","81.0","13.0","51.0","51.0","0.0","31.0","23.0","8.0"
"MD-503","Annapolis/Anne Arundel County CoC","289.0","218.0","71.0","154.0","83.0","71.0","135.0","135.0","0.0","74.0","26.0","48.0"
"MD-504","Howard County CoC","175.0","151.0","24.0","54.0","30.0","24.0","121.0","121.0","0.0","0.0","0.0","0.0"
"MD-505","Baltimore County CoC","634.0","576.0","58.0","192.0","146.0","46.0","442.0","430.0","12.0","46.0","0.0","46.0"
"MD-506","Carroll County CoC","174.0","161.0","13.0","124.0","113.0","11.0","50.0","48.0","2.0","31.0","28.0","3.0"
"MD-507","Cecil County CoC","119.0","117.0","2.0","77.0","75.0","2.0","42.0","42.0","0.0","26.0","24.0","2.0"
"MD-508","Charles, Calvert, St.Mary's Counties CoC","1973.0","302.0","1671.0","563.0","154.0","409.0","1410.0","148.0","1262.0","243.0","75.0","168.0"
"MD-509","Frederick City & County CoC","223.0","214.0","9.0","142.0","133.0","9.0","81.0","81.0","0.0","42.0","33.0","9.0"
"MD-510","Garrett County CoC","82.0","63.0","19.0","33.0","24.0","9.0","49.0","39.0","10.0","0.0","0.0","0.0"
"MD-511","Mid-Shore Regional CoC","311.0","139.0","172.0","200.0","75.0","125.0","111.0","64.0","47.0","63.0","0.0","63.0"
"MD-512","Hagerstown/Washington County CoC","212.0","209.0","3.0","104.0","101.0","3.0","108.0","108.0","0.0","11.0","8.0","3.0"
"MD-513","Wicomico/Somerset/Worcester County CoC","215.0","178.0","37.0","138.0","108.0","30.0","77.0","70.0","7.0","53.0","42.0","11.0"
"MD-600","Prince George`s County/Maryland CoC","1168.0","823.0","345.0","806.0","461.0","345.0","362.0","362.0","0.0","264.0","104.0","160.0"
"MD-601","Montgomery County CoC","1139.0","1016.0","123.0","640.0","517.0","123.0","499.0","499.0","0.0","231.0","156.0","75.0"
"ME-500","Maine Balance of State CoC","2638.0","2576.0","62.0","1136.0","1088.0","48.0","1502.0","1488.0","14.0","97.0","67.0","30.0"
"MI-500","Michigan Balance of State CoC","2434.0","1424.0","1010.0","1064.0","508.0","556.0","1370.0","916.0","454.0","158.0","79.0","79.0"
"MI-501","Detroit CoC","18062.0","4738.0","13324.0","11913.0","3635.0","8278.0","6149.0","1103.0","5046.0","1503.0","261.0","1242.0"
"MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","865.0","618.0","247.0","513.0","416.0","97.0","352.0","202.0","150.0","122.0","42.0","80.0"
"MI-503","St. Clair Shores/Warren/Macomb County CoC","769.0","251.0","518.0","541.0","168.0","373.0","228.0","83.0","145.0","163.0","32.0","131.0"
"MI-504","Pontiac/Royal Oak/Oakland County CoC","1011.0","402.0","609.0","804.0","202.0","602.0","207.0","200.0","7.0","123.0","100.0","23.0"
"MI-505","Flint/Genesee County CoC","354.0","213.0","141.0","257.0","138.0","119.0","97.0","75.0","22.0","27.0","10.0","17.0"
"MI-506","Grand Rapids/Wyoming/Kent County CoC","912.0","807.0","105.0","462.0","378.0","84.0","450.0","429.0","21.0","74.0","34.0","40.0"
"MI-507","Portage/Kalamazoo City & County CoC","614.0","593.0","21.0","288.0","267.0","21.0","326.0","326.0","0.0","42.0","37.0","5.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","408.0","391.0","17.0","205.0","188.0","17.0","203.0","203.0","0.0","122.0","105.0","17.0"
"MI-509","Ann Arbor/Washtenaw County CoC","413.0","357.0","56.0","285.0","229.0","56.0","128.0","128.0","0.0","85.0","48.0","37.0"
"MI-510","Saginaw City & County CoC","361.0","274.0","87.0","237.0","178.0","59.0","124.0","96.0","28.0","57.0","56.0","1.0"
"MI-511","Lenawee County CoC","93.0","85.0","8.0","45.0","43.0","2.0","48.0","42.0","6.0","20.0","19.0","1.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","241.0","216.0","25.0","165.0","140.0","25.0","76.0","76.0","0.0","55.0","36.0","19.0"
"MI-513","Marquette, Alger Counties CoC","37.0","37.0","0.0","16.0","16.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","205.0","117.0","88.0","140.0","60.0","80.0","65.0","57.0","8.0","41.0","36.0","5.0"
"MI-515","Monroe City & County CoC","142.0","131.0","11.0","109.0","98.0","11.0","33.0","33.0","0.0","16.0","6.0","10.0"
"MI-516","Norton Shores/Muskegon City & County CoC","332.0","147.0","185.0","152.0","100.0","52.0","180.0","47.0","133.0","75.0","21.0","54.0"
"MI-517","Jackson City & County CoC","463.0","282.0","181.0","186.0","75.0","111.0","277.0","207.0","70.0","23.0","0.0","23.0"
"MI-518","Livingston County CoC","63.0","58.0","5.0","25.0","20.0","5.0","38.0","38.0","0.0","4.0","3.0","1.0"
"MI-519","Holland/Ottawa County CoC","319.0","306.0","13.0","109.0","106.0","3.0","210.0","200.0","10.0","3.0","0.0","3.0"
"MI-523","Eaton County CoC","197.0","105.0","92.0","37.0","2.0","35.0","160.0","103.0","57.0","3.0","2.0","1.0"
"MN-500","Minneapolis/Hennepin County CoC","2984.0","2428.0","556.0","1511.0","991.0","520.0","1473.0","1437.0","36.0","763.0","567.0","196.0"
"MN-501","Saint Paul/Ramsey County CoC","1294.0","1170.0","124.0","618.0","503.0","115.0","676.0","667.0","9.0","240.0","189.0","51.0"
"MN-502","Rochester/Southeast Minnesota CoC","446.0","413.0","33.0","143.0","127.0","16.0","303.0","286.0","17.0","32.0","26.0","6.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","800.0","664.0","136.0","141.0","95.0","46.0","659.0","569.0","90.0","39.0","19.0","20.0"
"MN-504","Northeast Minnesota CoC","232.0","116.0","116.0","76.0","16.0","60.0","156.0","100.0","56.0","27.0","7.0","20.0"
"MN-505","St. Cloud/Central Minnesota CoC","389.0","313.0","76.0","187.0","144.0","43.0","202.0","169.0","33.0","69.0","33.0","36.0"
"MN-506","Northwest Minnesota CoC","266.0","235.0","31.0","114.0","91.0","23.0","152.0","144.0","8.0","45.0","34.0","11.0"
"MN-508","Moorhead/West Central Minnesota CoC","242.0","165.0","77.0","144.0","75.0","69.0","98.0","90.0","8.0","82.0","49.0","33.0"
"MN-509","Duluth/St.Louis County CoC","501.0","294.0","207.0","270.0","105.0","165.0","231.0","189.0","42.0","105.0","35.0","70.0"
"MN-511","Southwest Minnesota CoC","169.0","80.0","89.0","65.0","34.0","31.0","104.0","46.0","58.0","12.0","8.0","4.0"
"MO-500","St. Louis County CoC","336.0","290.0","46.0","90.0","50.0","40.0","246.0","240.0","6.0","44.0","18.0","26.0"
"MO-501","St.Louis City CoC","1386.0","1173.0","213.0","800.0","587.0","213.0","586.0","586.0","0.0","258.0","238.0","20.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","498.0","227.0","271.0","222.0","113.0","109.0","276.0","114.0","162.0","38.0","15.0","23.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","518.0","478.0","40.0","326.0","286.0","40.0","192.0","192.0","0.0","94.0","76.0","18.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","306.0","298.0","8.0","219.0","211.0","8.0","87.0","87.0","0.0","21.0","13.0","8.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","100.0","100.0","0.0","65.0","65.0","0.0","35.0","35.0","0.0","49.0","49.0","0.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","1786.0","1575.0","211.0","947.0","764.0","183.0","839.0","811.0","28.0","495.0","382.0","113.0"
"MO-606","Missouri Balance of State CoC","1504.0","1126.0","378.0","794.0","560.0","234.0","710.0","566.0","144.0","245.0","136.0","109.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","718.0","440.0","278.0","626.0","348.0","278.0","92.0","92.0","0.0","372.0","94.0","278.0"
"MS-501","Mississippi Balance of State CoC","385.0","344.0","41.0","233.0","192.0","41.0","152.0","152.0","0.0","99.0","70.0","29.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","274.0","67.0","207.0","256.0","53.0","203.0","18.0","14.0","4.0","122.0","5.0","117.0"
"MT-500","Montana Statewide CoC","1150.0","855.0","295.0","633.0","398.0","235.0","517.0","457.0","60.0","83.0","35.0","48.0"
"NC-500","Winston Salem/Forsyth County CoC","503.0","479.0","24.0","366.0","342.0","24.0","137.0","137.0","0.0","122.0","98.0","24.0"
"NC-501","Asheville/Buncombe County CoC","635.0","448.0","187.0","542.0","355.0","187.0","93.0","93.0","0.0","105.0","22.0","83.0"
"NC-502","Durham City & County CoC","539.0","502.0","37.0","436.0","399.0","37.0","103.0","103.0","0.0","95.0","58.0","37.0"
"NC-503","North Carolina Balance of State CoC","2610.0","1552.0","1058.0","1436.0","838.0","598.0","1174.0","714.0","460.0","277.0","171.0","106.0"
"NC-504","Greensboro/High Point CoC","1182.0","980.0","202.0","878.0","692.0","186.0","304.0","288.0","16.0","212.0","142.0","70.0"
"NC-505","Charlotte/Mecklenberg CoC","1976.0","1648.0","328.0","1564.0","1239.0","325.0","412.0","409.0","3.0","222.0","137.0","85.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","628.0","419.0","209.0","459.0","340.0","119.0","169.0","79.0","90.0","206.0","87.0","119.0"
"NC-507","Raleigh/Wake County CoC","1043.0","973.0","70.0","705.0","635.0","70.0","338.0","338.0","0.0","79.0","68.0","11.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","652.0","214.0","438.0","568.0","151.0","417.0","84.0","63.0","21.0","155.0","4.0","151.0"
"NC-511","Fayetteville/Cumberland County CoC","757.0","313.0","444.0","445.0","168.0","277.0","312.0","145.0","167.0","49.0","19.0","30.0"
"NC-513","Chapel Hill/Orange County CoC","208.0","183.0","25.0","148.0","127.0","21.0","60.0","56.0","4.0","46.0","36.0","10.0"
"NC-516","Northwest North Carolina CoC","1069.0","168.0","901.0","844.0","107.0","737.0","225.0","61.0","164.0","77.0","4.0","73.0"
"ND-500","North Dakota Statewide CoC","636.0","577.0","59.0","403.0","379.0","24.0","233.0","198.0","35.0","80.0","71.0","9.0"
"NE-500","Nebraska Balance of State CoC","695.0","537.0","158.0","298.0","229.0","69.0","397.0","308.0","89.0","45.0","21.0","24.0"
"NE-501","Omaha/Council Bluffs CoC","1870.0","1632.0","238.0","1338.0","1100.0","238.0","532.0","532.0","0.0","615.0","429.0","186.0"
"NE-502","Lincoln CoC","966.0","838.0","128.0","536.0","408.0","128.0","430.0","430.0","0.0","125.0","36.0","89.0"
"NH-500","New Hampshire Balance of State CoC","1300.0","769.0","531.0","665.0","397.0","268.0","635.0","372.0","263.0","137.0","116.0","21.0"
"NH-501","Manchester CoC","504.0","307.0","197.0","345.0","172.0","173.0","159.0","135.0","24.0","135.0","112.0","23.0"
"NH-502","Nashua/Hillsborough County CoC","444.0","197.0","247.0","245.0","82.0","163.0","199.0","115.0","84.0","95.0","35.0","60.0"
"NJ-500","Atlantic City & County CoC","514.0","425.0","89.0","358.0","272.0","86.0","156.0","153.0","3.0","138.0","84.0","54.0"
"NJ-501","Bergen County CoC","1392.0","1210.0","182.0","623.0","507.0","116.0","769.0","703.0","66.0","65.0","23.0","42.0"
"NJ-502","Burlington County CoC","896.0","780.0","116.0","610.0","508.0","102.0","286.0","272.0","14.0","218.0","187.0","31.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1433.0","1124.0","309.0","1005.0","739.0","266.0","428.0","385.0","43.0","214.0","105.0","109.0"
"NJ-504","Newark/Essex County CoC","2326.0","1906.0","420.0","1409.0","1080.0","329.0","917.0","826.0","91.0","379.0","182.0","197.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","2842.0","2678.0","164.0","891.0","727.0","164.0","1951.0","1951.0","0.0","414.0","293.0","121.0"
"NJ-507","New Brunswick/Middlesex County CoC","996.0","728.0","268.0","722.0","478.0","244.0","274.0","250.0","24.0","245.0","164.0","81.0"
"NJ-508","Monmouth County CoC","830.0","757.0","73.0","442.0","381.0","61.0","388.0","376.0","12.0","90.0","40.0","50.0"
"NJ-509","Morris County CoC","292.0","229.0","63.0","152.0","89.0","63.0","140.0","140.0","0.0","91.0","28.0","63.0"
"NJ-510","Lakewood Township/Ocean County CoC","424.0","381.0","43.0","257.0","214.0","43.0","167.0","167.0","0.0","44.0","21.0","23.0"
"NJ-511","Paterson/Passaic County CoC","1062.0","831.0","231.0","378.0","275.0","103.0","684.0","556.0","128.0","194.0","152.0","42.0"
"NJ-512","Salem County CoC","465.0","454.0","11.0","251.0","240.0","11.0","214.0","214.0","0.0","15.0","6.0","9.0"
"NJ-513","Somerset County CoC","366.0","343.0","23.0","219.0","196.0","23.0","147.0","147.0","0.0","24.0","13.0","11.0"
"NJ-514","Trenton/Mercer County CoC","1598.0","1242.0","356.0","840.0","629.0","211.0","758.0","613.0","145.0","194.0","124.0","70.0"
"NJ-515","Elizabeth/Union County CoC","1188.0","1072.0","116.0","423.0","319.0","104.0","765.0","753.0","12.0","79.0","46.0","33.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","690.0","676.0","14.0","392.0","380.0","12.0","298.0","296.0","2.0","121.0","114.0","7.0"
"NM-500","Albuquerque CoC","1276.0","989.0","287.0","821.0","606.0","215.0","455.0","383.0","72.0","159.0","78.0","81.0"
"NM-501","New Mexico Balance of State CoC","1739.0","759.0","980.0","1040.0","457.0","583.0","699.0","302.0","397.0","552.0","167.0","385.0"
"NV-500","Las Vegas/Clark County CoC","7533.0","3844.0","3689.0","5624.0","2902.0","2722.0","1909.0","942.0","967.0","808.0","174.0","634.0"
"NV-501","Reno/Sparks/Washoe County CoC","863.0","765.0","98.0","742.0","647.0","95.0","121.0","118.0","3.0","33.0","0.0","33.0"
"NV-502","Nevada Balance of State CoC","246.0","209.0","37.0","111.0","90.0","21.0","135.0","119.0","16.0","30.0","17.0","13.0"
