"CoC Number","CoC Name","Total Homeless, 2011","Sheltered Homeless, 2011","Unsheltered Homeless, 2011","Homeless Individuals, 2011","Sheltered Homeless Individuals, 2011","Unsheltered Homeless Individuals, 2011","Homeless People in Families, 2011","Sheltered Homeless People in Families, 2011","Unsheltered Homeless People in Families, 2011","Chronically Homeless, 2011","Sheltered Chronically Homeless, 2011","Unsheltered Chronically Homeless, 2011","Chronically Homeless Individuals, 2011","Sheltered Chronically Homeless Individuals, 2011","Unsheltered Chronically Homeless Individuals, 2011","Chronically Homeless People in Families, 2011","Sheltered Chronically Homeless People in Families, 2011","Unsheltered Chronically Homeless People in Families, 2011","Homeless Veterans, 2011","Sheltered Homeless Veterans, 2011","Unsheltered Homeless Veterans, 2011"
"NJ-504","Newark/Essex County CoC","1505.0","1418.0","87.0","717.0","639.0","78.0","788.0","779.0","9.0","120.0","111.0","9.0","109.0","101.0","8.0","11.0","10.0","1.0","82.0","73.0","9.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","1536.0","1427.0","109.0","541.0","464.0","77.0","995.0","963.0","32.0","78.0","54.0","24.0","52.0","34.0","18.0","26.0","20.0","6.0","40.0","30.0","10.0"
"NJ-507","New Brunswick/Middlesex County CoC","930.0","838.0","92.0","373.0","309.0","64.0","557.0","529.0","28.0","75.0","69.0","6.0","51.0","47.0","4.0","24.0","22.0","2.0","23.0","19.0","4.0"
"NJ-508","Monmouth County CoC","559.0","539.0","20.0","247.0","236.0","11.0","312.0","303.0","9.0","66.0","61.0","5.0","44.0","42.0","2.0","22.0","19.0","3.0","15.0","14.0","1.0"
"NJ-509","Morris County CoC","446.0","364.0","82.0","330.0","252.0","78.0","116.0","112.0","4.0","54.0","33.0","21.0","43.0","22.0","21.0","11.0","11.0","0.0","16.0","8.0","8.0"
"NJ-510","Lakewood Township/Ocean County CoC","545.0","498.0","47.0","343.0","304.0","39.0","202.0","194.0","8.0","31.0","27.0","4.0","29.0","25.0","4.0","2.0","2.0","0.0","14.0","10.0","4.0"
"NJ-511","Paterson/Passaic County CoC","847.0","501.0","346.0","484.0","353.0","131.0","363.0","148.0","215.0","51.0","29.0","22.0","23.0","8.0","15.0","28.0","21.0","7.0","77.0","20.0","57.0"
"NJ-512","Salem County CoC","80.0","51.0","29.0","35.0","22.0","13.0","45.0","29.0","16.0","6.0","5.0","1.0","6.0","5.0","1.0","0.0","0.0","0.0","3.0","1.0","2.0"
"NJ-513","Somerset County CoC","387.0","385.0","2.0","282.0","280.0","2.0","105.0","105.0","0.0","32.0","32.0","0.0","20.0","20.0","0.0","12.0","12.0","0.0","224.0","224.0","0.0"
"NJ-514","Trenton/Mercer County CoC","843.0","792.0","51.0","416.0","376.0","40.0","427.0","416.0","11.0","63.0","55.0","8.0","52.0","44.0","8.0","11.0","11.0","0.0","62.0","54.0","8.0"
"NJ-515","Elizabeth/Union County CoC","1471.0","1386.0","85.0","584.0","515.0","69.0","887.0","871.0","16.0","45.0","36.0","9.0","38.0","29.0","9.0","7.0","7.0","0.0","27.0","19.0","8.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","472.0","452.0","20.0","218.0","198.0","20.0","254.0","254.0","0.0","20.0","18.0","2.0","15.0","13.0","2.0","5.0","5.0","0.0","13.0","12.0","1.0"
"NM-500","Albuquerque CoC","1639.0","1252.0","387.0","1053.0","704.0","349.0","586.0","548.0","38.0","487.0","326.0","161.0","436.0","287.0","149.0","51.0","39.0","12.0","198.0","127.0","71.0"
"NM-501","New Mexico Balance of State CoC","1962.0","1501.0","461.0","1193.0","877.0","316.0","769.0","624.0","145.0","630.0","332.0","298.0","535.0","277.0","258.0","95.0","55.0","40.0","166.0","94.0","72.0"
"NV-500","Las Vegas/Clark County CoC","8003.0","3762.0","4241.0","7113.0","2890.0","4223.0","890.0","872.0","18.0","1191.0","116.0","1075.0","1186.0","113.0","1073.0","5.0","3.0","2.0","1169.0","651.0","518.0"
"NV-501","Reno/Sparks/Washoe County CoC","850.0","675.0","175.0","636.0","461.0","175.0","214.0","214.0","0.0","100.0","71.0","29.0","96.0","67.0","29.0","4.0","4.0","0.0","65.0","38.0","27.0"
"NV-502","Nevada Balance of State CoC","297.0","108.0","189.0","224.0","52.0","172.0","73.0","56.0","17.0","62.0","9.0","53.0","60.0","7.0","53.0","2.0","2.0","0.0","6.0","3.0","3.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","694.0","694.0","0.0","360.0","360.0","0.0","334.0","334.0","0.0","76.0","76.0","0.0","76.0","76.0","0.0","0.0","0.0","0.0","44.0","44.0","0.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","297.0","281.0","16.0","225.0","209.0","16.0","72.0","72.0","0.0","20.0","4.0","16.0","20.0","4.0","16.0","0.0","0.0","0.0","44.0","40.0","4.0"
"NY-503","Albany City & County CoC","641.0","608.0","33.0","360.0","327.0","33.0","281.0","281.0","0.0","89.0","62.0","27.0","83.0","59.0","24.0","6.0","3.0","3.0","80.0","76.0","4.0"
"NY-504","Cattaragus County CoC","40.0","39.0","1.0","14.0","13.0","1.0","26.0","26.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","4.0","4.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","834.0","810.0","24.0","619.0","604.0","15.0","215.0","206.0","9.0","87.0","79.0","8.0","84.0","78.0","6.0","3.0","1.0","2.0","87.0","84.0","3.0"
"NY-506","Fulton, Montgomery, Schoharie Counties CoC","60.0","60.0","0.0","20.0","20.0","0.0","40.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-507","Schenectady City & County CoC","358.0","330.0","28.0","231.0","203.0","28.0","127.0","127.0","0.0","57.0","57.0","0.0","47.0","47.0","0.0","10.0","10.0","0.0","10.0","7.0","3.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1156.0","968.0","188.0","774.0","600.0","174.0","382.0","368.0","14.0","139.0","65.0","74.0","139.0","65.0","74.0","0.0","0.0","0.0","55.0","42.0","13.0"
"NY-510","Ithaca/Tompkins County CoC","68.0","53.0","15.0","45.0","30.0","15.0","23.0","23.0","0.0","13.0","2.0","11.0","13.0","2.0","11.0","0.0","0.0","0.0","1.0","0.0","1.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","218.0","207.0","11.0","208.0","197.0","11.0","10.0","10.0","0.0","15.0","15.0","0.0","15.0","15.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0"
"NY-512","Troy/Rensselaer County CoC","267.0","190.0","77.0","132.0","55.0","77.0","135.0","135.0","0.0","62.0","42.0","20.0","32.0","12.0","20.0","30.0","30.0","0.0","4.0","1.0","3.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","111.0","111.0","0.0","74.0","74.0","0.0","37.0","37.0","0.0","9.0","6.0","3.0","5.0","5.0","0.0","4.0","1.0","3.0","37.0","37.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","57.0","56.0","1.0","23.0","22.0","1.0","34.0","34.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-516","Clinton County CoC","118.0","117.0","1.0","103.0","102.0","1.0","15.0","15.0","0.0","12.0","10.0","2.0","6.0","5.0","1.0","6.0","5.0","1.0","7.0","6.0","1.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","182.0","160.0","22.0","99.0","91.0","8.0","83.0","69.0","14.0","24.0","20.0","4.0","20.0","16.0","4.0","4.0","4.0","0.0","13.0","11.0","2.0"
"NY-519","Columbia/Greene County CoC","177.0","177.0","0.0","80.0","80.0","0.0","97.0","97.0","0.0","4.0","4.0","0.0","3.0","3.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"NY-520","Franklin County CoC","22.0","3.0","19.0","12.0","3.0","9.0","10.0","0.0","10.0","6.0","1.0","5.0","4.0","1.0","3.0","2.0","0.0","2.0","0.0","0.0","0.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","108.0","107.0","1.0","65.0","64.0","1.0","43.0","43.0","0.0","8.0","7.0","1.0","8.0","7.0","1.0","0.0","0.0","0.0","5.0","5.0","0.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","320.0","275.0","45.0","199.0","154.0","45.0","121.0","121.0","0.0","27.0","18.0","9.0","24.0","15.0","9.0","3.0","3.0","0.0","25.0","21.0","4.0"
"NY-600","New York City CoC","51123.0","48475.0","2648.0","20984.0","18336.0","2648.0","30139.0","30139.0","0.0","2679.0","984.0","1695.0","2521.0","826.0","1695.0","158.0","158.0","0.0","4677.0","4227.0","450.0"
"NY-601","Poughkeepsie/Dutchess County CoC","435.0","421.0","14.0","213.0","199.0","14.0","222.0","222.0","0.0","70.0","60.0","10.0","59.0","49.0","10.0","11.0","11.0","0.0","14.0","14.0","0.0"
"NY-602","Newburgh/Middletown/Orange County CoC","448.0","266.0","182.0","313.0","146.0","167.0","135.0","120.0","15.0","148.0","47.0","101.0","139.0","38.0","101.0","9.0","9.0","0.0","19.0","9.0","10.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3278.0","3166.0","112.0","1042.0","930.0","112.0","2236.0","2236.0","0.0","197.0","188.0","9.0","150.0","141.0","9.0","47.0","47.0","0.0","439.0","433.0","6.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1537.0","1495.0","42.0","683.0","641.0","42.0","854.0","854.0","0.0","282.0","240.0","42.0","282.0","240.0","42.0","0.0","0.0","0.0","161.0","152.0","9.0"
"NY-606","Rockland County CoC","112.0","80.0","32.0","67.0","35.0","32.0","45.0","45.0","0.0","52.0","20.0","32.0","52.0","20.0","32.0","0.0","0.0","0.0","1.0","1.0","0.0"
"NY-607","Sullivan County CoC","525.0","423.0","102.0","239.0","239.0","0.0","286.0","184.0","102.0","88.0","53.0","35.0","21.0","21.0","0.0","67.0","32.0","35.0","11.0","11.0","0.0"
"NY-608","Kingston/Ulster County CoC","259.0","206.0","53.0","154.0","108.0","46.0","105.0","98.0","7.0","38.0","5.0","33.0","31.0","5.0","26.0","7.0","0.0","7.0","13.0","7.0","6.0"
"OH-500","Cincinnati/Hamilton County CoC","1275.0","1209.0","66.0","730.0","664.0","66.0","545.0","545.0","0.0","223.0","200.0","23.0","223.0","200.0","23.0","0.0","0.0","0.0","192.0","186.0","6.0"
"OH-501","Toledo/Lucas County CoC","1096.0","859.0","237.0","782.0","590.0","192.0","314.0","269.0","45.0","207.0","187.0","20.0","207.0","187.0","20.0","0.0","0.0","0.0","90.0","70.0","20.0"
"OH-502","Cleveland/Cuyahoga County CoC","2262.0","2066.0","196.0","1766.0","1575.0","191.0","496.0","491.0","5.0","398.0","321.0","77.0","398.0","321.0","77.0","0.0","0.0","0.0","388.0","349.0","39.0"
"OH-503","Columbus/Franklin County CoC","1418.0","1274.0","144.0","1023.0","879.0","144.0","395.0","395.0","0.0","303.0","173.0","130.0","303.0","173.0","130.0","0.0","0.0","0.0","145.0","116.0","29.0"
"OH-504","Youngstown/Mahoning County CoC","223.0","209.0","14.0","124.0","110.0","14.0","99.0","99.0","0.0","46.0","32.0","14.0","42.0","28.0","14.0","4.0","4.0","0.0","12.0","10.0","2.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","986.0","948.0","38.0","602.0","564.0","38.0","384.0","384.0","0.0","60.0","49.0","11.0","57.0","46.0","11.0","3.0","3.0","0.0","156.0","153.0","3.0"
"OH-506","Akron/Barberton/Summit County CoC","857.0","711.0","146.0","542.0","396.0","146.0","315.0","315.0","0.0","210.0","122.0","88.0","210.0","122.0","88.0","0.0","0.0","0.0","76.0","25.0","51.0"
"OH-507","Ohio Balance of State CoC","4431.0","3534.0","897.0","2008.0","1377.0","631.0","2423.0","2157.0","266.0","492.0","248.0","244.0","376.0","167.0","209.0","116.0","81.0","35.0","200.0","165.0","35.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","482.0","414.0","68.0","235.0","174.0","61.0","247.0","240.0","7.0","75.0","50.0","25.0","65.0","44.0","21.0","10.0","6.0","4.0","20.0","9.0","11.0"
"OK-500","North Central Oklahoma CoC","249.0","163.0","86.0","135.0","76.0","59.0","114.0","87.0","27.0","44.0","16.0","28.0","39.0","11.0","28.0","5.0","5.0","0.0","9.0","3.0","6.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","879.0","829.0","50.0","696.0","648.0","48.0","183.0","181.0","2.0","97.0","90.0","7.0","91.0","84.0","7.0","6.0","6.0","0.0","165.0","160.0","5.0"
"OK-502","Oklahoma City CoC","1348.0","1019.0","329.0","1112.0","819.0","293.0","236.0","200.0","36.0","231.0","83.0","148.0","216.0","71.0","145.0","15.0","12.0","3.0","129.0","96.0","33.0"
"OK-503","Oklahoma Balance of State CoC","483.0","126.0","357.0","310.0","70.0","240.0","173.0","56.0","117.0","159.0","35.0","124.0","21.0","0.0","21.0","138.0","35.0","103.0","0.0","0.0","0.0"
"OK-504","Norman/Cleveland County CoC","619.0","162.0","457.0","418.0","73.0","345.0","201.0","89.0","112.0","66.0","43.0","23.0","50.0","35.0","15.0","16.0","8.0","8.0","6.0","6.0","0.0"
"OK-505","Northeast Oklahoma CoC","266.0","233.0","33.0","160.0","135.0","25.0","106.0","98.0","8.0","91.0","77.0","14.0","59.0","45.0","14.0","32.0","32.0","0.0","13.0","11.0","2.0"
"OK-506","Southwest Oklahoma Regional CoC","133.0","123.0","10.0","75.0","67.0","8.0","58.0","56.0","2.0","3.0","1.0","2.0","3.0","1.0","2.0","0.0","0.0","0.0","15.0","13.0","2.0"
"OK-507","Southeastern Oklahoma Regional CoC","648.0","333.0","315.0","330.0","182.0","148.0","318.0","151.0","167.0","102.0","73.0","29.0","89.0","60.0","29.0","13.0","13.0","0.0","19.0","12.0","7.0"
"OR-500","Eugene/Springfield/Lane County CoC","2140.0","734.0","1406.0","1533.0","360.0","1173.0","607.0","374.0","233.0","679.0","130.0","549.0","633.0","126.0","507.0","46.0","4.0","42.0","254.0","68.0","186.0"
"OR-501","Portland-Gresham-Multnomah County CoC","4497.0","2783.0","1714.0","2815.0","1213.0","1602.0","1682.0","1570.0","112.0","971.0","185.0","786.0","911.0","138.0","773.0","60.0","47.0","13.0","457.0","239.0","218.0"
"OR-502","Medford/Ashland/Jackson County CoC","1049.0","572.0","477.0","580.0","351.0","229.0","469.0","221.0","248.0","757.0","313.0","444.0","401.0","175.0","226.0","356.0","138.0","218.0","180.0","163.0","17.0"
"OR-503","Central Oregon CoC","802.0","270.0","532.0","416.0","107.0","309.0","386.0","163.0","223.0","155.0","38.0","117.0","98.0","28.0","70.0","57.0","10.0","47.0","77.0","15.0","62.0"
"OR-505","Oregon Balance of State CoC","7006.0","2293.0","4713.0","3099.0","1149.0","1950.0","3907.0","1144.0","2763.0","831.0","228.0","603.0","712.0","225.0","487.0","119.0","3.0","116.0","369.0","135.0","234.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","752.0","221.0","531.0","435.0","53.0","382.0","317.0","168.0","149.0","189.0","18.0","171.0","164.0","10.0","154.0","25.0","8.0","17.0","62.0","35.0","27.0"
"OR-507","Clackamas County CoC","1008.0","139.0","869.0","567.0","16.0","551.0","441.0","123.0","318.0","157.0","4.0","153.0","98.0","2.0","96.0","59.0","2.0","57.0","75.0","0.0","75.0"
"PA-500","Philadelphia CoC","6180.0","5674.0","506.0","3328.0","2822.0","506.0","2852.0","2852.0","0.0","735.0","343.0","392.0","649.0","257.0","392.0","86.0","86.0","0.0","353.0","286.0","67.0"
"PA-501","Harrisburg/Dauphin County CoC","394.0","321.0","73.0","218.0","152.0","66.0","176.0","169.0","7.0","79.0","44.0","35.0","79.0","44.0","35.0","0.0","0.0","0.0","44.0","33.0","11.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","648.0","601.0","47.0","250.0","203.0","47.0","398.0","398.0","0.0","55.0","25.0","30.0","55.0","25.0","30.0","0.0","0.0","0.0","29.0","26.0","3.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","180.0","171.0","9.0","116.0","107.0","9.0","64.0","64.0","0.0","13.0","8.0","5.0","13.0","8.0","5.0","0.0","0.0","0.0","25.0","23.0","2.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","410.0","400.0","10.0","152.0","142.0","10.0","258.0","258.0","0.0","43.0","34.0","9.0","43.0","34.0","9.0","0.0","0.0","0.0","10.0","10.0","0.0"
"PA-505","Chester County CoC","726.0","717.0","9.0","521.0","512.0","9.0","205.0","205.0","0.0","51.0","51.0","0.0","51.0","51.0","0.0","0.0","0.0","0.0","293.0","293.0","0.0"
"PA-506","Reading/Berks County CoC","357.0","350.0","7.0","231.0","224.0","7.0","126.0","126.0","0.0","8.0","4.0","4.0","8.0","4.0","4.0","0.0","0.0","0.0","18.0","17.0","1.0"
"PA-508","Scranton/Lackawanna County CoC","276.0","236.0","40.0","122.0","82.0","40.0","154.0","154.0","0.0","58.0","53.0","5.0","21.0","16.0","5.0","37.0","37.0","0.0","35.0","35.0","0.0"
"PA-509","Eastern Pennsylvania CoC","1720.0","1589.0","131.0","663.0","545.0","118.0","1057.0","1044.0","13.0","114.0","84.0","30.0","97.0","67.0","30.0","17.0","17.0","0.0","85.0","67.0","18.0"
"PA-510","Lancaster City & County CoC","505.0","498.0","7.0","250.0","243.0","7.0","255.0","255.0","0.0","38.0","33.0","5.0","38.0","33.0","5.0","0.0","0.0","0.0","57.0","54.0","3.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","505.0","472.0","33.0","180.0","147.0","33.0","325.0","325.0","0.0","16.0","7.0","9.0","7.0","3.0","4.0","9.0","4.0","5.0","3.0","0.0","3.0"
"PA-512","York City & County CoC","257.0","232.0","25.0","152.0","134.0","18.0","105.0","98.0","7.0","32.0","27.0","5.0","25.0","22.0","3.0","7.0","5.0","2.0","22.0","20.0","2.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1423.0","1366.0","57.0","871.0","814.0","57.0","552.0","552.0","0.0","209.0","180.0","29.0","204.0","175.0","29.0","5.0","5.0","0.0","225.0","215.0","10.0"
"PA-601","Western Pennsylvania CoC","991.0","925.0","66.0","519.0","482.0","37.0","472.0","443.0","29.0","178.0","171.0","7.0","148.0","141.0","7.0","30.0","30.0","0.0","153.0","151.0","2.0"
"PA-603","Beaver County CoC","119.0","112.0","7.0","65.0","58.0","7.0","54.0","54.0","0.0","16.0","9.0","7.0","9.0","2.0","7.0","7.0","7.0","0.0","4.0","4.0","0.0"
"PA-605","Erie City & County CoC","405.0","372.0","33.0","229.0","205.0","24.0","176.0","167.0","9.0","74.0","66.0","8.0","61.0","56.0","5.0","13.0","10.0","3.0","36.0","28.0","8.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","1362.0","482.0","880.0","1098.0","353.0","745.0","264.0","129.0","135.0","1717.0","268.0","1449.0","792.0","110.0","682.0","925.0","158.0","767.0","82.0","24.0","58.0"
"PR-503","South/Southeast Puerto Rico CoC","1538.0","552.0","986.0","1248.0","443.0","805.0","290.0","109.0","181.0","1847.0","296.0","1551.0","855.0","139.0","716.0","992.0","157.0","835.0","55.0","26.0","29.0"
"RI-500","Rhode Island Statewide CoC","1070.0","1039.0","31.0","652.0","621.0","31.0","418.0","418.0","0.0","176.0","171.0","5.0","176.0","171.0","5.0","0.0","0.0","0.0","123.0","121.0","2.0"
"SC-500","Charleston/Low Country CoC","569.0","357.0","212.0","497.0","289.0","208.0","72.0","68.0","4.0","89.0","46.0","43.0","89.0","46.0","43.0","0.0","0.0","0.0","151.0","125.0","26.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","1401.0","1216.0","185.0","924.0","739.0","185.0","477.0","477.0","0.0","57.0","56.0","1.0","57.0","56.0","1.0","0.0","0.0","0.0","115.0","91.0","24.0"
"SC-502","Columbia/Midlands CoC","1621.0","919.0","702.0","1229.0","610.0","619.0","392.0","309.0","83.0","238.0","95.0","143.0","214.0","93.0","121.0","24.0","2.0","22.0","264.0","149.0","115.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1502.0","462.0","1040.0","855.0","329.0","526.0","647.0","133.0","514.0","261.0","34.0","227.0","144.0","34.0","110.0","117.0","0.0","117.0","82.0","24.0","58.0"
"SD-500","South Dakota Statewide CoC","826.0","762.0","64.0","460.0","413.0","47.0","366.0","349.0","17.0","34.0","21.0","13.0","34.0","21.0","13.0","0.0","0.0","0.0","109.0","99.0","10.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","561.0","334.0","227.0","375.0","228.0","147.0","186.0","106.0","80.0","35.0","9.0","26.0","33.0","7.0","26.0","2.0","2.0","0.0","55.0","10.0","45.0"
"TN-501","Memphis/Shelby County CoC","1942.0","1758.0","184.0","1235.0","1053.0","182.0","707.0","705.0","2.0","112.0","32.0","80.0","111.0","31.0","80.0","1.0","1.0","0.0","186.0","162.0","24.0"
"TN-502","Knoxville/Knox County CoC","998.0","849.0","149.0","840.0","702.0","138.0","158.0","147.0","11.0","197.0","150.0","47.0","167.0","127.0","40.0","30.0","23.0","7.0","108.0","82.0","26.0"
"TN-503","Central Tennessee CoC","232.0","213.0","19.0","199.0","180.0","19.0","33.0","33.0","0.0","31.0","27.0","4.0","31.0","27.0","4.0","0.0","0.0","0.0","33.0","30.0","3.0"
"TN-504","Nashville/Davidson County CoC","1938.0","1575.0","363.0","1695.0","1332.0","363.0","243.0","243.0","0.0","860.0","500.0","360.0","835.0","475.0","360.0","25.0","25.0","0.0","372.0","264.0","108.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","526.0","171.0","355.0","205.0","75.0","130.0","321.0","96.0","225.0","46.0","21.0","25.0","42.0","17.0","25.0","4.0","4.0","0.0","7.0","6.0","1.0"
"TN-507","Jackson/West Tennessee CoC","1894.0","428.0","1466.0","1234.0","346.0","888.0","660.0","82.0","578.0","225.0","50.0","175.0","225.0","50.0","175.0","0.0","0.0","0.0","93.0","93.0","0.0"
"TN-509","Appalachian Regional CoC","360.0","259.0","101.0","200.0","128.0","72.0","160.0","131.0","29.0","66.0","41.0","25.0","66.0","41.0","25.0","0.0","0.0","0.0","69.0","63.0","6.0"
"TN-510","Murfreesboro/Rutherford County CoC","225.0","127.0","98.0","160.0","62.0","98.0","65.0","65.0","0.0","84.0","26.0","58.0","72.0","14.0","58.0","12.0","12.0","0.0","25.0","17.0","8.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","437.0","201.0","236.0","332.0","132.0","200.0","105.0","69.0","36.0","101.0","48.0","53.0","79.0","39.0","40.0","22.0","9.0","13.0","17.0","5.0","12.0"
"TX-500","San Antonio/Bexar County CoC","3222.0","2046.0","1176.0","2339.0","1167.0","1172.0","883.0","879.0","4.0","676.0","438.0","238.0","461.0","223.0","238.0","215.0","215.0","0.0","351.0","252.0","99.0"
"TX-503","Austin/Travis County CoC","2362.0","1358.0","1004.0","1700.0","701.0","999.0","662.0","657.0","5.0","793.0","327.0","466.0","785.0","319.0","466.0","8.0","8.0","0.0","515.0","293.0","222.0"
"TX-600","Dallas City & County/Irving CoC","3540.0","3297.0","243.0","1591.0","1382.0","209.0","1949.0","1915.0","34.0","760.0","608.0","152.0","760.0","608.0","152.0","0.0","0.0","0.0","555.0","521.0","34.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","2169.0","2033.0","136.0","1247.0","1113.0","134.0","922.0","920.0","2.0","328.0","290.0","38.0","306.0","268.0","38.0","22.0","22.0","0.0","235.0","207.0","28.0"
"TX-603","El Paso City & County CoC","1331.0","1149.0","182.0","709.0","527.0","182.0","622.0","622.0","0.0","100.0","60.0","40.0","94.0","54.0","40.0","6.0","6.0","0.0","134.0","87.0","47.0"
"TX-604","Waco/McLennan County CoC","267.0","206.0","61.0","172.0","116.0","56.0","95.0","90.0","5.0","52.0","20.0","32.0","47.0","20.0","27.0","5.0","0.0","5.0","40.0","23.0","17.0"
"TX-607","Texas Balance of State (BoS) CoC","14643.0","4054.0","10589.0","8915.0","2499.0","6416.0","5728.0","1555.0","4173.0","3319.0","987.0","2332.0","2901.0","749.0","2152.0","418.0","238.0","180.0","1840.0","515.0","1325.0"
"TX-611","Amarillo CoC","439.0","399.0","40.0","277.0","237.0","40.0","162.0","162.0","0.0","65.0","36.0","29.0","65.0","36.0","29.0","0.0","0.0","0.0","47.0","39.0","8.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","234.0","208.0","26.0","193.0","167.0","26.0","41.0","41.0","0.0","197.0","145.0","52.0","161.0","135.0","26.0","36.0","10.0","26.0","15.0","10.0","5.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","8471.0","4053.0","4418.0","6293.0","2405.0","3888.0","2178.0","1648.0","530.0","1914.0","323.0","1591.0","1791.0","264.0","1527.0","123.0","59.0","64.0","1146.0","405.0","741.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","233.0","169.0","64.0","141.0","93.0","48.0","92.0","76.0","16.0","19.0","19.0","0.0","19.0","19.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0"
"UT-500","Salt Lake City & County CoC","2033.0","1844.0","189.0","1206.0","1039.0","167.0","827.0","805.0","22.0","264.0","222.0","42.0","257.0","215.0","42.0","7.0","7.0","0.0","264.0","245.0","19.0"
"UT-503","Utah Balance of State CoC","898.0","701.0","197.0","512.0","328.0","184.0","386.0","373.0","13.0","99.0","62.0","37.0","87.0","50.0","37.0","12.0","12.0","0.0","69.0","60.0","9.0"
"UT-504","Provo/Mountainland CoC","199.0","142.0","57.0","124.0","67.0","57.0","75.0","75.0","0.0","20.0","0.0","20.0","20.0","0.0","20.0","0.0","0.0","0.0","12.0","5.0","7.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","1084.0","1039.0","45.0","837.0","792.0","45.0","247.0","247.0","0.0","69.0","54.0","15.0","69.0","54.0","15.0","0.0","0.0","0.0","160.0","150.0","10.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","609.0","550.0","59.0","419.0","367.0","52.0","190.0","183.0","7.0","65.0","45.0","20.0","65.0","45.0","20.0","0.0","0.0","0.0","81.0","62.0","19.0"
"VA-502","Roanoke City & County/Salem CoC","536.0","526.0","10.0","412.0","402.0","10.0","124.0","124.0","0.0","186.0","182.0","4.0","186.0","182.0","4.0","0.0","0.0","0.0","78.0","78.0","0.0"
"VA-503","Virginia Beach CoC","427.0","333.0","94.0","248.0","156.0","92.0","179.0","177.0","2.0","81.0","43.0","38.0","68.0","31.0","37.0","13.0","12.0","1.0","56.0","40.0","16.0"
"VA-504","Charlottesville CoC","213.0","195.0","18.0","159.0","141.0","18.0","54.0","54.0","0.0","60.0","42.0","18.0","60.0","42.0","18.0","0.0","0.0","0.0","13.0","10.0","3.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","736.0","634.0","102.0","511.0","418.0","93.0","225.0","216.0","9.0","129.0","89.0","40.0","129.0","89.0","40.0","0.0","0.0","0.0","226.0","216.0","10.0"
"VA-507","Portsmouth CoC","265.0","165.0","100.0","199.0","99.0","100.0","66.0","66.0","0.0","87.0","39.0","48.0","87.0","39.0","48.0","0.0","0.0","0.0","44.0","18.0","26.0"
