"CoC Number","CoC Name","Total Homeless, 2010","Sheltered Homeless, 2010","Unsheltered Homeless, 2010","Homeless Individuals, 2010","Sheltered Homeless Individuals, 2010","Unsheltered Homeless Individuals, 2010","Homeless People in Families, 2010","Sheltered Homeless People in Families, 2010","Unsheltered Homeless People in Families, 2010","Chronically Homeless Individuals, 2010","Sheltered Chronically Homeless Individuals, 2010","Unsheltered Chronically Homeless Individuals, 2010"
"MI-507","Portage/Kalamazoo City & County CoC","679.0","637.0","42.0","295.0","253.0","42.0","384.0","384.0","0.0","34.0","26.0","8.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","535.0","392.0","143.0","389.0","252.0","137.0","146.0","140.0","6.0","129.0","64.0","65.0"
"MI-509","Ann Arbor/Washtenaw County CoC","474.0","439.0","35.0","306.0","273.0","33.0","168.0","166.0","2.0","66.0","44.0","22.0"
"MI-510","Saginaw City & County CoC","305.0","278.0","27.0","176.0","149.0","27.0","129.0","129.0","0.0","71.0","57.0","14.0"
"MI-511","Lenawee County CoC","120.0","115.0","5.0","40.0","38.0","2.0","80.0","77.0","3.0","11.0","11.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","296.0","285.0","11.0","127.0","116.0","11.0","169.0","169.0","0.0","29.0","24.0","5.0"
"MI-513","Marquette, Alger Counties CoC","68.0","63.0","5.0","28.0","23.0","5.0","40.0","40.0","0.0","3.0","3.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","186.0","133.0","53.0","136.0","88.0","48.0","50.0","45.0","5.0","12.0","12.0","0.0"
"MI-515","Monroe City & County CoC","140.0","136.0","4.0","75.0","74.0","1.0","65.0","62.0","3.0","17.0","16.0","1.0"
"MI-516","Norton Shores/Muskegon City & County CoC","646.0","325.0","321.0","308.0","132.0","176.0","338.0","193.0","145.0","21.0","15.0","6.0"
"MI-517","Jackson City & County CoC","323.0","304.0","19.0","121.0","102.0","19.0","202.0","202.0","0.0","13.0","1.0","12.0"
"MI-518","Livingston County CoC","121.0","108.0","13.0","46.0","33.0","13.0","75.0","75.0","0.0","4.0","3.0","1.0"
"MI-519","Holland/Ottawa County CoC","306.0","304.0","2.0","104.0","102.0","2.0","202.0","202.0","0.0","0.0","0.0","0.0"
"MI-523","Eaton County CoC","147.0","131.0","16.0","28.0","20.0","8.0","119.0","111.0","8.0","7.0","7.0","0.0"
"MN-500","Minneapolis/Hennepin County CoC","3056.0","2808.0","248.0","1830.0","1632.0","198.0","1226.0","1176.0","50.0","779.0","699.0","80.0"
"MN-501","Saint Paul/Ramsey County CoC","1424.0","1328.0","96.0","646.0","550.0","96.0","778.0","778.0","0.0","246.0","179.0","67.0"
"MN-502","Rochester/Southeast Minnesota CoC","419.0","406.0","13.0","103.0","90.0","13.0","316.0","316.0","0.0","70.0","61.0","9.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","924.0","749.0","175.0","196.0","136.0","60.0","728.0","613.0","115.0","65.0","30.0","35.0"
"MN-504","Northeast Minnesota CoC","208.0","89.0","119.0","87.0","23.0","64.0","121.0","66.0","55.0","34.0","4.0","30.0"
"MN-505","St. Cloud/Central Minnesota CoC","541.0","433.0","108.0","245.0","170.0","75.0","296.0","263.0","33.0","120.0","91.0","29.0"
"MN-506","Northwest Minnesota CoC","422.0","254.0","168.0","119.0","79.0","40.0","303.0","175.0","128.0","33.0","14.0","19.0"
"MN-508","Moorhead/West Central Minnesota CoC","278.0","196.0","82.0","116.0","87.0","29.0","162.0","109.0","53.0","59.0","36.0","23.0"
"MN-509","Duluth/St.Louis County CoC","524.0","406.0","118.0","240.0","150.0","90.0","284.0","256.0","28.0","79.0","32.0","47.0"
"MN-511","Southwest Minnesota CoC","73.0","61.0","12.0","23.0","17.0","6.0","50.0","44.0","6.0","5.0","3.0","2.0"
"MO-500","St. Louis County CoC","659.0","408.0","251.0","208.0","92.0","116.0","451.0","316.0","135.0","39.0","23.0","16.0"
"MO-501","St.Louis City CoC","1305.0","1168.0","137.0","734.0","633.0","101.0","571.0","535.0","36.0","169.0","113.0","56.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","1089.0","688.0","401.0","387.0","234.0","153.0","702.0","454.0","248.0","30.0","19.0","11.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","662.0","503.0","159.0","428.0","269.0","159.0","234.0","234.0","0.0","144.0","81.0","63.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","393.0","319.0","74.0","277.0","203.0","74.0","116.0","116.0","0.0","26.0","19.0","7.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","164.0","138.0","26.0","140.0","114.0","26.0","24.0","24.0","0.0","64.0","48.0","16.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","2153.0","1946.0","207.0","1290.0","1083.0","207.0","863.0","863.0","0.0","556.0","431.0","125.0"
"MO-606","Missouri Balance of State CoC","1912.0","1339.0","573.0","1092.0","749.0","343.0","820.0","590.0","230.0","287.0","257.0","30.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","914.0","432.0","482.0","801.0","329.0","472.0","113.0","103.0","10.0","147.0","65.0","82.0"
"MS-501","Mississippi Balance of State CoC","1242.0","660.0","582.0","581.0","277.0","304.0","661.0","383.0","278.0","125.0","59.0","66.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","587.0","89.0","498.0","542.0","55.0","487.0","45.0","34.0","11.0","85.0","6.0","79.0"
"MT-500","Montana Statewide CoC","1615.0","1168.0","447.0","890.0","562.0","328.0","725.0","606.0","119.0","145.0","96.0","49.0"
"NC-500","Winston Salem/Forsyth County CoC","543.0","502.0","41.0","389.0","348.0","41.0","154.0","154.0","0.0","142.0","120.0","22.0"
"NC-501","Asheville/Buncombe County CoC","516.0","462.0","54.0","415.0","361.0","54.0","101.0","101.0","0.0","111.0","68.0","43.0"
"NC-502","Durham City & County CoC","675.0","607.0","68.0","534.0","468.0","66.0","141.0","139.0","2.0","141.0","89.0","52.0"
"NC-503","North Carolina Balance of State CoC","2851.0","2206.0","645.0","1824.0","1267.0","557.0","1027.0","939.0","88.0","262.0","193.0","69.0"
"NC-504","Greensboro/High Point CoC","1070.0","934.0","136.0","738.0","607.0","131.0","332.0","327.0","5.0","131.0","95.0","36.0"
"NC-505","Charlotte/Mecklenberg CoC","2841.0","2090.0","751.0","2168.0","1417.0","751.0","673.0","673.0","0.0","307.0","250.0","57.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","678.0","571.0","107.0","381.0","278.0","103.0","297.0","293.0","4.0","65.0","49.0","16.0"
"NC-507","Raleigh/Wake County CoC","1180.0","1059.0","121.0","892.0","771.0","121.0","288.0","288.0","0.0","183.0","145.0","38.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","324.0","206.0","118.0","264.0","146.0","118.0","60.0","60.0","0.0","40.0","18.0","22.0"
"NC-511","Fayetteville/Cumberland County CoC","1033.0","294.0","739.0","538.0","78.0","460.0","495.0","216.0","279.0","32.0","4.0","28.0"
"NC-513","Chapel Hill/Orange County CoC","135.0","118.0","17.0","111.0","94.0","17.0","24.0","24.0","0.0","38.0","31.0","7.0"
"NC-516","Northwest North Carolina CoC","345.0","124.0","221.0","107.0","57.0","50.0","238.0","67.0","171.0","27.0","15.0","12.0"
"ND-500","North Dakota Statewide CoC","799.0","768.0","31.0","539.0","513.0","26.0","260.0","255.0","5.0","64.0","61.0","3.0"
"NE-500","Nebraska Balance of State CoC","1540.0","1196.0","344.0","799.0","570.0","229.0","741.0","626.0","115.0","125.0","76.0","49.0"
"NE-501","Omaha/Council Bluffs CoC","1429.0","1335.0","94.0","1083.0","989.0","94.0","346.0","346.0","0.0","293.0","261.0","32.0"
"NE-502","Lincoln CoC","908.0","824.0","84.0","541.0","459.0","82.0","367.0","365.0","2.0","117.0","79.0","38.0"
"NH-500","New Hampshire Balance of State CoC","813.0","710.0","103.0","477.0","387.0","90.0","336.0","323.0","13.0","158.0","125.0","33.0"
"NH-501","Manchester CoC","415.0","320.0","95.0","278.0","187.0","91.0","137.0","133.0","4.0","64.0","64.0","0.0"
"NH-502","Nashua/Hillsborough County CoC","346.0","307.0","39.0","188.0","166.0","22.0","158.0","141.0","17.0","104.0","91.0","13.0"
"NJ-500","Atlantic City & County CoC","588.0","456.0","132.0","511.0","394.0","117.0","77.0","62.0","15.0","74.0","42.0","32.0"
"NJ-501","Bergen County CoC","522.0","450.0","72.0","338.0","281.0","57.0","184.0","169.0","15.0","76.0","53.0","23.0"
"NJ-502","Burlington County CoC","716.0","688.0","28.0","338.0","320.0","18.0","378.0","368.0","10.0","71.0","68.0","3.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1572.0","1221.0","351.0","804.0","539.0","265.0","768.0","682.0","86.0","51.0","30.0","21.0"
"NJ-504","Newark/Essex County CoC","1716.0","1497.0","219.0","842.0","677.0","165.0","874.0","820.0","54.0","122.0","81.0","41.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","1779.0","1597.0","182.0","637.0","488.0","149.0","1142.0","1109.0","33.0","74.0","40.0","34.0"
"NJ-507","New Brunswick/Middlesex County CoC","1535.0","1353.0","182.0","591.0","465.0","126.0","944.0","888.0","56.0","52.0","34.0","18.0"
"NJ-508","Monmouth County CoC","604.0","576.0","28.0","222.0","205.0","17.0","382.0","371.0","11.0","72.0","72.0","0.0"
"NJ-509","Morris County CoC","297.0","240.0","57.0","167.0","118.0","49.0","130.0","122.0","8.0","51.0","20.0","31.0"
"NJ-510","Lakewood Township/Ocean County CoC","590.0","542.0","48.0","310.0","276.0","34.0","280.0","266.0","14.0","52.0","48.0","4.0"
"NJ-511","Paterson/Passaic County CoC","698.0","533.0","165.0","348.0","228.0","120.0","350.0","305.0","45.0","31.0","14.0","17.0"
"NJ-512","Salem County CoC","146.0","146.0","0.0","83.0","83.0","0.0","63.0","63.0","0.0","0.0","0.0","0.0"
"NJ-513","Somerset County CoC","310.0","296.0","14.0","162.0","151.0","11.0","148.0","145.0","3.0","8.0","6.0","2.0"
"NJ-514","Trenton/Mercer County CoC","901.0","774.0","127.0","477.0","384.0","93.0","424.0","390.0","34.0","101.0","73.0","28.0"
"NJ-515","Elizabeth/Union County CoC","1212.0","1194.0","18.0","465.0","453.0","12.0","747.0","741.0","6.0","20.0","15.0","5.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","551.0","520.0","31.0","225.0","209.0","16.0","326.0","311.0","15.0","22.0","21.0","1.0"
"NM-500","Albuquerque CoC","2002.0","1071.0","931.0","1454.0","617.0","837.0","548.0","454.0","94.0","403.0","152.0","251.0"
"NM-501","New Mexico Balance of State CoC","1473.0","1037.0","436.0","889.0","485.0","404.0","584.0","552.0","32.0","376.0","189.0","187.0"
"NV-500","Las Vegas/Clark County CoC","9949.0","7004.0","2945.0","8566.0","5634.0","2932.0","1383.0","1370.0","13.0","1090.0","117.0","973.0"
"NV-501","Reno/Sparks/Washoe County CoC","934.0","695.0","239.0","790.0","551.0","239.0","144.0","144.0","0.0","264.0","131.0","133.0"
"NV-502","Nevada Balance of State CoC","322.0","149.0","173.0","209.0","48.0","161.0","113.0","101.0","12.0","61.0","5.0","56.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","709.0","705.0","4.0","375.0","371.0","4.0","334.0","334.0","0.0","85.0","81.0","4.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","256.0","245.0","11.0","202.0","195.0","7.0","54.0","50.0","4.0","5.0","5.0","0.0"
"NY-503","Albany City & County CoC","650.0","612.0","38.0","442.0","404.0","38.0","208.0","208.0","0.0","72.0","37.0","35.0"
"NY-504","Cattaragus County CoC","118.0","64.0","54.0","35.0","32.0","3.0","83.0","32.0","51.0","0.0","0.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","840.0","809.0","31.0","677.0","658.0","19.0","163.0","151.0","12.0","116.0","105.0","11.0"
"NY-506","Fulton, Montgomery, Schoharie Counties CoC","19.0","12.0","7.0","13.0","9.0","4.0","6.0","3.0","3.0","0.0","0.0","0.0"
"NY-507","Schenectady City & County CoC","389.0","363.0","26.0","224.0","198.0","26.0","165.0","165.0","0.0","34.0","25.0","9.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1137.0","924.0","213.0","805.0","612.0","193.0","332.0","312.0","20.0","112.0","70.0","42.0"
"NY-510","Ithaca/Tompkins County CoC","73.0","63.0","10.0","41.0","31.0","10.0","32.0","32.0","0.0","15.0","5.0","10.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","234.0","223.0","11.0","211.0","200.0","11.0","23.0","23.0","0.0","47.0","47.0","0.0"
"NY-512","Troy/Rensselaer County CoC","314.0","269.0","45.0","83.0","38.0","45.0","231.0","231.0","0.0","25.0","2.0","23.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","75.0","75.0","0.0","42.0","42.0","0.0","33.0","33.0","0.0","4.0","4.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","88.0","81.0","7.0","28.0","21.0","7.0","60.0","60.0","0.0","3.0","3.0","0.0"
"NY-516","Clinton County CoC","84.0","76.0","8.0","63.0","57.0","6.0","21.0","19.0","2.0","5.0","3.0","2.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","343.0","326.0","17.0","251.0","234.0","17.0","92.0","92.0","0.0","19.0","14.0","5.0"
"NY-519","Columbia/Greene County CoC","305.0","301.0","4.0","161.0","157.0","4.0","144.0","144.0","0.0","5.0","5.0","0.0"
"NY-520","Franklin County CoC","14.0","5.0","9.0","8.0","5.0","3.0","6.0","0.0","6.0","4.0","1.0","3.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","121.0","120.0","1.0","103.0","102.0","1.0","18.0","18.0","0.0","4.0","4.0","0.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","186.0","157.0","29.0","151.0","122.0","29.0","35.0","35.0","0.0","31.0","8.0","23.0"
"NY-600","New York City CoC","53187.0","50076.0","3111.0","19992.0","16881.0","3111.0","33195.0","33195.0","0.0","3128.0","1137.0","1991.0"
"NY-601","Poughkeepsie/Dutchess County CoC","476.0","436.0","40.0","280.0","240.0","40.0","196.0","196.0","0.0","77.0","55.0","22.0"
"NY-602","Newburgh/Middletown/Orange County CoC","505.0","345.0","160.0","294.0","146.0","148.0","211.0","199.0","12.0","114.0","53.0","61.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3163.0","3087.0","76.0","741.0","665.0","76.0","2422.0","2422.0","0.0","53.0","40.0","13.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","1339.0","1305.0","34.0","460.0","426.0","34.0","879.0","879.0","0.0","187.0","176.0","11.0"
"NY-606","Rockland County CoC","141.0","89.0","52.0","93.0","41.0","52.0","48.0","48.0","0.0","55.0","3.0","52.0"
"NY-607","Sullivan County CoC","400.0","394.0","6.0","264.0","258.0","6.0","136.0","136.0","0.0","22.0","16.0","6.0"
"NY-608","Kingston/Ulster County CoC","440.0","305.0","135.0","254.0","147.0","107.0","186.0","158.0","28.0","37.0","6.0","31.0"
"OH-500","Cincinnati/Hamilton County CoC","1006.0","931.0","75.0","709.0","634.0","75.0","297.0","297.0","0.0","303.0","273.0","30.0"
"OH-501","Toledo/Lucas County CoC","986.0","856.0","130.0","672.0","549.0","123.0","314.0","307.0","7.0","218.0","176.0","42.0"
"OH-502","Cleveland/Cuyahoga County CoC","2278.0","2140.0","138.0","1783.0","1648.0","135.0","495.0","492.0","3.0","664.0","591.0","73.0"
"OH-503","Columbus/Franklin County CoC","1387.0","1253.0","134.0","954.0","829.0","125.0","433.0","424.0","9.0","276.0","163.0","113.0"
"OH-504","Youngstown/Mahoning County CoC","183.0","179.0","4.0","97.0","93.0","4.0","86.0","86.0","0.0","13.0","11.0","2.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","884.0","858.0","26.0","625.0","599.0","26.0","259.0","259.0","0.0","102.0","91.0","11.0"
"OH-506","Akron/Barberton/Summit County CoC","859.0","672.0","187.0","587.0","400.0","187.0","272.0","272.0","0.0","218.0","106.0","112.0"
"OH-507","Ohio Balance of State CoC","4555.0","3462.0","1093.0","2044.0","1338.0","706.0","2511.0","2124.0","387.0","429.0","255.0","174.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","431.0","378.0","53.0","248.0","205.0","43.0","183.0","173.0","10.0","17.0","10.0","7.0"
"OK-500","North Central Oklahoma CoC","323.0","179.0","144.0","207.0","112.0","95.0","116.0","67.0","49.0","21.0","8.0","13.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","905.0","882.0","23.0","718.0","695.0","23.0","187.0","187.0","0.0","85.0","78.0","7.0"
"OK-502","Oklahoma City CoC","1128.0","889.0","239.0","890.0","665.0","225.0","238.0","224.0","14.0","264.0","163.0","101.0"
"OK-503","Oklahoma Balance of State CoC","324.0","317.0","7.0","211.0","204.0","7.0","113.0","113.0","0.0","0.0","0.0","0.0"
"OK-504","Norman/Cleveland County CoC","565.0","251.0","314.0","438.0","129.0","309.0","127.0","122.0","5.0","82.0","43.0","39.0"
"OK-505","Northeast Oklahoma CoC","567.0","243.0","324.0","214.0","140.0","74.0","353.0","103.0","250.0","73.0","69.0","4.0"
"OK-506","Southwest Oklahoma Regional CoC","272.0","252.0","20.0","156.0","139.0","17.0","116.0","113.0","3.0","13.0","7.0","6.0"
"OK-507","Southeastern Oklahoma Regional CoC","1145.0","302.0","843.0","483.0","155.0","328.0","662.0","147.0","515.0","82.0","27.0","55.0"
"OR-500","Eugene/Springfield/Lane County CoC","2580.0","991.0","1589.0","1899.0","561.0","1338.0","681.0","430.0","251.0","633.0","179.0","454.0"
"OR-501","Portland-Gresham-Multnomah County CoC","4235.0","2644.0","1591.0","2943.0","1430.0","1513.0","1292.0","1214.0","78.0","792.0","238.0","554.0"
"OR-502","Medford/Ashland/Jackson County CoC","922.0","350.0","572.0","505.0","236.0","269.0","417.0","114.0","303.0","151.0","22.0","129.0"
"OR-503","Central Oregon CoC","569.0","256.0","313.0","305.0","114.0","191.0","264.0","142.0","122.0","75.0","13.0","62.0"
"OR-505","Oregon Balance of State CoC","8814.0","2606.0","6208.0","3579.0","1232.0","2347.0","5235.0","1374.0","3861.0","712.0","220.0","492.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","950.0","248.0","702.0","514.0","65.0","449.0","436.0","183.0","253.0","145.0","9.0","136.0"
"OR-507","Clackamas County CoC","1422.0","136.0","1286.0","986.0","16.0","970.0","436.0","120.0","316.0","93.0","2.0","91.0"
"PA-500","Philadelphia CoC","6084.0","5603.0","481.0","3077.0","2596.0","481.0","3007.0","3007.0","0.0","580.0","213.0","367.0"
"PA-501","Harrisburg/Dauphin County CoC","394.0","306.0","88.0","238.0","156.0","82.0","156.0","150.0","6.0","121.0","69.0","52.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","716.0","663.0","53.0","265.0","212.0","53.0","451.0","451.0","0.0","60.0","29.0","31.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","201.0","195.0","6.0","117.0","111.0","6.0","84.0","84.0","0.0","11.0","9.0","2.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","428.0","390.0","38.0","170.0","132.0","38.0","258.0","258.0","0.0","49.0","32.0","17.0"
"PA-505","Chester County CoC","319.0","312.0","7.0","156.0","149.0","7.0","163.0","163.0","0.0","46.0","44.0","2.0"
"PA-506","Reading/Berks County CoC","513.0","500.0","13.0","343.0","330.0","13.0","170.0","170.0","0.0","30.0","17.0","13.0"
"PA-508","Scranton/Lackawanna County CoC","285.0","243.0","42.0","145.0","103.0","42.0","140.0","140.0","0.0","19.0","10.0","9.0"
"PA-509","Eastern Pennsylvania CoC","1895.0","1752.0","143.0","759.0","633.0","126.0","1136.0","1119.0","17.0","131.0","78.0","53.0"
"PA-510","Lancaster City & County CoC","602.0","579.0","23.0","302.0","279.0","23.0","300.0","300.0","0.0","69.0","63.0","6.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","474.0","438.0","36.0","169.0","133.0","36.0","305.0","305.0","0.0","23.0","18.0","5.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1265.0","1146.0","119.0","722.0","603.0","119.0","543.0","543.0","0.0","235.0","157.0","78.0"
"PA-601","Western Pennsylvania CoC","910.0","890.0","20.0","443.0","423.0","20.0","467.0","467.0","0.0","93.0","81.0","12.0"
"PA-603","Beaver County CoC","134.0","122.0","12.0","70.0","61.0","9.0","64.0","61.0","3.0","10.0","3.0","7.0"
"PA-605","Erie City & County CoC","296.0","279.0","17.0","215.0","204.0","11.0","81.0","75.0","6.0","47.0","45.0","2.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","1775.0","868.0","907.0","1597.0","798.0","799.0","178.0","70.0","108.0","1045.0","511.0","534.0"
"PR-503","South/Southeast Puerto Rico CoC","2374.0","536.0","1838.0","2124.0","326.0","1798.0","250.0","210.0","40.0","1173.0","173.0","1000.0"
"RI-500","Rhode Island Statewide CoC","1282.0","1206.0","76.0","704.0","632.0","72.0","578.0","574.0","4.0","86.0","60.0","26.0"
"SC-500","Charleston/Low Country CoC","416.0","347.0","69.0","337.0","268.0","69.0","79.0","79.0","0.0","55.0","55.0","0.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","1164.0","1008.0","156.0","753.0","600.0","153.0","411.0","408.0","3.0","210.0","140.0","70.0"
"SC-502","Columbia/Midlands CoC","1368.0","929.0","439.0","993.0","612.0","381.0","375.0","317.0","58.0","180.0","102.0","78.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1525.0","752.0","773.0","1111.0","465.0","646.0","414.0","287.0","127.0","229.0","95.0","134.0"
"SD-500","South Dakota Statewide CoC","731.0","667.0","64.0","445.0","381.0","64.0","286.0","286.0","0.0","109.0","45.0","64.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","622.0","323.0","299.0","573.0","274.0","299.0","49.0","49.0","0.0","91.0","33.0","58.0"
"TN-501","Memphis/Shelby County CoC","1657.0","1494.0","163.0","1032.0","869.0","163.0","625.0","625.0","0.0","168.0","43.0","125.0"
"TN-502","Knoxville/Knox County CoC","910.0","772.0","138.0","792.0","662.0","130.0","118.0","110.0","8.0","237.0","180.0","57.0"
"TN-503","Central Tennessee CoC","177.0","159.0","18.0","136.0","118.0","18.0","41.0","41.0","0.0","37.0","29.0","8.0"
"TN-504","Nashville/Davidson County CoC","2324.0","1985.0","339.0","2098.0","1759.0","339.0","226.0","226.0","0.0","1236.0","897.0","339.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","635.0","179.0","456.0","383.0","104.0","279.0","252.0","75.0","177.0","64.0","19.0","45.0"
"TN-507","Jackson/West Tennessee CoC","2050.0","675.0","1375.0","1135.0","227.0","908.0","915.0","448.0","467.0","209.0","24.0","185.0"
"TN-509","Appalachian Regional CoC","840.0","641.0","199.0","743.0","558.0","185.0","97.0","83.0","14.0","68.0","37.0","31.0"
"TN-510","Murfreesboro/Rutherford County CoC","219.0","115.0","104.0","152.0","62.0","90.0","67.0","53.0","14.0","70.0","10.0","60.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","842.0","656.0","186.0","579.0","427.0","152.0","263.0","229.0","34.0","315.0","224.0","91.0"
"TX-500","San Antonio/Bexar County CoC","3291.0","1674.0","1617.0","2413.0","834.0","1579.0","878.0","840.0","38.0","602.0","191.0","411.0"
"TX-503","Austin/Travis County CoC","2087.0","1254.0","833.0","1486.0","653.0","833.0","601.0","601.0","0.0","982.0","461.0","521.0"
"TX-600","Dallas City & County/Irving CoC","3710.0","3509.0","201.0","2403.0","2202.0","201.0","1307.0","1307.0","0.0","514.0","396.0","118.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","2181.0","1986.0","195.0","1299.0","1104.0","195.0","882.0","882.0","0.0","209.0","147.0","62.0"
"TX-603","El Paso City & County CoC","1260.0","964.0","296.0","768.0","478.0","290.0","492.0","486.0","6.0","205.0","69.0","136.0"
"TX-604","Waco/McLennan County CoC","312.0","226.0","86.0","231.0","151.0","80.0","81.0","75.0","6.0","48.0","29.0","19.0"
"TX-607","Texas Balance of State (BoS) CoC","14827.0","4366.0","10461.0","10142.0","2471.0","7671.0","4685.0","1895.0","2790.0","2039.0","523.0","1516.0"
"TX-611","Amarillo CoC","578.0","547.0","31.0","410.0","379.0","31.0","168.0","168.0","0.0","84.0","78.0","6.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","242.0","235.0","7.0","215.0","208.0","7.0","27.0","27.0","0.0","190.0","183.0","7.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","6368.0","4249.0","2119.0","4488.0","2623.0","1865.0","1880.0","1626.0","254.0","1581.0","455.0","1126.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","265.0","181.0","84.0","223.0","146.0","77.0","42.0","35.0","7.0","58.0","45.0","13.0"
"UT-500","Salt Lake City & County CoC","1968.0","1739.0","229.0","1191.0","965.0","226.0","777.0","774.0","3.0","200.0","91.0","109.0"
"UT-503","Utah Balance of State CoC","952.0","820.0","132.0","465.0","353.0","112.0","487.0","467.0","20.0","104.0","22.0","82.0"
"UT-504","Provo/Mountainland CoC","364.0","163.0","201.0","270.0","75.0","195.0","94.0","88.0","6.0","102.0","12.0","90.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","1012.0","962.0","50.0","800.0","750.0","50.0","212.0","212.0","0.0","92.0","75.0","17.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","625.0","541.0","84.0","428.0","352.0","76.0","197.0","189.0","8.0","103.0","72.0","31.0"
"VA-502","Roanoke City & County/Salem CoC","518.0","500.0","18.0","395.0","377.0","18.0","123.0","123.0","0.0","118.0","108.0","10.0"
"VA-503","Virginia Beach CoC","517.0","435.0","82.0","251.0","169.0","82.0","266.0","266.0","0.0","75.0","39.0","36.0"
"VA-504","Charlottesville CoC","228.0","201.0","27.0","168.0","149.0","19.0","60.0","52.0","8.0","117.0","105.0","12.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","607.0","573.0","34.0","448.0","414.0","34.0","159.0","159.0","0.0","104.0","93.0","11.0"
"VA-507","Portsmouth CoC","210.0","178.0","32.0","147.0","115.0","32.0","63.0","63.0","0.0","40.0","36.0","4.0"
"VA-508","Lynchburg CoC","255.0","211.0","44.0","133.0","89.0","44.0","122.0","122.0","0.0","53.0","30.0","23.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","448.0","359.0","89.0","231.0","180.0","51.0","217.0","179.0","38.0","76.0","58.0","18.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","288.0","160.0","128.0","224.0","101.0","123.0","64.0","59.0","5.0","83.0","37.0","46.0"
"VA-521","Virginia Balance of State (BoS) CoC","1261.0","801.0","460.0","632.0","305.0","327.0","629.0","496.0","133.0","117.0","50.0","67.0"
"VA-600","Arlington County CoC","535.0","312.0","223.0","351.0","128.0","223.0","184.0","184.0","0.0","119.0","40.0","79.0"
"VA-601","Fairfax County CoC","1552.0","1412.0","140.0","660.0","520.0","140.0","892.0","892.0","0.0","248.0","145.0","103.0"
"VA-602","Loudoun County CoC","157.0","121.0","36.0","71.0","44.0","27.0","86.0","77.0","9.0","21.0","12.0","9.0"
