"CoC Number","CoC Name","Total Homeless, 2016","Sheltered Homeless, 2016","Unsheltered Homeless, 2016","Homeless Individuals, 2016","Sheltered Homeless Individuals, 2016","Unsheltered Homeless Individuals, 2016","Homeless People in Families, 2016","Sheltered Homeless People in Families, 2016","Unsheltered Homeless People in Families, 2016","Chronically Homeless, 2016","Sheltered Chronically Homeless, 2016","Unsheltered Chronically Homeless, 2016","Chronically Homeless Individuals, 2016","Sheltered Chronically Homeless Individuals, 2016","Unsheltered Chronically Homeless Individuals, 2016","Chronically Homeless People in Families, 2016","Sheltered Chronically Homeless People in Families, 2016","Unsheltered Chronically Homeless People in Families, 2016","Homeless Veterans, 2016","Sheltered Homeless Veterans, 2016","Unsheltered Homeless Veterans, 2016","Homeless Unaccompanied Youth (Under 25), 2016","Sheltered Homeless Unaccompanied Youth (Under 25), 2016","Unsheltered Homeless Unaccompanied Youth (Under 25), 2016","Homeless Unaccompanied Children (Under 18), 2016","Sheltered Homeless Unaccompanied Children (Under 18), 2016","Unsheltered Homeless Unaccompanied Children (Under 18), 2016","Homeless Unaccompanied Young Adults (Age 18-24), 2016","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Parenting Youth (Under 25), 2016","Sheltered Parenting Youth (Under 25), 2016","Unsheltered Parenting Youth (Under 25), 2016","Parenting Youth Under 18, 2016","Sheltered Parenting Youth Under 18, 2016","Unsheltered Parenting Youth Under 18, 2016","Parenting Youth Age 18-24, 2016","Sheltered Parenting Youth Age 18-24, 2016","Unsheltered Parenting Youth Age 18-24, 2016","Children of Parenting Youth, 2016","Sheltered Children of Parenting Youth, 2016","Unsheltered Children of Parenting Youth, 2016"
"IL-517","Aurora/Elgin/Kane County CoC","355.0","341.0","14.0","269.0","255.0","14.0","86.0","86.0","0.0","76.0","67.0","9.0","74.0","65.0","9.0","2.0","2.0","0.0","17.0","16.0","1.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","4.0","4.0","0.0"
"IL-518","Rock Island/Moline/Northwestern Illinois CoC","340.0","301.0","39.0","208.0","178.0","30.0","132.0","123.0","9.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","32.0","26.0","6.0","6.0","6.0","0.0","26.0","20.0","6.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","9.0","9.0","0.0"
"IL-519","West Central Illinois CoC","102.0","102.0","0.0","72.0","72.0","0.0","30.0","30.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","3.0","3.0","0.0"
"IL-520","Southern Illinois CoC","351.0","332.0","19.0","175.0","159.0","16.0","176.0","173.0","3.0","24.0","20.0","4.0","24.0","20.0","4.0","0.0","0.0","0.0","21.0","20.0","1.0","43.0","40.0","3.0","4.0","4.0","0.0","39.0","36.0","3.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","11.0","11.0","0.0"
"IN-502","Indiana Balance of State CoC","4179.0","3618.0","561.0","2662.0","2126.0","536.0","1517.0","1492.0","25.0","427.0","264.0","163.0","406.0","243.0","163.0","21.0","21.0","0.0","337.0","297.0","40.0","275.0","218.0","57.0","33.0","32.0","1.0","242.0","186.0","56.0","61.0","60.0","1.0","0.0","0.0","0.0","61.0","60.0","1.0","89.0","86.0","3.0"
"IN-503","Indianapolis CoC","1619.0","1489.0","130.0","1162.0","1032.0","130.0","457.0","457.0","0.0","162.0","110.0","52.0","128.0","76.0","52.0","34.0","34.0","0.0","326.0","317.0","9.0","90.0","76.0","14.0","4.0","4.0","0.0","86.0","72.0","14.0","27.0","27.0","0.0","0.0","0.0","0.0","27.0","27.0","0.0","58.0","58.0","0.0"
"KS-502","Wichita/Sedgwick County CoC","571.0","492.0","79.0","378.0","303.0","75.0","193.0","189.0","4.0","39.0","15.0","24.0","29.0","9.0","20.0","10.0","6.0","4.0","46.0","31.0","15.0","37.0","26.0","11.0","2.0","2.0","0.0","35.0","24.0","11.0","11.0","10.0","1.0","0.0","0.0","0.0","11.0","10.0","1.0","13.0","12.0","1.0"
"KS-503","Topeka/Shawnee County CoC","381.0","334.0","47.0","272.0","225.0","47.0","109.0","109.0","0.0","194.0","181.0","13.0","94.0","81.0","13.0","100.0","100.0","0.0","40.0","31.0","9.0","13.0","12.0","1.0","0.0","0.0","0.0","13.0","12.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0"
"KS-505","Overland Park/Shawnee/Johnson County CoC","153.0","143.0","10.0","29.0","19.0","10.0","124.0","124.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","9.0","2.0","7.0","1.0","0.0","1.0","8.0","2.0","6.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","7.0","7.0","0.0"
"KS-507","Kansas Balance of State CoC","903.0","807.0","96.0","396.0","306.0","90.0","507.0","501.0","6.0","85.0","45.0","40.0","66.0","26.0","40.0","19.0","19.0","0.0","41.0","40.0","1.0","27.0","27.0","0.0","9.0","9.0","0.0","18.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KY-500","Kentucky Balance of State CoC","2057.0","1484.0","573.0","1240.0","822.0","418.0","817.0","662.0","155.0","93.0","31.0","62.0","79.0","29.0","50.0","14.0","2.0","12.0","164.0","130.0","34.0","119.0","80.0","39.0","8.0","8.0","0.0","111.0","72.0","39.0","42.0","39.0","3.0","0.0","0.0","0.0","42.0","39.0","3.0","59.0","55.0","4.0"
"KY-501","Louisville/Jefferson County CoC","1116.0","1004.0","112.0","811.0","701.0","110.0","305.0","303.0","2.0","186.0","111.0","75.0","176.0","101.0","75.0","10.0","10.0","0.0","191.0","167.0","24.0","40.0","37.0","3.0","5.0","5.0","0.0","35.0","32.0","3.0","20.0","19.0","1.0","0.0","0.0","0.0","20.0","19.0","1.0","32.0","31.0","1.0"
"KY-502","Lexington/Fayette County CoC","1064.0","1043.0","21.0","898.0","877.0","21.0","166.0","166.0","0.0","103.0","93.0","10.0","98.0","88.0","10.0","5.0","5.0","0.0","157.0","155.0","2.0","61.0","55.0","6.0","8.0","8.0","0.0","53.0","47.0","6.0","11.0","11.0","0.0","0.0","0.0","0.0","11.0","11.0","0.0","18.0","18.0","0.0"
"LA-500","Lafayette/Acadiana CoC","463.0","350.0","113.0","299.0","186.0","113.0","164.0","164.0","0.0","62.0","13.0","49.0","62.0","13.0","49.0","0.0","0.0","0.0","38.0","27.0","11.0","14.0","9.0","5.0","0.0","0.0","0.0","14.0","9.0","5.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","20.0","20.0","0.0"
"LA-502","Shreveport/Bossier/Northwest CoC","478.0","413.0","65.0","368.0","303.0","65.0","110.0","110.0","0.0","17.0","7.0","10.0","17.0","7.0","10.0","0.0","0.0","0.0","105.0","105.0","0.0","18.0","18.0","0.0","2.0","2.0","0.0","16.0","16.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","16.0","16.0","0.0"
"LA-503","New Orleans/Jefferson Parish CoC","1626.0","909.0","717.0","1438.0","731.0","707.0","188.0","178.0","10.0","403.0","118.0","285.0","403.0","118.0","285.0","0.0","0.0","0.0","92.0","85.0","7.0","218.0","108.0","110.0","9.0","9.0","0.0","209.0","99.0","110.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","18.0","18.0","0.0"
"LA-505","Monroe/Northeast Louisiana CoC","188.0","175.0","13.0","87.0","74.0","13.0","101.0","101.0","0.0","8.0","5.0","3.0","8.0","5.0","3.0","0.0","0.0","0.0","6.0","5.0","1.0","26.0","25.0","1.0","5.0","5.0","0.0","21.0","20.0","1.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","9.0","9.0","0.0"
"LA-506","Slidell/Southeast Louisiana CoC","275.0","215.0","60.0","208.0","156.0","52.0","67.0","59.0","8.0","24.0","9.0","15.0","24.0","9.0","15.0","0.0","0.0","0.0","39.0","33.0","6.0","12.0","9.0","3.0","0.0","0.0","0.0","12.0","9.0","3.0","3.0","2.0","1.0","0.0","0.0","0.0","3.0","2.0","1.0","6.0","5.0","1.0"
"LA-507","Alexandria/Central Louisiana CoC","167.0","113.0","54.0","129.0","75.0","54.0","38.0","38.0","0.0","7.0","2.0","5.0","7.0","2.0","5.0","0.0","0.0","0.0","33.0","27.0","6.0","2.0","1.0","1.0","0.0","0.0","0.0","2.0","1.0","1.0","3.0","3.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0"
"LA-508","Houma-Terrebonne/Thibodaux CoC","146.0","143.0","3.0","48.0","45.0","3.0","98.0","98.0","0.0","3.0","1.0","2.0","3.0","1.0","2.0","0.0","0.0","0.0","18.0","18.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","8.0","8.0","0.0"
"LA-509","Louisiana Balance of State (BoS)","651.0","535.0","116.0","599.0","499.0","100.0","52.0","36.0","16.0","46.0","12.0","34.0","46.0","12.0","34.0","0.0","0.0","0.0","69.0","63.0","6.0","116.0","104.0","12.0","47.0","41.0","6.0","69.0","63.0","6.0","4.0","2.0","2.0","0.0","0.0","0.0","4.0","2.0","2.0","4.0","2.0","2.0"
"MA-500","Boston CoC","6240.0","6073.0","167.0","2485.0","2318.0","167.0","3755.0","3755.0","0.0","919.0","900.0","19.0","605.0","586.0","19.0","314.0","314.0","0.0","222.0","217.0","5.0","73.0","62.0","11.0","4.0","4.0","0.0","69.0","58.0","11.0","37.0","37.0","0.0","0.0","0.0","0.0","37.0","37.0","0.0","37.0","37.0","0.0"
"MA-502","Lynn CoC","541.0","537.0","4.0","113.0","109.0","4.0","428.0","428.0","0.0","6.0","6.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","6.0","6.0","0.0","7.0","7.0","0.0"
"MA-503","Cape Cod/Islands CoC","394.0","327.0","67.0","214.0","149.0","65.0","180.0","178.0","2.0","56.0","16.0","40.0","56.0","16.0","40.0","0.0","0.0","0.0","23.0","17.0","6.0","12.0","4.0","8.0","5.0","0.0","5.0","7.0","4.0","3.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","18.0","18.0","0.0"
"MA-504","Springfield CoC","2385.0","2350.0","35.0","379.0","344.0","35.0","2006.0","2006.0","0.0","170.0","154.0","16.0","60.0","44.0","16.0","110.0","110.0","0.0","25.0","25.0","0.0","44.0","42.0","2.0","1.0","0.0","1.0","43.0","42.0","1.0","111.0","111.0","0.0","0.0","0.0","0.0","111.0","111.0","0.0","145.0","145.0","0.0"
"MA-505","New Bedford CoC","469.0","414.0","55.0","300.0","245.0","55.0","169.0","169.0","0.0","56.0","36.0","20.0","33.0","13.0","20.0","23.0","23.0","0.0","61.0","56.0","5.0","32.0","26.0","6.0","4.0","4.0","0.0","28.0","22.0","6.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"MA-506","Worcester City & County CoC","1572.0","1506.0","66.0","528.0","462.0","66.0","1044.0","1044.0","0.0","65.0","51.0","14.0","41.0","27.0","14.0","24.0","24.0","0.0","160.0","159.0","1.0","26.0","23.0","3.0","0.0","0.0","0.0","26.0","23.0","3.0","70.0","70.0","0.0","0.0","0.0","0.0","70.0","70.0","0.0","102.0","102.0","0.0"
"MA-507","Pittsfield/Berkshire County CoC","653.0","625.0","28.0","455.0","427.0","28.0","198.0","198.0","0.0","80.0","68.0","12.0","48.0","36.0","12.0","32.0","32.0","0.0","266.0","265.0","1.0","18.0","17.0","1.0","0.0","0.0","0.0","18.0","17.0","1.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","16.0","16.0","0.0"
"MA-508","Lowell CoC","594.0","575.0","19.0","210.0","191.0","19.0","384.0","384.0","0.0","63.0","63.0","0.0","61.0","61.0","0.0","2.0","2.0","0.0","36.0","36.0","0.0","23.0","22.0","1.0","0.0","0.0","0.0","23.0","22.0","1.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","11.0","11.0","0.0"
"MA-509","Cambridge CoC","517.0","448.0","69.0","399.0","330.0","69.0","118.0","118.0","0.0","129.0","60.0","69.0","123.0","54.0","69.0","6.0","6.0","0.0","7.0","7.0","0.0","34.0","31.0","3.0","0.0","0.0","0.0","34.0","31.0","3.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","10.0","10.0","0.0"
"MA-510","Gloucester/Haverhill/Salem/Essex County CoC","1206.0","1145.0","61.0","240.0","181.0","59.0","966.0","964.0","2.0","99.0","82.0","17.0","39.0","24.0","15.0","60.0","58.0","2.0","31.0","28.0","3.0","15.0","12.0","3.0","0.0","0.0","0.0","15.0","12.0","3.0","34.0","34.0","0.0","0.0","0.0","0.0","34.0","34.0","0.0","68.0","68.0","0.0"
"MA-511","Quincy/Brockton/Weymouth/Plymouth City and County CoC","1692.0","1654.0","38.0","399.0","361.0","38.0","1293.0","1293.0","0.0","270.0","254.0","16.0","93.0","77.0","16.0","177.0","177.0","0.0","60.0","59.0","1.0","24.0","21.0","3.0","0.0","0.0","0.0","24.0","21.0","3.0","92.0","92.0","0.0","3.0","3.0","0.0","89.0","89.0","0.0","93.0","93.0","0.0"
"MA-515","Fall River CoC","386.0","379.0","7.0","127.0","120.0","7.0","259.0","259.0","0.0","60.0","59.0","1.0","27.0","26.0","1.0","33.0","33.0","0.0","5.0","1.0","4.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","7.0","7.0","0.0","2.0","2.0","0.0","5.0","5.0","0.0","13.0","13.0","0.0"
"MA-516","Massachusetts Balance of State","2551.0","2440.0","111.0","429.0","330.0","99.0","2122.0","2110.0","12.0","300.0","291.0","9.0","47.0","38.0","9.0","253.0","253.0","0.0","17.0","14.0","3.0","42.0","34.0","8.0","1.0","1.0","0.0","41.0","33.0","8.0","123.0","123.0","0.0","0.0","0.0","0.0","123.0","123.0","0.0","146.0","146.0","0.0"
"MA-517","Somerville CoC","165.0","159.0","6.0","100.0","94.0","6.0","65.0","65.0","0.0","22.0","16.0","6.0","20.0","14.0","6.0","2.0","2.0","0.0","28.0","28.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","17.0","17.0","0.0","1.0","1.0","0.0","16.0","16.0","0.0","20.0","20.0","0.0"
"MA-519","Attleboro/Taunton/Bristol County CoC","243.0","216.0","27.0","56.0","29.0","27.0","187.0","187.0","0.0","30.0","18.0","12.0","13.0","1.0","12.0","17.0","17.0","0.0","6.0","1.0","5.0","6.0","1.0","5.0","0.0","0.0","0.0","6.0","1.0","5.0","10.0","10.0","0.0","0.0","0.0","0.0","10.0","10.0","0.0","10.0","10.0","0.0"
"MD-500","Cumberland/Allegany County CoC","124.0","84.0","40.0","76.0","39.0","37.0","48.0","45.0","3.0","12.0","4.0","8.0","12.0","4.0","8.0","0.0","0.0","0.0","1.0","1.0","0.0","4.0","1.0","3.0","0.0","0.0","0.0","4.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-501","Baltimore City CoC","2725.0","2388.0","337.0","2027.0","1690.0","337.0","698.0","698.0","0.0","605.0","437.0","168.0","585.0","417.0","168.0","20.0","20.0","0.0","269.0","234.0","35.0","82.0","56.0","26.0","6.0","3.0","3.0","76.0","53.0","23.0","57.0","57.0","0.0","0.0","0.0","0.0","57.0","57.0","0.0","87.0","87.0","0.0"
"MD-502","Harford County CoC","179.0","169.0","10.0","95.0","85.0","10.0","84.0","84.0","0.0","14.0","11.0","3.0","14.0","11.0","3.0","0.0","0.0","0.0","9.0","9.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","8.0","8.0","0.0"
"MD-503","Annapolis/Anne Arundel County CoC","390.0","338.0","52.0","225.0","178.0","47.0","165.0","160.0","5.0","70.0","43.0","27.0","65.0","43.0","22.0","5.0","0.0","5.0","28.0","23.0","5.0","9.0","7.0","2.0","0.0","0.0","0.0","9.0","7.0","2.0","13.0","13.0","0.0","0.0","0.0","0.0","13.0","13.0","0.0","12.0","12.0","0.0"
"MD-504","Howard County CoC","214.0","205.0","9.0","112.0","105.0","7.0","102.0","100.0","2.0","47.0","41.0","6.0","28.0","24.0","4.0","19.0","17.0","2.0","7.0","6.0","1.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-505","Baltimore County CoC","763.0","448.0","315.0","383.0","214.0","169.0","380.0","234.0","146.0","108.0","30.0","78.0","87.0","18.0","69.0","21.0","12.0","9.0","41.0","17.0","24.0","25.0","14.0","11.0","0.0","0.0","0.0","25.0","14.0","11.0","13.0","10.0","3.0","0.0","0.0","0.0","13.0","10.0","3.0","17.0","14.0","3.0"
"MD-506","Carroll County CoC","136.0","136.0","0.0","70.0","70.0","0.0","66.0","66.0","0.0","10.0","10.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MD-507","Cecil County CoC","167.0","116.0","51.0","99.0","54.0","45.0","68.0","62.0","6.0","30.0","4.0","26.0","22.0","2.0","20.0","8.0","2.0","6.0","44.0","37.0","7.0","7.0","0.0","7.0","0.0","0.0","0.0","7.0","0.0","7.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MD-508","Charles, Calvert, St.Mary's Counties CoC","464.0","213.0","251.0","290.0","148.0","142.0","174.0","65.0","109.0","81.0","44.0","37.0","73.0","39.0","34.0","8.0","5.0","3.0","26.0","9.0","17.0","34.0","12.0","22.0","6.0","0.0","6.0","28.0","12.0","16.0","6.0","2.0","4.0","0.0","0.0","0.0","6.0","2.0","4.0","12.0","6.0","6.0"
"MD-509","Frederick City & County CoC","349.0","220.0","129.0","249.0","120.0","129.0","100.0","100.0","0.0","133.0","56.0","77.0","133.0","56.0","77.0","0.0","0.0","0.0","12.0","8.0","4.0","16.0","6.0","10.0","0.0","0.0","0.0","16.0","6.0","10.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","6.0","6.0","0.0"
"MD-510","Garrett County CoC","20.0","20.0","0.0","10.0","10.0","0.0","10.0","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","2.0","2.0","0.0"
"MD-511","Mid-Shore Regional CoC","138.0","112.0","26.0","88.0","68.0","20.0","50.0","44.0","6.0","23.0","18.0","5.0","23.0","18.0","5.0","0.0","0.0","0.0","7.0","4.0","3.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-512","Hagerstown/Washington County CoC","233.0","160.0","73.0","187.0","127.0","60.0","46.0","33.0","13.0","27.0","15.0","12.0","27.0","15.0","12.0","0.0","0.0","0.0","46.0","37.0","9.0","12.0","8.0","4.0","0.0","0.0","0.0","12.0","8.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MD-513","Wicomico/Somerset/Worcester County CoC","262.0","225.0","37.0","213.0","178.0","35.0","49.0","47.0","2.0","33.0","17.0","16.0","33.0","17.0","16.0","0.0","0.0","0.0","19.0","17.0","2.0","15.0","13.0","2.0","0.0","0.0","0.0","15.0","13.0","2.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","4.0","4.0","0.0"
"MD-600","Prince George`s County/Maryland CoC","544.0","442.0","102.0","236.0","138.0","98.0","308.0","304.0","4.0","20.0","7.0","13.0","20.0","7.0","13.0","0.0","0.0","0.0","26.0","19.0","7.0","25.0","18.0","7.0","3.0","2.0","1.0","22.0","16.0","6.0","25.0","25.0","0.0","0.0","0.0","0.0","25.0","25.0","0.0","41.0","41.0","0.0"
"MD-601","Montgomery County CoC","981.0","885.0","96.0","623.0","527.0","96.0","358.0","358.0","0.0","151.0","107.0","44.0","145.0","101.0","44.0","6.0","6.0","0.0","17.0","12.0","5.0","24.0","24.0","0.0","0.0","0.0","0.0","24.0","24.0","0.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","32.0","32.0","0.0"
"ME-500","Maine Balance of State CoC","2241.0","2121.0","120.0","1321.0","1215.0","106.0","920.0","906.0","14.0","217.0","174.0","43.0","199.0","156.0","43.0","18.0","18.0","0.0","146.0","125.0","21.0","177.0","161.0","16.0","31.0","29.0","2.0","146.0","132.0","14.0","34.0","32.0","2.0","3.0","3.0","0.0","31.0","29.0","2.0","38.0","37.0","1.0"
"MI-500","Michigan Balance of State CoC","1466.0","1244.0","222.0","815.0","626.0","189.0","651.0","618.0","33.0","43.0","24.0","19.0","43.0","24.0","19.0","0.0","0.0","0.0","66.0","48.0","18.0","162.0","124.0","38.0","25.0","21.0","4.0","137.0","103.0","34.0","30.0","29.0","1.0","0.0","0.0","0.0","30.0","29.0","1.0","33.0","31.0","2.0"
"MI-501","Detroit CoC","2335.0","2142.0","193.0","1694.0","1508.0","186.0","641.0","634.0","7.0","329.0","226.0","103.0","307.0","204.0","103.0","22.0","22.0","0.0","354.0","336.0","18.0","151.0","146.0","5.0","4.0","4.0","0.0","147.0","142.0","5.0","67.0","66.0","1.0","2.0","2.0","0.0","65.0","64.0","1.0","99.0","97.0","2.0"
"MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","277.0","266.0","11.0","132.0","121.0","11.0","145.0","145.0","0.0","9.0","8.0","1.0","9.0","8.0","1.0","0.0","0.0","0.0","17.0","16.0","1.0","14.0","12.0","2.0","4.0","4.0","0.0","10.0","8.0","2.0","4.0","4.0","0.0","0.0","0.0","0.0","4.0","4.0","0.0","5.0","5.0","0.0"
"MI-503","St. Clair Shores/Warren/Macomb County CoC","403.0","354.0","49.0","317.0","268.0","49.0","86.0","86.0","0.0","14.0","10.0","4.0","14.0","10.0","4.0","0.0","0.0","0.0","55.0","55.0","0.0","31.0","25.0","6.0","3.0","3.0","0.0","28.0","22.0","6.0","12.0","12.0","0.0","0.0","0.0","0.0","12.0","12.0","0.0","20.0","20.0","0.0"
"MI-504","Pontiac/Royal Oak/Oakland County CoC","438.0","362.0","76.0","272.0","196.0","76.0","166.0","166.0","0.0","37.0","34.0","3.0","37.0","34.0","3.0","0.0","0.0","0.0","8.0","6.0","2.0","39.0","31.0","8.0","4.0","4.0","0.0","35.0","27.0","8.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","22.0","22.0","0.0"
"MI-505","Flint/Genesee County CoC","377.0","290.0","87.0","224.0","149.0","75.0","153.0","141.0","12.0","24.0","16.0","8.0","24.0","16.0","8.0","0.0","0.0","0.0","20.0","16.0","4.0","32.0","26.0","6.0","3.0","3.0","0.0","29.0","23.0","6.0","15.0","15.0","0.0","0.0","0.0","0.0","15.0","15.0","0.0","29.0","29.0","0.0"
"MI-506","Grand Rapids/Wyoming/Kent County CoC","800.0","759.0","41.0","527.0","486.0","41.0","273.0","273.0","0.0","63.0","59.0","4.0","59.0","55.0","4.0","4.0","4.0","0.0","76.0","71.0","5.0","44.0","36.0","8.0","11.0","11.0","0.0","33.0","25.0","8.0","16.0","16.0","0.0","0.0","0.0","0.0","16.0","16.0","0.0","29.0","29.0","0.0"
"MI-507","Portage/Kalamazoo City & County CoC","374.0","366.0","8.0","162.0","154.0","8.0","212.0","212.0","0.0","18.0","18.0","0.0","16.0","16.0","0.0","2.0","2.0","0.0","14.0","14.0","0.0","29.0","27.0","2.0","8.0","8.0","0.0","21.0","19.0","2.0","20.0","20.0","0.0","2.0","2.0","0.0","18.0","18.0","0.0","30.0","30.0","0.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","471.0","355.0","116.0","303.0","238.0","65.0","168.0","117.0","51.0","44.0","34.0","10.0","42.0","32.0","10.0","2.0","2.0","0.0","54.0","43.0","11.0","29.0","21.0","8.0","6.0","6.0","0.0","23.0","15.0","8.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","11.0","11.0","0.0"
"MI-509","Ann Arbor/Washtenaw County CoC","342.0","301.0","41.0","263.0","222.0","41.0","79.0","79.0","0.0","63.0","47.0","16.0","55.0","39.0","16.0","8.0","8.0","0.0","41.0","41.0","0.0","21.0","19.0","2.0","1.0","1.0","0.0","20.0","18.0","2.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","3.0","3.0","0.0"
"MI-510","Saginaw City & County CoC","343.0","326.0","17.0","190.0","180.0","10.0","153.0","146.0","7.0","22.0","19.0","3.0","19.0","16.0","3.0","3.0","3.0","0.0","19.0","18.0","1.0","29.0","27.0","2.0","5.0","5.0","0.0","24.0","22.0","2.0","11.0","10.0","1.0","1.0","1.0","0.0","10.0","9.0","1.0","20.0","19.0","1.0"
"MI-511","Lenawee County CoC","137.0","119.0","18.0","51.0","47.0","4.0","86.0","72.0","14.0","16.0","13.0","3.0","9.0","9.0","0.0","7.0","4.0","3.0","2.0","2.0","0.0","9.0","8.0","1.0","3.0","3.0","0.0","6.0","5.0","1.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","243.0","233.0","10.0","204.0","194.0","10.0","39.0","39.0","0.0","38.0","36.0","2.0","38.0","36.0","2.0","0.0","0.0","0.0","14.0","14.0","0.0","29.0","29.0","0.0","15.0","15.0","0.0","14.0","14.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0"
"MI-513","Marquette, Alger Counties CoC","70.0","68.0","2.0","26.0","24.0","2.0","44.0","44.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","2.0","2.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","7.0","7.0","0.0","9.0","9.0","0.0","0.0","0.0","0.0","9.0","9.0","0.0","14.0","14.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","246.0","209.0","37.0","171.0","134.0","37.0","75.0","75.0","0.0","25.0","17.0","8.0","25.0","17.0","8.0","0.0","0.0","0.0","33.0","29.0","4.0","24.0","14.0","10.0","0.0","0.0","0.0","24.0","14.0","10.0","3.0","3.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0"
