"State","Number of CoCs","Total Homeless, 2016","Sheltered Homeless, 2016","Unsheltered Homeless, 2016","Homeless Individuals, 2016","Sheltered Homeless Individuals, 2016","Unsheltered Homeless Individuals, 2016","Homeless People in Families, 2016","Sheltered Homeless People in Families, 2016","Unsheltered Homeless People in Families, 2016","Chronically Homeless, 2016","Sheltered Chronically Homeless, 2016","Unsheltered Chronically Homeless, 2016","Chronically Homeless Individuals, 2016","Sheltered Chronically Homeless Individuals, 2016","Unsheltered Chronically Homeless Individuals, 2016","Chronically Homeless People in Families, 2016","Sheltered Chronically Homeless People in Families, 2016","Unsheltered Chronically Homeless People in Families, 2016","Homeless Veterans, 2016","Sheltered Homeless Veterans, 2016","Unsheltered Homeless Veterans, 2016","Homeless Unaccompanied Youth (Under 25), 2016","Sheltered Homeless Unaccompanied Youth (Under 25), 2016","Unsheltered Homeless Unaccompanied Youth (Under 25), 2016","Homeless Unaccompanied Children (Under 18), 2016","Sheltered Homeless Unaccompanied Children (Under 18), 2016","Unsheltered Homeless Unaccompanied Children (Under 18), 2016","Homeless Unaccompanied Young Adults (Age 18-24), 2016","Sheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24), 2016","Parenting Youth (Under 25), 2016","Sheltered Parenting Youth (Under 25), 2016","Unsheltered Parenting Youth (Under 25), 2016","Parenting Youth Under 18, 2016","Sheltered Parenting Youth Under 18, 2016","Unsheltered Parenting Youth Under 18, 2016","Parenting Youth Age 18-24, 2016","Sheltered Parenting Youth Age 18-24, 2016","Unsheltered Parenting Youth Age 18-24, 2016","Children of Parenting Youth, 2016","Sheltered Children of Parenting Youth, 2016","Unsheltered Children of Parenting Youth, 2016"
"GU","1.0","1085.0","112.0","973.0","227.0","18.0","209.0","858.0","94.0","764.0","55.0","0.0","55.0","15.0","0.0","15.0","40.0","0.0","40.0","21.0","6.0","15.0","7.0","4.0","3.0","1.0","1.0","0.0","6.0","3.0","3.0","10.0","1.0","9.0","0.0","0.0","0.0","10.0","1.0","9.0","11.0","1.0","10.0"
"HI","2.0","7921.0","3613.0","4308.0","4590.0","1282.0","3308.0","3331.0","2331.0","1000.0","1949.0","137.0","1812.0","1659.0","120.0","1539.0","290.0","17.0","273.0","670.0","264.0","406.0","309.0","82.0","227.0","26.0","6.0","20.0","283.0","76.0","207.0","92.0","52.0","40.0","1.0","0.0","1.0","91.0","52.0","39.0","85.0","50.0","35.0"
"IA","3.0","3064.0","2921.0","143.0","1543.0","1400.0","143.0","1521.0","1521.0","0.0","184.0","137.0","47.0","159.0","112.0","47.0","25.0","25.0","0.0","170.0","154.0","16.0","160.0","150.0","10.0","18.0","18.0","0.0","142.0","132.0","10.0","112.0","112.0","0.0","0.0","0.0","0.0","112.0","112.0","0.0","177.0","177.0","0.0"
"ID","2.0","2247.0","1509.0","738.0","1284.0","886.0","398.0","963.0","623.0","340.0","337.0","160.0","177.0","227.0","99.0","128.0","110.0","61.0","49.0","267.0","202.0","65.0","130.0","89.0","41.0","16.0","14.0","2.0","114.0","75.0","39.0","39.0","24.0","15.0","0.0","0.0","0.0","39.0","24.0","15.0","49.0","31.0","18.0"
"IL","20.0","11590.0","9736.0","1854.0","6986.0","5226.0","1760.0","4604.0","4510.0","94.0","1024.0","620.0","404.0","937.0","562.0","375.0","87.0","58.0","29.0","949.0","713.0","236.0","719.0","648.0","71.0","28.0","25.0","3.0","691.0","623.0","68.0","340.0","336.0","4.0","1.0","1.0","0.0","339.0","335.0","4.0","467.0","461.0","6.0"
"IN","3.0","5798.0","5107.0","691.0","3824.0","3158.0","666.0","1974.0","1949.0","25.0","589.0","374.0","215.0","534.0","319.0","215.0","55.0","55.0","0.0","663.0","614.0","49.0","365.0","294.0","71.0","37.0","36.0","1.0","328.0","258.0","70.0","88.0","87.0","1.0","0.0","0.0","0.0","88.0","87.0","1.0","147.0","144.0","3.0"
"KS","5.0","2255.0","1973.0","282.0","1228.0","956.0","272.0","1027.0","1017.0","10.0","362.0","254.0","108.0","233.0","129.0","104.0","129.0","125.0","4.0","169.0","138.0","31.0","106.0","80.0","26.0","19.0","18.0","1.0","87.0","62.0","25.0","17.0","16.0","1.0","0.0","0.0","0.0","17.0","16.0","1.0","23.0","22.0","1.0"
"KY","3.0","4237.0","3531.0","706.0","2949.0","2400.0","549.0","1288.0","1131.0","157.0","382.0","235.0","147.0","353.0","218.0","135.0","29.0","17.0","12.0","512.0","452.0","60.0","220.0","172.0","48.0","21.0","21.0","0.0","199.0","151.0","48.0","73.0","69.0","4.0","0.0","0.0","0.0","73.0","69.0","4.0","109.0","104.0","5.0"
"LA","9.0","3994.0","2853.0","1141.0","3176.0","2069.0","1107.0","818.0","784.0","34.0","570.0","167.0","403.0","570.0","167.0","403.0","0.0","0.0","0.0","400.0","363.0","37.0","408.0","276.0","132.0","63.0","57.0","6.0","345.0","219.0","126.0","47.0","44.0","3.0","1.0","1.0","0.0","46.0","43.0","3.0","85.0","82.0","3.0"
"MA","16.0","19608.0","18848.0","760.0","6434.0","5690.0","744.0","13174.0","13158.0","16.0","2325.0","2074.0","251.0","1272.0","1023.0","249.0","1053.0","1051.0","2.0","949.0","915.0","34.0","374.0","320.0","54.0","15.0","9.0","6.0","359.0","311.0","48.0","554.0","554.0","0.0","6.0","6.0","0.0","548.0","548.0","0.0","699.0","699.0","0.0"
"MD","16.0","7689.0","6161.0","1528.0","4983.0","3751.0","1232.0","2706.0","2410.0","296.0","1364.0","844.0","520.0","1277.0","782.0","495.0","87.0","62.0","25.0","555.0","436.0","119.0","279.0","185.0","94.0","15.0","5.0","10.0","264.0","180.0","84.0","148.0","141.0","7.0","0.0","0.0","0.0","148.0","141.0","7.0","225.0","216.0","9.0"
"ME","2.0","2241.0","2121.0","120.0","1321.0","1215.0","106.0","920.0","906.0","14.0","217.0","174.0","43.0","199.0","156.0","43.0","18.0","18.0","0.0","146.0","125.0","21.0","177.0","161.0","16.0","31.0","29.0","2.0","146.0","132.0","14.0","34.0","32.0","2.0","3.0","3.0","0.0","31.0","29.0","2.0","38.0","37.0","1.0"
"MI","21.0","9316.0","8356.0","960.0","5803.0","4973.0","830.0","3513.0","3383.0","130.0","776.0","579.0","197.0","719.0","525.0","194.0","57.0","54.0","3.0","822.0","758.0","64.0","725.0","624.0","101.0","102.0","98.0","4.0","623.0","526.0","97.0","251.0","248.0","3.0","6.0","6.0","0.0","245.0","242.0","3.0","381.0","376.0","5.0"
"MN","10.0","7341.0","6452.0","889.0","3669.0","2902.0","767.0","3672.0","3550.0","122.0","873.0","718.0","155.0","715.0","570.0","145.0","158.0","148.0","10.0","279.0","248.0","31.0","730.0","613.0","117.0","89.0","75.0","14.0","641.0","538.0","103.0","254.0","251.0","3.0","9.0","9.0","0.0","245.0","242.0","3.0","377.0","374.0","3.0"
"MO","8.0","6194.0","4978.0","1216.0","3810.0","2830.0","980.0","2384.0","2148.0","236.0","1136.0","765.0","371.0","891.0","565.0","326.0","245.0","200.0","45.0","575.0","494.0","81.0","638.0","489.0","149.0","201.0","168.0","33.0","437.0","321.0","116.0","138.0","130.0","8.0","5.0","5.0","0.0","133.0","125.0","8.0","204.0","199.0","5.0"
"MP","0.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"MS","3.0","1738.0","889.0","849.0","1299.0","556.0","743.0","439.0","333.0","106.0","183.0","28.0","155.0","180.0","28.0","152.0","3.0","0.0","3.0","144.0","58.0","86.0","85.0","45.0","40.0","10.0","10.0","0.0","75.0","35.0","40.0","14.0","5.0","9.0","0.0","0.0","0.0","14.0","5.0","9.0","23.0","7.0","16.0"
"MT","1.0","1418.0","788.0","630.0","844.0","443.0","401.0","574.0","345.0","229.0","137.0","26.0","111.0","117.0","21.0","96.0","20.0","5.0","15.0","165.0","92.0","73.0","100.0","52.0","48.0","13.0","4.0","9.0","87.0","48.0","39.0","22.0","16.0","6.0","0.0","0.0","0.0","22.0","16.0","6.0","22.0","18.0","4.0"
"NC","12.0","9559.0","7250.0","2309.0","6396.0","4682.0","1714.0","3163.0","2568.0","595.0","1184.0","638.0","546.0","999.0","527.0","472.0","185.0","111.0","74.0","888.0","730.0","158.0","497.0","385.0","112.0","65.0","55.0","10.0","432.0","330.0","102.0","135.0","120.0","15.0","0.0","0.0","0.0","135.0","120.0","15.0","200.0","185.0","15.0"
"ND","1.0","923.0","707.0","216.0","662.0","509.0","153.0","261.0","198.0","63.0","120.0","41.0","79.0","89.0","41.0","48.0","31.0","0.0","31.0","116.0","63.0","53.0","74.0","61.0","13.0","10.0","10.0","0.0","64.0","51.0","13.0","13.0","9.0","4.0","0.0","0.0","0.0","13.0","9.0","4.0","18.0","10.0","8.0"
"NE","3.0","2754.0","2653.0","101.0","1880.0","1779.0","101.0","874.0","874.0","0.0","233.0","196.0","37.0","200.0","163.0","37.0","33.0","33.0","0.0","219.0","211.0","8.0","238.0","238.0","0.0","40.0","40.0","0.0","198.0","198.0","0.0","34.0","34.0","0.0","0.0","0.0","0.0","34.0","34.0","0.0","44.0","44.0","0.0"
"NH","3.0","1366.0","1223.0","143.0","827.0","695.0","132.0","539.0","528.0","11.0","281.0","216.0","65.0","227.0","164.0","63.0","54.0","52.0","2.0","123.0","119.0","4.0","80.0","72.0","8.0","1.0","0.0","1.0","79.0","72.0","7.0","32.0","31.0","1.0","1.0","1.0","0.0","31.0","30.0","1.0","61.0","59.0","2.0"
"NJ","15.0","8895.0","7461.0","1434.0","5540.0","4187.0","1353.0","3355.0","3274.0","81.0","822.0","399.0","423.0","704.0","291.0","413.0","118.0","108.0","10.0","556.0","485.0","71.0","533.0","470.0","63.0","34.0","34.0","0.0","499.0","436.0","63.0","269.0","266.0","3.0","0.0","0.0","0.0","269.0","266.0","3.0","337.0","333.0","4.0"
"NM","2.0","2263.0","1809.0","454.0","1556.0","1127.0","429.0","707.0","682.0","25.0","649.0","378.0","271.0","603.0","342.0","261.0","46.0","36.0","10.0","214.0","150.0","64.0","188.0","163.0","25.0","69.0","68.0","1.0","119.0","95.0","24.0","14.0","14.0","0.0","0.0","0.0","0.0","14.0","14.0","0.0","23.0","23.0","0.0"
"NV","3.0","7398.0","3471.0","3927.0","6853.0","2937.0","3916.0","545.0","534.0","11.0","347.0","62.0","285.0","330.0","45.0","285.0","17.0","17.0","0.0","851.0","437.0","414.0","1672.0","309.0","1363.0","292.0","28.0","264.0","1380.0","281.0","1099.0","34.0","29.0","5.0","1.0","1.0","0.0","33.0","28.0","5.0","42.0","37.0","5.0"
"NY","26.0","86352.0","82761.0","3591.0","35315.0","31793.0","3522.0","51037.0","50968.0","69.0","5368.0","3299.0","2069.0","4112.0","2063.0","2049.0","1256.0","1236.0","20.0","1248.0","1156.0","92.0","2889.0","2641.0","248.0","188.0","165.0","23.0","2701.0","2476.0","225.0","2724.0","2718.0","6.0","11.0","11.0","0.0","2713.0","2707.0","6.0","3311.0","3304.0","7.0"
"OH","9.0","10404.0","9266.0","1138.0","6946.0","5890.0","1056.0","3458.0","3376.0","82.0","778.0","439.0","339.0","733.0","403.0","330.0","45.0","36.0","9.0","930.0","845.0","85.0","622.0","557.0","65.0","46.0","44.0","2.0","576.0","513.0","63.0","225.0","219.0","6.0","5.0","5.0","0.0","220.0","214.0","6.0","340.0","332.0","8.0"
"OK","8.0","4107.0","3087.0","1020.0","2997.0","2120.0","877.0","1110.0","967.0","143.0","696.0","405.0","291.0","610.0","329.0","281.0","86.0","76.0","10.0","358.0","260.0","98.0","410.0","266.0","144.0","39.0","35.0","4.0","371.0","231.0","140.0","50.0","41.0","9.0","0.0","0.0","0.0","50.0","41.0","9.0","70.0","60.0","10.0"
"OR","7.0","13238.0","5236.0","8002.0","9379.0","3658.0","5721.0","3859.0","1578.0","2281.0","3460.0","554.0","2906.0","3077.0","506.0","2571.0","383.0","48.0","335.0","1341.0","603.0","738.0","1175.0","418.0","757.0","236.0","58.0","178.0","939.0","360.0","579.0","133.0","92.0","41.0","0.0","0.0","0.0","133.0","92.0","41.0","169.0","119.0","50.0"
"PA","16.0","15339.0","13664.0","1675.0","8599.0","7080.0","1519.0","6740.0","6584.0","156.0","1325.0","787.0","538.0","1209.0","673.0","536.0","116.0","114.0","2.0","1136.0","1088.0","48.0","868.0","736.0","132.0","63.0","45.0","18.0","805.0","691.0","114.0","549.0","542.0","7.0","4.0","4.0","0.0","545.0","538.0","7.0","779.0","771.0","8.0"
"PR","2.0","4418.0","1321.0","3097.0","3799.0","899.0","2900.0","619.0","422.0","197.0","1772.0","211.0","1561.0","1623.0","203.0","1420.0","149.0","8.0","141.0","146.0","37.0","109.0","163.0","52.0","111.0","6.0","4.0","2.0","157.0","48.0","109.0","31.0","27.0","4.0","0.0","0.0","0.0","31.0","27.0","4.0","43.0","35.0","8.0"
"RI","1.0","1160.0","1123.0","37.0","859.0","822.0","37.0","301.0","301.0","0.0","144.0","141.0","3.0","136.0","133.0","3.0","8.0","8.0","0.0","89.0","89.0","0.0","64.0","63.0","1.0","0.0","0.0","0.0","64.0","63.0","1.0","21.0","21.0","0.0","0.0","0.0","0.0","21.0","21.0","0.0","31.0","31.0","0.0"
"SC","4.0","5051.0","3361.0","1690.0","3758.0","2340.0","1418.0","1293.0","1021.0","272.0","988.0","448.0","540.0","913.0","395.0","518.0","75.0","53.0","22.0","738.0","452.0","286.0","266.0","151.0","115.0","20.0","14.0","6.0","246.0","137.0","109.0","48.0","44.0","4.0","2.0","2.0","0.0","46.0","42.0","4.0","76.0","72.0","4.0"
"SD","1.0","1072.0","887.0","185.0","548.0","446.0","102.0","524.0","441.0","83.0","44.0","37.0","7.0","34.0","30.0","4.0","10.0","7.0","3.0","120.0","109.0","11.0","77.0","69.0","8.0","9.0","9.0","0.0","68.0","60.0","8.0","19.0","16.0","3.0","1.0","1.0","0.0","18.0","15.0","3.0","25.0","21.0","4.0"
"TN","10.0","8779.0","5773.0","3006.0","6652.0","4202.0","2450.0","2127.0","1571.0","556.0","1782.0","694.0","1088.0","1640.0","613.0","1027.0","142.0","81.0","61.0","831.0","654.0","177.0","416.0","249.0","167.0","26.0","22.0","4.0","390.0","227.0","163.0","107.0","74.0","33.0","0.0","0.0","0.0","107.0","74.0","33.0","147.0","108.0","39.0"
"TX","11.0","23122.0","16214.0","6908.0","15959.0","9315.0","6644.0","7163.0","6899.0","264.0","3689.0","1637.0","2052.0","3534.0","1500.0","2034.0","155.0","137.0","18.0","1768.0","1285.0","483.0","1309.0","764.0","545.0","187.0","123.0","64.0","1122.0","641.0","481.0","309.0","303.0","6.0","5.0","5.0","0.0","304.0","298.0","6.0","465.0","452.0","13.0"
"UT","3.0","2807.0","2571.0","236.0","1828.0","1612.0","216.0","979.0","959.0","20.0","190.0","180.0","10.0","168.0","158.0","10.0","22.0","22.0","0.0","335.0","311.0","24.0","150.0","132.0","18.0","18.0","17.0","1.0","132.0","115.0","17.0","17.0","17.0","0.0","0.0","0.0","0.0","17.0","17.0","0.0","30.0","30.0","0.0"
"VA","16.0","6268.0","5502.0","766.0","3959.0","3245.0","714.0","2309.0","2257.0","52.0","793.0","568.0","225.0","750.0","525.0","225.0","43.0","43.0","0.0","515.0","439.0","76.0","322.0","278.0","44.0","12.0","12.0","0.0","310.0","266.0","44.0","102.0","98.0","4.0","1.0","1.0","0.0","101.0","97.0","4.0","146.0","142.0","4.0"
"VI","1.0","341.0","89.0","252.0","308.0","56.0","252.0","33.0","33.0","0.0","26.0","8.0","18.0","26.0","8.0","18.0","0.0","0.0","0.0","32.0","2.0","30.0","8.0","0.0","8.0","0.0","0.0","0.0","8.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VT","2.0","1117.0","961.0","156.0","655.0","516.0","139.0","462.0","445.0","17.0","127.0","81.0","46.0","120.0","74.0","46.0","7.0","7.0","0.0","110.0","97.0","13.0","71.0","62.0","9.0","1.0","1.0","0.0","70.0","61.0","9.0","46.0","43.0","3.0","0.0","0.0","0.0","46.0","43.0","3.0","49.0","46.0","3.0"
"WA","7.0","20827.0","12361.0","8466.0","13900.0","6389.0","7511.0","6927.0","5972.0","955.0","2567.0","981.0","1586.0","2307.0","825.0","1482.0","260.0","156.0","104.0","1484.0","999.0","485.0","1307.0","714.0","593.0","92.0","77.0","15.0","1215.0","637.0","578.0","295.0","279.0","16.0","6.0","6.0","0.0","289.0","273.0","16.0","455.0","434.0","21.0"
"WI","4.0","5685.0","5275.0","410.0","2886.0","2495.0","391.0","2799.0","2780.0","19.0","363.0","296.0","67.0","276.0","209.0","67.0","87.0","87.0","0.0","415.0","392.0","23.0","337.0","273.0","64.0","25.0","20.0","5.0","312.0","253.0","59.0","188.0","188.0","0.0","0.0","0.0","0.0","188.0","188.0","0.0","267.0","267.0","0.0"
"WV","4.0","1387.0","1252.0","135.0","1039.0","904.0","135.0","348.0","348.0","0.0","165.0","117.0","48.0","161.0","113.0","48.0","4.0","4.0","0.0","143.0","126.0","17.0","95.0","83.0","12.0","6.0","5.0","1.0","89.0","78.0","11.0","19.0","19.0","0.0","0.0","0.0","0.0","19.0","19.0","0.0","35.0","35.0","0.0"
"WY","1.0","857.0","491.0","366.0","517.0","277.0","240.0","340.0","214.0","126.0","91.0","33.0","58.0","80.0","29.0","51.0","11.0","4.0","7.0","87.0","56.0","31.0","31.0","24.0","7.0","3.0","1.0","2.0","28.0","23.0","5.0","15.0","12.0","3.0","0.0","0.0","0.0","15.0","12.0","3.0","17.0","14.0","3.0"
"Total","402.0","549928.0","373571.0","176357.0","355212.0","198008.0","157204.0","194716.0","175563.0","19153.0","86132.0","30108.0","56024.0","77486.0","24596.0","52890.0","8646.0","5512.0","3134.0","39471.0","26404.0","13067.0","35686.0","19188.0","16498.0","3824.0","2218.0","1606.0","31862.0","16970.0","14892.0","9892.0","9372.0","520.0","92.0","90.0","2.0","9800.0","9282.0","518.0","13318.0","12656.0","662.0"
"Note: The number of CoCs in 2016 was 402. However, MO-604 merged in 2016 and covers territory in both MO and KS, contributing to the PIT count in both states. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
