"CoC Number","CoC Name","Total Homeless, 2013","Sheltered Homeless, 2013","Unsheltered Homeless, 2013","Homeless Individuals, 2013","Sheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals, 2013","Homeless People in Families, 2013","Sheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families, 2013","Chronically Homeless, 2013","Sheltered Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Chronically Homeless Individuals, 2013","Sheltered Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Chronically Homeless People in Families, 2013","Sheltered Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Homeless Veterans, 2013","Sheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans, 2013"
"OH-501","Toledo/Lucas County CoC","900.0","865.0","35.0","568.0","533.0","35.0","332.0","332.0","0.0","149.0","135.0","14.0","149.0","135.0","14.0","0.0","0.0","0.0","54.0","52.0","2.0"
"OH-502","Cleveland/Cuyahoga County CoC","2129.0","2052.0","77.0","1530.0","1453.0","77.0","599.0","599.0","0.0","303.0","266.0","37.0","291.0","254.0","37.0","12.0","12.0","0.0","313.0","299.0","14.0"
"OH-503","Columbus/Franklin County CoC","1488.0","1244.0","244.0","1091.0","860.0","231.0","397.0","384.0","13.0","309.0","132.0","177.0","309.0","132.0","177.0","0.0","0.0","0.0","148.0","122.0","26.0"
"OH-504","Youngstown/Mahoning County CoC","227.0","225.0","2.0","98.0","96.0","2.0","129.0","129.0","0.0","42.0","41.0","1.0","38.0","37.0","1.0","4.0","4.0","0.0","15.0","15.0","0.0"
"OH-505","Dayton/Kettering/Montgomery County CoC","1041.0","985.0","56.0","619.0","563.0","56.0","422.0","422.0","0.0","64.0","47.0","17.0","61.0","44.0","17.0","3.0","3.0","0.0","131.0","128.0","3.0"
"OH-506","Akron/Barberton/Summit County CoC","862.0","685.0","177.0","565.0","407.0","158.0","297.0","278.0","19.0","211.0","105.0","106.0","209.0","103.0","106.0","2.0","2.0","0.0","97.0","35.0","62.0"
"OH-507","Ohio Balance of State CoC","3830.0","3165.0","665.0","2023.0","1517.0","506.0","1807.0","1648.0","159.0","330.0","172.0","158.0","292.0","138.0","154.0","38.0","34.0","4.0","227.0","184.0","43.0"
"OH-508","Canton/Massillon/Alliance/Stark County CoC","522.0","466.0","56.0","292.0","244.0","48.0","230.0","222.0","8.0","71.0","47.0","24.0","54.0","30.0","24.0","17.0","17.0","0.0","52.0","44.0","8.0"
"OK-500","North Central Oklahoma CoC","190.0","145.0","45.0","87.0","61.0","26.0","103.0","84.0","19.0","35.0","28.0","7.0","16.0","11.0","5.0","19.0","17.0","2.0","14.0","13.0","1.0"
"OK-501","Tulsa City & County/Broken Arrow CoC","1008.0","886.0","122.0","835.0","729.0","106.0","173.0","157.0","16.0","114.0","80.0","34.0","114.0","80.0","34.0","0.0","0.0","0.0","149.0","136.0","13.0"
"OK-502","Oklahoma City CoC","1362.0","1069.0","293.0","1123.0","832.0","291.0","239.0","237.0","2.0","313.0","97.0","216.0","288.0","72.0","216.0","25.0","25.0","0.0","188.0","140.0","48.0"
"OK-503","Oklahoma Balance of State CoC","272.0","149.0","123.0","155.0","93.0","62.0","117.0","56.0","61.0","39.0","13.0","26.0","21.0","7.0","14.0","18.0","6.0","12.0","9.0","6.0","3.0"
"OK-504","Norman/Cleveland County CoC","368.0","213.0","155.0","243.0","113.0","130.0","125.0","100.0","25.0","44.0","25.0","19.0","42.0","23.0","19.0","2.0","2.0","0.0","9.0","3.0","6.0"
"OK-505","Northeast Oklahoma CoC","487.0","318.0","169.0","304.0","200.0","104.0","183.0","118.0","65.0","112.0","67.0","45.0","89.0","52.0","37.0","23.0","15.0","8.0","26.0","22.0","4.0"
"OK-506","Southwest Oklahoma Regional CoC","196.0","159.0","37.0","111.0","90.0","21.0","85.0","69.0","16.0","8.0","4.0","4.0","8.0","4.0","4.0","0.0","0.0","0.0","30.0","10.0","20.0"
"OK-507","Southeastern Oklahoma Regional CoC","525.0","323.0","202.0","321.0","202.0","119.0","204.0","121.0","83.0","54.0","16.0","38.0","39.0","11.0","28.0","15.0","5.0","10.0","12.0","8.0","4.0"
"OR-500","Eugene/Springfield/Lane County CoC","1751.0","649.0","1102.0","1404.0","382.0","1022.0","347.0","267.0","80.0","415.0","140.0","275.0","368.0","123.0","245.0","47.0","17.0","30.0","229.0","78.0","151.0"
"OR-501","Portland-Gresham-Multnomah County CoC","4441.0","2546.0","1895.0","3183.0","1411.0","1772.0","1258.0","1135.0","123.0","1150.0","158.0","992.0","1006.0","110.0","896.0","144.0","48.0","96.0","413.0","198.0","215.0"
"OR-502","Medford/Ashland/Jackson County CoC","548.0","436.0","112.0","472.0","363.0","109.0","76.0","73.0","3.0","172.0","115.0","57.0","166.0","113.0","53.0","6.0","2.0","4.0","226.0","198.0","28.0"
"OR-503","Central Oregon CoC","506.0","261.0","245.0","316.0","150.0","166.0","190.0","111.0","79.0","137.0","19.0","118.0","73.0","16.0","57.0","64.0","3.0","61.0","40.0","18.0","22.0"
"OR-505","Oregon Balance of State CoC","5525.0","2199.0","3326.0","2978.0","1159.0","1819.0","2547.0","1040.0","1507.0","901.0","279.0","622.0","628.0","214.0","414.0","273.0","65.0","208.0","459.0","153.0","306.0"
"OR-506","Hillsboro/Beaverton/Washington County CoC","432.0","200.0","232.0","303.0","115.0","188.0","129.0","85.0","44.0","77.0","8.0","69.0","69.0","8.0","61.0","8.0","0.0","8.0","91.0","64.0","27.0"
"OR-507","Clackamas County CoC","619.0","141.0","478.0","338.0","22.0","316.0","281.0","119.0","162.0","191.0","4.0","187.0","134.0","4.0","130.0","57.0","0.0","57.0","36.0","0.0","36.0"
"PA-500","Philadelphia CoC","5645.0","5119.0","526.0","3070.0","2544.0","526.0","2575.0","2575.0","0.0","633.0","220.0","413.0","597.0","184.0","413.0","36.0","36.0","0.0","440.0","369.0","71.0"
"PA-501","Harrisburg/Dauphin County CoC","390.0","342.0","48.0","214.0","181.0","33.0","176.0","161.0","15.0","76.0","50.0","26.0","59.0","42.0","17.0","17.0","8.0","9.0","37.0","32.0","5.0"
"PA-502","Upper Darby/Chester/Haverford/Delaware County CoC","546.0","501.0","45.0","251.0","206.0","45.0","295.0","295.0","0.0","38.0","26.0","12.0","34.0","22.0","12.0","4.0","4.0","0.0","27.0","21.0","6.0"
"PA-503","Wilkes-Barre/Hazleton/Luzerne County CoC","165.0","153.0","12.0","106.0","94.0","12.0","59.0","59.0","0.0","3.0","2.0","1.0","3.0","2.0","1.0","0.0","0.0","0.0","21.0","20.0","1.0"
"PA-504","Lower Marion/Norristown/Abington/Montgomery County CoC","464.0","451.0","13.0","184.0","171.0","13.0","280.0","280.0","0.0","18.0","15.0","3.0","18.0","15.0","3.0","0.0","0.0","0.0","13.0","12.0","1.0"
"PA-505","Chester County CoC","641.0","598.0","43.0","498.0","455.0","43.0","143.0","143.0","0.0","72.0","63.0","9.0","72.0","63.0","9.0","0.0","0.0","0.0","259.0","259.0","0.0"
"PA-506","Reading/Berks County CoC","468.0","455.0","13.0","276.0","263.0","13.0","192.0","192.0","0.0","88.0","75.0","13.0","88.0","75.0","13.0","0.0","0.0","0.0","32.0","29.0","3.0"
"PA-508","Scranton/Lackawanna County CoC","252.0","247.0","5.0","92.0","87.0","5.0","160.0","160.0","0.0","22.0","17.0","5.0","22.0","17.0","5.0","0.0","0.0","0.0","33.0","33.0","0.0"
"PA-509","Eastern Pennsylvania CoC","2081.0","1764.0","317.0","974.0","718.0","256.0","1107.0","1046.0","61.0","202.0","92.0","110.0","179.0","77.0","102.0","23.0","15.0","8.0","136.0","83.0","53.0"
"PA-510","Lancaster City & County CoC","518.0","508.0","10.0","259.0","249.0","10.0","259.0","259.0","0.0","34.0","32.0","2.0","34.0","32.0","2.0","0.0","0.0","0.0","36.0","33.0","3.0"
"PA-511","Bristol/Bensalem/Bucks County CoC","451.0","410.0","41.0","136.0","95.0","41.0","315.0","315.0","0.0","13.0","8.0","5.0","13.0","8.0","5.0","0.0","0.0","0.0","16.0","12.0","4.0"
"PA-512","York City & County CoC","278.0","248.0","30.0","125.0","115.0","10.0","153.0","133.0","20.0","35.0","25.0","10.0","16.0","13.0","3.0","19.0","12.0","7.0","17.0","14.0","3.0"
"PA-600","Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC","1492.0","1401.0","91.0","827.0","736.0","91.0","665.0","665.0","0.0","214.0","181.0","33.0","207.0","174.0","33.0","7.0","7.0","0.0","207.0","191.0","16.0"
"PA-601","Western Pennsylvania CoC","1170.0","1060.0","110.0","654.0","575.0","79.0","516.0","485.0","31.0","176.0","158.0","18.0","154.0","136.0","18.0","22.0","22.0","0.0","161.0","157.0","4.0"
"PA-603","Beaver County CoC","90.0","87.0","3.0","49.0","46.0","3.0","41.0","41.0","0.0","15.0","14.0","1.0","2.0","1.0","1.0","13.0","13.0","0.0","2.0","1.0","1.0"
"PA-605","Erie City & County CoC","435.0","383.0","52.0","258.0","232.0","26.0","177.0","151.0","26.0","42.0","32.0","10.0","38.0","28.0","10.0","4.0","4.0","0.0","25.0","24.0","1.0"
"PR-502","Puerto Rico Balance of Commonwealth CoC","2094.0","927.0","1167.0","1789.0","684.0","1105.0","305.0","243.0","62.0","659.0","116.0","543.0","655.0","116.0","539.0","4.0","0.0","4.0","28.0","15.0","13.0"
"PR-503","South/Southeast Puerto Rico CoC","2034.0","475.0","1559.0","1681.0","373.0","1308.0","353.0","102.0","251.0","1471.0","145.0","1326.0","974.0","140.0","834.0","497.0","5.0","492.0","54.0","25.0","29.0"
"RI-500","Rhode Island Statewide CoC","1384.0","1267.0","117.0","862.0","753.0","109.0","522.0","514.0","8.0","251.0","198.0","53.0","243.0","190.0","53.0","8.0","8.0","0.0","97.0","95.0","2.0"
"SC-500","Charleston/Low Country CoC","733.0","332.0","401.0","635.0","234.0","401.0","98.0","98.0","0.0","105.0","39.0","66.0","102.0","36.0","66.0","3.0","3.0","0.0","177.0","116.0","61.0"
"SC-501","Greenville/Anderson/Spartanburg Upstate CoC","2308.0","1600.0","708.0","1488.0","1011.0","477.0","820.0","589.0","231.0","106.0","23.0","83.0","96.0","23.0","73.0","10.0","0.0","10.0","107.0","57.0","50.0"
"SC-502","Columbia/Midlands CoC","2007.0","1073.0","934.0","1558.0","756.0","802.0","449.0","317.0","132.0","179.0","70.0","109.0","164.0","55.0","109.0","15.0","15.0","0.0","243.0","142.0","101.0"
"SC-503","Myrtle Beach/Sumter City & County CoC","1496.0","406.0","1090.0","1055.0","338.0","717.0","441.0","68.0","373.0","93.0","11.0","82.0","91.0","11.0","80.0","2.0","0.0","2.0","109.0","30.0","79.0"
"SD-500","South Dakota Statewide CoC","1094.0","755.0","339.0","557.0","394.0","163.0","537.0","361.0","176.0","217.0","71.0","146.0","117.0","42.0","75.0","100.0","29.0","71.0","125.0","106.0","19.0"
"TN-500","Chattanooga/Southeast Tennessee CoC","591.0","422.0","169.0","389.0","290.0","99.0","202.0","132.0","70.0","102.0","70.0","32.0","85.0","53.0","32.0","17.0","17.0","0.0","50.0","37.0","13.0"
"TN-501","Memphis/Shelby County CoC","1816.0","1660.0","156.0","1151.0","995.0","156.0","665.0","665.0","0.0","177.0","82.0","95.0","174.0","79.0","95.0","3.0","3.0","0.0","218.0","197.0","21.0"
"TN-502","Knoxville/Knox County CoC","993.0","850.0","143.0","897.0","762.0","135.0","96.0","88.0","8.0","167.0","99.0","68.0","165.0","97.0","68.0","2.0","2.0","0.0","99.0","85.0","14.0"
"TN-503","Central Tennessee CoC","283.0","270.0","13.0","245.0","234.0","11.0","38.0","36.0","2.0","32.0","24.0","8.0","28.0","20.0","8.0","4.0","4.0","0.0","45.0","43.0","2.0"
"TN-504","Nashville/Davidson County CoC","2069.0","1819.0","250.0","1806.0","1556.0","250.0","263.0","263.0","0.0","943.0","693.0","250.0","919.0","669.0","250.0","24.0","24.0","0.0","305.0","250.0","55.0"
"TN-506","Oak Ridge/Upper Cumberland CoC","372.0","148.0","224.0","207.0","86.0","121.0","165.0","62.0","103.0","74.0","18.0","56.0","43.0","14.0","29.0","31.0","4.0","27.0","11.0","3.0","8.0"
"TN-507","Jackson/West Tennessee CoC","1673.0","270.0","1403.0","1021.0","115.0","906.0","652.0","155.0","497.0","264.0","42.0","222.0","181.0","27.0","154.0","83.0","15.0","68.0","105.0","35.0","70.0"
"TN-509","Appalachian Regional CoC","694.0","417.0","277.0","487.0","317.0","170.0","207.0","100.0","107.0","216.0","49.0","167.0","132.0","45.0","87.0","84.0","4.0","80.0","101.0","63.0","38.0"
"TN-510","Murfreesboro/Rutherford County CoC","241.0","161.0","80.0","177.0","100.0","77.0","64.0","61.0","3.0","71.0","25.0","46.0","71.0","25.0","46.0","0.0","0.0","0.0","20.0","11.0","9.0"
"TN-512","Morristown/Blount, Sevier, Campbell, Cocke Counties CoC","796.0","304.0","492.0","529.0","177.0","352.0","267.0","127.0","140.0","173.0","60.0","113.0","131.0","50.0","81.0","42.0","10.0","32.0","37.0","4.0","33.0"
"TX-500","San Antonio/Bexar County CoC","2980.0","1737.0","1243.0","2165.0","922.0","1243.0","815.0","815.0","0.0","621.0","463.0","158.0","297.0","218.0","79.0","324.0","245.0","79.0","122.0","88.0","34.0"
"TX-503","Austin/Travis County CoC","2090.0","1325.0","765.0","1474.0","709.0","765.0","616.0","616.0","0.0","458.0","130.0","328.0","432.0","104.0","328.0","26.0","26.0","0.0","300.0","125.0","175.0"
"TX-600","Dallas City & County/Irving CoC","3163.0","2912.0","251.0","1962.0","1720.0","242.0","1201.0","1192.0","9.0","502.0","413.0","89.0","443.0","366.0","77.0","59.0","47.0","12.0","303.0","263.0","40.0"
"TX-601","Fort Worth/Arlington/Tarrant County CoC","2390.0","2109.0","281.0","1282.0","1001.0","281.0","1108.0","1108.0","0.0","226.0","159.0","67.0","208.0","141.0","67.0","18.0","18.0","0.0","217.0","166.0","51.0"
"TX-603","El Paso City & County CoC","1217.0","1036.0","181.0","717.0","545.0","172.0","500.0","491.0","9.0","131.0","93.0","38.0","96.0","62.0","34.0","35.0","31.0","4.0","136.0","80.0","56.0"
"TX-604","Waco/McLennan County CoC","295.0","230.0","65.0","118.0","69.0","49.0","177.0","161.0","16.0","30.0","11.0","19.0","26.0","11.0","15.0","4.0","0.0","4.0","32.0","17.0","15.0"
"TX-607","Texas Balance of State (BoS) CoC","10128.0","3938.0","6190.0","7519.0","2178.0","5341.0","2609.0","1760.0","849.0","2022.0","456.0","1566.0","1861.0","392.0","1469.0","161.0","64.0","97.0","1766.0","701.0","1065.0"
"TX-611","Amarillo CoC","516.0","468.0","48.0","391.0","343.0","48.0","125.0","125.0","0.0","122.0","105.0","17.0","120.0","103.0","17.0","2.0","2.0","0.0","106.0","96.0","10.0"
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","302.0","253.0","49.0","235.0","186.0","49.0","67.0","67.0","0.0","86.0","56.0","30.0","75.0","45.0","30.0","11.0","11.0","0.0","9.0","9.0","0.0"
"TX-700","Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC","6359.0","3381.0","2978.0","4794.0","1925.0","2869.0","1565.0","1456.0","109.0","1309.0","258.0","1051.0","1184.0","211.0","973.0","125.0","47.0","78.0","877.0","452.0","425.0"
"TX-701","Bryan/College Station/Brazos Valley CoC","175.0","136.0","39.0","101.0","83.0","18.0","74.0","53.0","21.0","28.0","24.0","4.0","28.0","24.0","4.0","0.0","0.0","0.0","10.0","10.0","0.0"
"UT-500","Salt Lake City & County CoC","2133.0","2034.0","99.0","1341.0","1245.0","96.0","792.0","789.0","3.0","313.0","273.0","40.0","241.0","205.0","36.0","72.0","68.0","4.0","247.0","241.0","6.0"
"UT-503","Utah Balance of State CoC","891.0","700.0","191.0","459.0","290.0","169.0","432.0","410.0","22.0","119.0","69.0","50.0","86.0","56.0","30.0","33.0","13.0","20.0","69.0","42.0","27.0"
"UT-504","Provo/Mountainland CoC","253.0","125.0","128.0","159.0","58.0","101.0","94.0","67.0","27.0","22.0","7.0","15.0","20.0","7.0","13.0","2.0","0.0","2.0","11.0","7.0","4.0"
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","881.0","825.0","56.0","704.0","650.0","54.0","177.0","175.0","2.0","58.0","48.0","10.0","49.0","39.0","10.0","9.0","9.0","0.0","109.0","101.0","8.0"
"VA-501","Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC","742.0","697.0","45.0","497.0","456.0","41.0","245.0","241.0","4.0","76.0","54.0","22.0","71.0","51.0","20.0","5.0","3.0","2.0","66.0","57.0","9.0"
"VA-502","Roanoke City & County/Salem CoC","442.0","425.0","17.0","315.0","298.0","17.0","127.0","127.0","0.0","91.0","85.0","6.0","82.0","76.0","6.0","9.0","9.0","0.0","70.0","69.0","1.0"
"VA-503","Virginia Beach CoC","456.0","389.0","67.0","256.0","189.0","67.0","200.0","200.0","0.0","93.0","63.0","30.0","89.0","59.0","30.0","4.0","4.0","0.0","78.0","69.0","9.0"
"VA-504","Charlottesville CoC","195.0","167.0","28.0","153.0","125.0","28.0","42.0","42.0","0.0","65.0","48.0","17.0","61.0","44.0","17.0","4.0","4.0","0.0","16.0","10.0","6.0"
"VA-505","Newport News/Hampton/Virginia Peninsula CoC","533.0","494.0","39.0","370.0","333.0","37.0","163.0","161.0","2.0","112.0","94.0","18.0","112.0","94.0","18.0","0.0","0.0","0.0","151.0","147.0","4.0"
"VA-507","Portsmouth CoC","247.0","158.0","89.0","153.0","71.0","82.0","94.0","87.0","7.0","16.0","8.0","8.0","16.0","8.0","8.0","0.0","0.0","0.0","17.0","12.0","5.0"
"VA-508","Lynchburg CoC","150.0","144.0","6.0","76.0","70.0","6.0","74.0","74.0","0.0","9.0","7.0","2.0","9.0","7.0","2.0","0.0","0.0","0.0","7.0","5.0","2.0"
"VA-513","Harrisburg, Winchester/Western Virginia CoC","355.0","286.0","69.0","243.0","188.0","55.0","112.0","98.0","14.0","122.0","89.0","33.0","102.0","74.0","28.0","20.0","15.0","5.0","31.0","24.0","7.0"
"VA-514","Fredericksburg/Spotsylvania, Stafford Counties CoC","192.0","164.0","28.0","122.0","94.0","28.0","70.0","70.0","0.0","56.0","37.0","19.0","51.0","32.0","19.0","5.0","5.0","0.0","21.0","16.0","5.0"
"VA-521","Virginia Balance of State (BoS) CoC","715.0","574.0","141.0","322.0","220.0","102.0","393.0","354.0","39.0","83.0","36.0","47.0","61.0","23.0","38.0","22.0","13.0","9.0","36.0","28.0","8.0"
"VA-600","Arlington County CoC","479.0","333.0","146.0","268.0","122.0","146.0","211.0","211.0","0.0","157.0","64.0","93.0","156.0","63.0","93.0","1.0","1.0","0.0","14.0","7.0","7.0"
"VA-601","Fairfax County CoC","1350.0","1246.0","104.0","603.0","499.0","104.0","747.0","747.0","0.0","253.0","169.0","84.0","243.0","159.0","84.0","10.0","10.0","0.0","57.0","53.0","4.0"
"VA-602","Loudoun County CoC","166.0","125.0","41.0","81.0","43.0","38.0","85.0","82.0","3.0","28.0","12.0","16.0","28.0","12.0","16.0","0.0","0.0","0.0","9.0","3.0","6.0"
"VA-603","City of Alexandria CoC","275.0","246.0","29.0","185.0","156.0","29.0","90.0","90.0","0.0","74.0","53.0","21.0","69.0","48.0","21.0","5.0","5.0","0.0","11.0","9.0","2.0"
"VA-604","Prince William County CoC","447.0","330.0","117.0","184.0","73.0","111.0","263.0","257.0","6.0","63.0","8.0","55.0","63.0","8.0","55.0","0.0","0.0","0.0","26.0","15.0","11.0"
"VI-500","Virgin Islands CoC","482.0","119.0","363.0","444.0","81.0","363.0","38.0","38.0","0.0","87.0","0.0","87.0","87.0","0.0","87.0","0.0","0.0","0.0","33.0","2.0","31.0"
"VT-500","Vermont Balance of State CoC","971.0","866.0","105.0","419.0","340.0","79.0","552.0","526.0","26.0","104.0","85.0","19.0","81.0","62.0","19.0","23.0","23.0","0.0","98.0","88.0","10.0"
"VT-501","Burlington/Chittenden County CoC","483.0","404.0","79.0","282.0","207.0","75.0","201.0","197.0","4.0","113.0","55.0","58.0","102.0","48.0","54.0","11.0","7.0","4.0","30.0","23.0","7.0"
"WA-500","Seattle/King County CoC","9106.0","6370.0","2736.0","5986.0","3250.0","2736.0","3120.0","3120.0","0.0","869.0","502.0","367.0","854.0","487.0","367.0","15.0","15.0","0.0","682.0","589.0","93.0"
"WA-501","Washington Balance of State CoC","4108.0","2552.0","1556.0","2274.0","1119.0","1155.0","1834.0","1433.0","401.0","701.0","223.0","478.0","544.0","175.0","369.0","157.0","48.0","109.0","271.0","181.0","90.0"
"WA-502","Spokane City & County CoC","1030.0","970.0","60.0","602.0","547.0","55.0","428.0","423.0","5.0","103.0","91.0","12.0","86.0","74.0","12.0","17.0","17.0","0.0","132.0","125.0","7.0"
"WA-503","Tacoma/Lakewood/Pierce County CoC","1303.0","1183.0","120.0","539.0","422.0","117.0","764.0","761.0","3.0","151.0","82.0","69.0","131.0","62.0","69.0","20.0","20.0","0.0","93.0","84.0","9.0"
"WA-504","Everett/Snohomish County CoC","947.0","603.0","344.0","620.0","301.0","319.0","327.0","302.0","25.0","210.0","75.0","135.0","158.0","60.0","98.0","52.0","15.0","37.0","64.0","33.0","31.0"
"WA-507","Yakima City & County CoC","563.0","516.0","47.0","244.0","197.0","47.0","319.0","319.0","0.0","73.0","56.0","17.0","73.0","56.0","17.0","0.0","0.0","0.0","32.0","26.0","6.0"
"WA-508","Vancouver/Clark County CoC","703.0","513.0","190.0","352.0","196.0","156.0","351.0","317.0","34.0","89.0","47.0","42.0","81.0","41.0","40.0","8.0","6.0","2.0","44.0","20.0","24.0"
"WI-500","Wisconsin Balance of State CoC","3610.0","3439.0","171.0","1547.0","1428.0","119.0","2063.0","2011.0","52.0","258.0","207.0","51.0","211.0","162.0","49.0","47.0","45.0","2.0","247.0","239.0","8.0"
"WI-501","Milwaukee City & County CoC","1442.0","1353.0","89.0","867.0","783.0","84.0","575.0","570.0","5.0","106.0","76.0","30.0","95.0","65.0","30.0","11.0","11.0","0.0","209.0","198.0","11.0"
"WI-502","Racine City & County CoC","221.0","212.0","9.0","127.0","118.0","9.0","94.0","94.0","0.0","11.0","9.0","2.0","11.0","9.0","2.0","0.0","0.0","0.0","38.0","36.0","2.0"
"WI-503","Madison/Dane County CoC","831.0","732.0","99.0","464.0","374.0","90.0","367.0","358.0","9.0","146.0","91.0","55.0","132.0","77.0","55.0","14.0","14.0","0.0","58.0","55.0","3.0"
"WV-500","Wheeling/Weirton Area CoC","89.0","87.0","2.0","58.0","56.0","2.0","31.0","31.0","0.0","28.0","27.0","1.0","24.0","23.0","1.0","4.0","4.0","0.0","10.0","10.0","0.0"
"WV-501","Huntington/Cabell, Wayne Counties CoC","227.0","212.0","15.0","131.0","116.0","15.0","96.0","96.0","0.0","46.0","35.0","11.0","46.0","35.0","11.0","0.0","0.0","0.0","17.0","13.0","4.0"
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","411.0","355.0","56.0","321.0","265.0","56.0","90.0","90.0","0.0","41.0","39.0","2.0","41.0","39.0","2.0","0.0","0.0","0.0","45.0","39.0","6.0"
"WV-508","West Virginia Balance of State CoC","1513.0","958.0","555.0","1034.0","601.0","433.0","479.0","357.0","122.0","317.0","149.0","168.0","279.0","114.0","165.0","38.0","35.0","3.0","257.0","230.0","27.0"
"WY-500","Wyoming Statewide CoC","953.0","501.0","452.0","677.0","306.0","371.0","276.0","195.0","81.0","244.0","116.0","128.0","221.0","116.0","105.0","23.0","0.0","23.0","137.0","110.0","27.0"
"","Total","590364.0","394698.0","195666.0","368174.0","203127.0","165047.0","222190.0","191571.0","30619.0","102828.0","37568.0","65260.0","86289.0","29418.0","56871.0","16539.0","8150.0","8389.0","55619.0","34909.0","20710.0"
"","","","","","","","","","","","","","","","","","","","","","",""
"a MO-604 covers territory in both Missouri and Kansas. The record described in this file represents the CoC's total territory, the sum of the point-in-time estimates the CoC separately reported for the portions of its territory in MO and in KS. However, in the companion file, Point-in-Time Estimates by State, MO-604's data have been split up between MO and KS.","","","","","","","","","","","","","","","","","","","","","",""
