"CoC Number","CoC Name","Total Homeless, 2013","Sheltered Homeless, 2013","Unsheltered Homeless, 2013","Homeless Individuals, 2013","Sheltered Homeless Individuals, 2013","Unsheltered Homeless Individuals, 2013","Homeless People in Families, 2013","Sheltered Homeless People in Families, 2013","Unsheltered Homeless People in Families, 2013","Chronically Homeless, 2013","Sheltered Chronically Homeless, 2013","Unsheltered Chronically Homeless, 2013","Chronically Homeless Individuals, 2013","Sheltered Chronically Homeless Individuals, 2013","Unsheltered Chronically Homeless Individuals, 2013","Chronically Homeless People in Families, 2013","Sheltered Chronically Homeless People in Families, 2013","Unsheltered Chronically Homeless People in Families, 2013","Homeless Veterans, 2013","Sheltered Homeless Veterans, 2013","Unsheltered Homeless Veterans, 2013"
"MD-503","Annapolis/Anne Arundel County CoC","400.0","315.0","85.0","258.0","181.0","77.0","142.0","134.0","8.0","63.0","41.0","22.0","48.0","26.0","22.0","15.0","15.0","0.0","27.0","18.0","9.0"
"MD-504","Howard County CoC","194.0","139.0","55.0","93.0","42.0","51.0","101.0","97.0","4.0","39.0","9.0","30.0","39.0","9.0","30.0","0.0","0.0","0.0","9.0","5.0","4.0"
"MD-505","Baltimore County CoC","919.0","464.0","455.0","569.0","179.0","390.0","350.0","285.0","65.0","261.0","137.0","124.0","245.0","130.0","115.0","16.0","7.0","9.0","81.0","45.0","36.0"
"MD-506","Carroll County CoC","134.0","127.0","7.0","82.0","75.0","7.0","52.0","52.0","0.0","27.0","23.0","4.0","27.0","23.0","4.0","0.0","0.0","0.0","7.0","7.0","0.0"
"MD-507","Cecil County CoC","234.0","188.0","46.0","173.0","137.0","36.0","61.0","51.0","10.0","38.0","21.0","17.0","38.0","21.0","17.0","0.0","0.0","0.0","83.0","78.0","5.0"
"MD-508","Charles, Calvert, St.Mary's Counties CoC","833.0","338.0","495.0","388.0","169.0","219.0","445.0","169.0","276.0","292.0","144.0","148.0","149.0","65.0","84.0","143.0","79.0","64.0","41.0","27.0","14.0"
"MD-509","Frederick City & County CoC","275.0","206.0","69.0","171.0","102.0","69.0","104.0","104.0","0.0","58.0","23.0","35.0","58.0","23.0","35.0","0.0","0.0","0.0","13.0","7.0","6.0"
"MD-510","Garrett County CoC","7.0","7.0","0.0","7.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"MD-511","Mid-Shore Regional CoC","87.0","67.0","20.0","66.0","51.0","15.0","21.0","16.0","5.0","19.0","9.0","10.0","14.0","9.0","5.0","5.0","0.0","5.0","2.0","2.0","0.0"
"MD-512","Hagerstown/Washington County CoC","192.0","187.0","5.0","133.0","128.0","5.0","59.0","59.0","0.0","39.0","37.0","2.0","39.0","37.0","2.0","0.0","0.0","0.0","16.0","16.0","0.0"
"MD-513","Wicomico/Somerset/Worcester County CoC","360.0","319.0","41.0","239.0","208.0","31.0","121.0","111.0","10.0","51.0","44.0","7.0","48.0","41.0","7.0","3.0","3.0","0.0","33.0","29.0","4.0"
"MD-600","Prince George`s County/Maryland CoC","686.0","500.0","186.0","316.0","130.0","186.0","370.0","370.0","0.0","93.0","44.0","49.0","69.0","20.0","49.0","24.0","24.0","0.0","25.0","20.0","5.0"
"MD-601","Montgomery County CoC","1004.0","861.0","143.0","638.0","495.0","143.0","366.0","366.0","0.0","228.0","161.0","67.0","222.0","155.0","67.0","6.0","6.0","0.0","33.0","27.0","6.0"
"ME-500","Maine Balance of State CoC","3016.0","2954.0","62.0","1563.0","1518.0","45.0","1453.0","1436.0","17.0","176.0","176.0","0.0","159.0","159.0","0.0","17.0","17.0","0.0","164.0","150.0","14.0"
"MI-500","Michigan Balance of State CoC","1806.0","1289.0","517.0","938.0","550.0","388.0","868.0","739.0","129.0","95.0","42.0","53.0","71.0","33.0","38.0","24.0","9.0","15.0","87.0","65.0","22.0"
"MI-501","Detroit CoC","2789.0","2507.0","282.0","2314.0","2036.0","278.0","475.0","471.0","4.0","291.0","183.0","108.0","274.0","166.0","108.0","17.0","17.0","0.0","518.0","507.0","11.0"
"MI-502","Dearborn/Dearborn Heights/Westland/Wayne County CoC","380.0","358.0","22.0","200.0","178.0","22.0","180.0","180.0","0.0","20.0","14.0","6.0","20.0","14.0","6.0","0.0","0.0","0.0","33.0","29.0","4.0"
"MI-503","St. Clair Shores/Warren/Macomb County CoC","504.0","305.0","199.0","430.0","231.0","199.0","74.0","74.0","0.0","70.0","49.0","21.0","68.0","47.0","21.0","2.0","2.0","0.0","16.0","14.0","2.0"
"MI-504","Pontiac/Royal Oak/Oakland County CoC","698.0","610.0","88.0","477.0","389.0","88.0","221.0","221.0","0.0","64.0","49.0","15.0","60.0","45.0","15.0","4.0","4.0","0.0","22.0","21.0","1.0"
"MI-505","Flint/Genesee County CoC","387.0","270.0","117.0","241.0","124.0","117.0","146.0","146.0","0.0","25.0","12.0","13.0","20.0","7.0","13.0","5.0","5.0","0.0","26.0","19.0","7.0"
"MI-506","Grand Rapids/Wyoming/Kent County CoC","732.0","688.0","44.0","272.0","228.0","44.0","460.0","460.0","0.0","117.0","73.0","44.0","101.0","57.0","44.0","16.0","16.0","0.0","49.0","31.0","18.0"
"MI-507","Portage/Kalamazoo City & County CoC","642.0","611.0","31.0","327.0","296.0","31.0","315.0","315.0","0.0","48.0","47.0","1.0","23.0","22.0","1.0","25.0","25.0","0.0","23.0","22.0","1.0"
"MI-508","Lansing/East Lansing/Ingham County CoC","423.0","357.0","66.0","326.0","260.0","66.0","97.0","97.0","0.0","67.0","48.0","19.0","67.0","48.0","19.0","0.0","0.0","0.0","70.0","63.0","7.0"
"MI-509","Ann Arbor/Washtenaw County CoC","510.0","344.0","166.0","359.0","210.0","149.0","151.0","134.0","17.0","116.0","59.0","57.0","116.0","59.0","57.0","0.0","0.0","0.0","61.0","51.0","10.0"
"MI-510","Saginaw City & County CoC","350.0","343.0","7.0","175.0","168.0","7.0","175.0","175.0","0.0","16.0","15.0","1.0","16.0","15.0","1.0","0.0","0.0","0.0","16.0","15.0","1.0"
"MI-511","Lenawee County CoC","124.0","111.0","13.0","48.0","46.0","2.0","76.0","65.0","11.0","12.0","12.0","0.0","12.0","12.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0"
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","328.0","289.0","39.0","196.0","168.0","28.0","132.0","121.0","11.0","40.0","27.0","13.0","40.0","27.0","13.0","0.0","0.0","0.0","12.0","11.0","1.0"
"MI-513","Marquette, Alger Counties CoC","74.0","69.0","5.0","58.0","55.0","3.0","16.0","14.0","2.0","4.0","4.0","0.0","4.0","4.0","0.0","0.0","0.0","0.0","3.0","3.0","0.0"
"MI-514","Battle Creek/Calhoun County CoC","236.0","172.0","64.0","167.0","103.0","64.0","69.0","69.0","0.0","22.0","10.0","12.0","20.0","8.0","12.0","2.0","2.0","0.0","77.0","34.0","43.0"
"MI-515","Monroe City & County CoC","139.0","136.0","3.0","111.0","108.0","3.0","28.0","28.0","0.0","2.0","1.0","1.0","2.0","1.0","1.0","0.0","0.0","0.0","32.0","31.0","1.0"
"MI-516","Norton Shores/Muskegon City & County CoC","644.0","236.0","408.0","270.0","144.0","126.0","374.0","92.0","282.0","64.0","4.0","60.0","30.0","2.0","28.0","34.0","2.0","32.0","21.0","6.0","15.0"
"MI-517","Jackson City & County CoC","187.0","154.0","33.0","92.0","59.0","33.0","95.0","95.0","0.0","13.0","8.0","5.0","13.0","8.0","5.0","0.0","0.0","0.0","15.0","4.0","11.0"
"MI-518","Livingston County CoC","127.0","97.0","30.0","61.0","31.0","30.0","66.0","66.0","0.0","10.0","3.0","7.0","8.0","1.0","7.0","2.0","2.0","0.0","1.0","1.0","0.0"
"MI-519","Holland/Ottawa County CoC","318.0","297.0","21.0","134.0","121.0","13.0","184.0","176.0","8.0","3.0","2.0","1.0","3.0","2.0","1.0","0.0","0.0","0.0","9.0","9.0","0.0"
"MI-523","Eaton County CoC","129.0","96.0","33.0","40.0","14.0","26.0","89.0","82.0","7.0","7.0","4.0","3.0","1.0","0.0","1.0","6.0","4.0","2.0","1.0","1.0","0.0"
"MN-500","Minneapolis/Hennepin County CoC","3591.0","3427.0","164.0","1623.0","1462.0","161.0","1968.0","1965.0","3.0","533.0","475.0","58.0","373.0","315.0","58.0","160.0","160.0","0.0","129.0","120.0","9.0"
"MN-501","Saint Paul/Ramsey County CoC","1417.0","1346.0","71.0","678.0","617.0","61.0","739.0","729.0","10.0","288.0","232.0","56.0","210.0","158.0","52.0","78.0","74.0","4.0","54.0","48.0","6.0"
"MN-502","Rochester/Southeast Minnesota CoC","452.0","425.0","27.0","146.0","119.0","27.0","306.0","306.0","0.0","73.0","58.0","15.0","34.0","19.0","15.0","39.0","39.0","0.0","3.0","2.0","1.0"
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties","745.0","635.0","110.0","213.0","136.0","77.0","532.0","499.0","33.0","89.0","48.0","41.0","55.0","20.0","35.0","34.0","28.0","6.0","11.0","8.0","3.0"
"MN-504","Northeast Minnesota CoC","265.0","94.0","171.0","131.0","21.0","110.0","134.0","73.0","61.0","40.0","2.0","38.0","16.0","2.0","14.0","24.0","0.0","24.0","21.0","11.0","10.0"
"MN-505","St. Cloud/Central Minnesota CoC","657.0","460.0","197.0","449.0","303.0","146.0","208.0","157.0","51.0","114.0","63.0","51.0","79.0","35.0","44.0","35.0","28.0","7.0","92.0","72.0","20.0"
"MN-506","Northwest Minnesota CoC","253.0","249.0","4.0","108.0","104.0","4.0","145.0","145.0","0.0","36.0","32.0","4.0","21.0","17.0","4.0","15.0","15.0","0.0","6.0","3.0","3.0"
"MN-508","Moorhead/West Central Minnesota CoC","287.0","251.0","36.0","132.0","114.0","18.0","155.0","137.0","18.0","62.0","55.0","7.0","41.0","34.0","7.0","21.0","21.0","0.0","17.0","17.0","0.0"
"MN-509","Duluth/St.Louis County CoC","410.0","300.0","110.0","205.0","117.0","88.0","205.0","183.0","22.0","103.0","24.0","79.0","80.0","16.0","64.0","23.0","8.0","15.0","15.0","5.0","10.0"
"MN-511","Southwest Minnesota CoC","137.0","112.0","25.0","43.0","30.0","13.0","94.0","82.0","12.0","12.0","12.0","0.0","6.0","6.0","0.0","6.0","6.0","0.0","1.0","0.0","1.0"
"MO-500","St. Louis County CoC","388.0","359.0","29.0","140.0","126.0","14.0","248.0","233.0","15.0","116.0","96.0","20.0","33.0","23.0","10.0","83.0","73.0","10.0","41.0","40.0","1.0"
"MO-501","St.Louis City CoC","1423.0","1327.0","96.0","793.0","706.0","87.0","630.0","621.0","9.0","138.0","110.0","28.0","118.0","92.0","26.0","20.0","18.0","2.0","193.0","173.0","20.0"
"MO-503","St. Charles, Lincoln, Warren Counties CoC","940.0","576.0","364.0","387.0","183.0","204.0","553.0","393.0","160.0","78.0","50.0","28.0","21.0","8.0","13.0","57.0","42.0","15.0","3.0","0.0","3.0"
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","711.0","529.0","182.0","349.0","195.0","154.0","362.0","334.0","28.0","105.0","0.0","105.0","105.0","0.0","105.0","0.0","0.0","0.0","48.0","12.0","36.0"
"MO-602","Joplin/Jasper, Newton Counties CoC","574.0","539.0","35.0","353.0","318.0","35.0","221.0","221.0","0.0","18.0","6.0","12.0","18.0","6.0","12.0","0.0","0.0","0.0","106.0","99.0","7.0"
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","186.0","177.0","9.0","123.0","114.0","9.0","63.0","63.0","0.0","96.0","88.0","8.0","90.0","82.0","8.0","6.0","6.0","0.0","30.0","28.0","2.0"
"MO-604a","Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS","2691.0","1766.0","925.0","1486.0","962.0","524.0","1205.0","804.0","401.0","327.0","133.0","194.0","201.0","92.0","109.0","126.0","41.0","85.0","316.0","228.0","88.0"
"MO-606","Missouri Balance of State CoC","2030.0","1472.0","558.0","1202.0","870.0","332.0","828.0","602.0","226.0","208.0","131.0","77.0","151.0","104.0","47.0","57.0","27.0","30.0","168.0","139.0","29.0"
"MS-500","Jackson/Rankin, Madison Counties CoC","760.0","320.0","440.0","641.0","201.0","440.0","119.0","119.0","0.0","277.0","37.0","240.0","270.0","30.0","240.0","7.0","7.0","0.0","47.0","25.0","22.0"
"MS-501","Mississippi Balance of State CoC","1052.0","692.0","360.0","707.0","415.0","292.0","345.0","277.0","68.0","58.0","21.0","37.0","58.0","21.0","37.0","0.0","0.0","0.0","117.0","85.0","32.0"
"MS-503","Gulf Port/Gulf Coast Regional CoC","591.0","71.0","520.0","405.0","32.0","373.0","186.0","39.0","147.0","140.0","10.0","130.0","80.0","10.0","70.0","60.0","0.0","60.0","46.0","19.0","27.0"
"MT-500","Montana Statewide CoC","1878.0","1094.0","784.0","1211.0","574.0","637.0","667.0","520.0","147.0","227.0","65.0","162.0","210.0","55.0","155.0","17.0","10.0","7.0","309.0","118.0","191.0"
"NC-500","Winston Salem/Forsyth County CoC","394.0","381.0","13.0","293.0","280.0","13.0","101.0","101.0","0.0","82.0","72.0","10.0","76.0","66.0","10.0","6.0","6.0","0.0","23.0","20.0","3.0"
"NC-501","Asheville/Buncombe County CoC","570.0","513.0","57.0","478.0","421.0","57.0","92.0","92.0","0.0","54.0","26.0","28.0","54.0","26.0","28.0","0.0","0.0","0.0","232.0","230.0","2.0"
"NC-502","Durham City & County CoC","753.0","700.0","53.0","572.0","519.0","53.0","181.0","181.0","0.0","87.0","58.0","29.0","87.0","58.0","29.0","0.0","0.0","0.0","93.0","87.0","6.0"
"NC-503","North Carolina Balance of State CoC","3625.0","2467.0","1158.0","2123.0","1322.0","801.0","1502.0","1145.0","357.0","636.0","238.0","398.0","503.0","185.0","318.0","133.0","53.0","80.0","209.0","140.0","69.0"
"NC-504","Greensboro/High Point CoC","949.0","781.0","168.0","651.0","489.0","162.0","298.0","292.0","6.0","148.0","57.0","91.0","143.0","54.0","89.0","5.0","3.0","2.0","78.0","60.0","18.0"
"NC-505","Charlotte/Mecklenberg CoC","2418.0","2135.0","283.0","1296.0","1013.0","283.0","1122.0","1122.0","0.0","158.0","119.0","39.0","141.0","102.0","39.0","17.0","17.0","0.0","120.0","110.0","10.0"
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","348.0","245.0","103.0","260.0","163.0","97.0","88.0","82.0","6.0","64.0","12.0","52.0","64.0","12.0","52.0","0.0","0.0","0.0","41.0","30.0","11.0"
"NC-507","Raleigh/Wake County CoC","1098.0","1002.0","96.0","817.0","723.0","94.0","281.0","279.0","2.0","140.0","135.0","5.0","129.0","124.0","5.0","11.0","11.0","0.0","203.0","202.0","1.0"
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","384.0","274.0","110.0","316.0","206.0","110.0","68.0","68.0","0.0","112.0","40.0","72.0","55.0","19.0","36.0","57.0","21.0","36.0","18.0","15.0","3.0"
"NC-511","Fayetteville/Cumberland County CoC","631.0","287.0","344.0","343.0","101.0","242.0","288.0","186.0","102.0","293.0","27.0","266.0","138.0","11.0","127.0","155.0","16.0","139.0","77.0","27.0","50.0"
"NC-513","Chapel Hill/Orange County CoC","123.0","93.0","30.0","97.0","67.0","30.0","26.0","26.0","0.0","28.0","12.0","16.0","28.0","12.0","16.0","0.0","0.0","0.0","9.0","7.0","2.0"
"NC-516","Northwest North Carolina CoC","875.0","135.0","740.0","284.0","79.0","205.0","591.0","56.0","535.0","40.0","6.0","34.0","33.0","6.0","27.0","7.0","0.0","7.0","20.0","6.0","14.0"
"ND-500","North Dakota Statewide CoC","2069.0","674.0","1395.0","1230.0","443.0","787.0","839.0","231.0","608.0","179.0","68.0","111.0","110.0","68.0","42.0","69.0","0.0","69.0","241.0","60.0","181.0"
"NE-500","Nebraska Balance of State CoC","713.0","660.0","53.0","282.0","243.0","39.0","431.0","417.0","14.0","105.0","93.0","12.0","58.0","52.0","6.0","47.0","41.0","6.0","25.0","20.0","5.0"
"NE-501","Omaha/Council Bluffs CoC","1476.0","1459.0","17.0","1011.0","994.0","17.0","465.0","465.0","0.0","180.0","163.0","17.0","167.0","150.0","17.0","13.0","13.0","0.0","91.0","89.0","2.0"
"NE-502","Lincoln CoC","956.0","853.0","103.0","599.0","496.0","103.0","357.0","357.0","0.0","129.0","86.0","43.0","114.0","71.0","43.0","15.0","15.0","0.0","67.0","52.0","15.0"
"NH-500","New Hampshire Balance of State CoC","759.0","647.0","112.0","401.0","312.0","89.0","358.0","335.0","23.0","143.0","65.0","78.0","121.0","55.0","66.0","22.0","10.0","12.0","46.0","37.0","9.0"
"NH-501","Manchester CoC","382.0","304.0","78.0","228.0","157.0","71.0","154.0","147.0","7.0","84.0","49.0","35.0","81.0","46.0","35.0","3.0","3.0","0.0","17.0","14.0","3.0"
"NH-502","Nashua/Hillsborough County CoC","306.0","294.0","12.0","169.0","157.0","12.0","137.0","137.0","0.0","28.0","21.0","7.0","24.0","17.0","7.0","4.0","4.0","0.0","62.0","61.0","1.0"
"NJ-500","Atlantic City & County CoC","746.0","686.0","60.0","488.0","434.0","54.0","258.0","252.0","6.0","124.0","101.0","23.0","114.0","91.0","23.0","10.0","10.0","0.0","44.0","35.0","9.0"
"NJ-501","Bergen County CoC","346.0","328.0","18.0","209.0","195.0","14.0","137.0","133.0","4.0","33.0","23.0","10.0","31.0","23.0","8.0","2.0","0.0","2.0","17.0","17.0","0.0"
"NJ-502","Burlington County CoC","671.0","629.0","42.0","300.0","266.0","34.0","371.0","363.0","8.0","85.0","77.0","8.0","34.0","30.0","4.0","51.0","47.0","4.0","32.0","17.0","15.0"
"NJ-503","Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC","1291.0","1098.0","193.0","714.0","553.0","161.0","577.0","545.0","32.0","138.0","83.0","55.0","116.0","64.0","52.0","22.0","19.0","3.0","47.0","36.0","11.0"
"NJ-504","Newark/Essex County CoC","1646.0","1482.0","164.0","888.0","752.0","136.0","758.0","730.0","28.0","207.0","159.0","48.0","190.0","144.0","46.0","17.0","15.0","2.0","67.0","50.0","17.0"
"NJ-506","Jersey City/Bayonne/Hudson County CoC","942.0","657.0","285.0","624.0","353.0","271.0","318.0","304.0","14.0","145.0","38.0","107.0","131.0","36.0","95.0","14.0","2.0","12.0","46.0","29.0","17.0"
"NJ-507","New Brunswick/Middlesex County CoC","1031.0","788.0","243.0","456.0","273.0","183.0","575.0","515.0","60.0","100.0","43.0","57.0","63.0","9.0","54.0","37.0","34.0","3.0","44.0","23.0","21.0"
"NJ-508","Monmouth County CoC","918.0","882.0","36.0","364.0","337.0","27.0","554.0","545.0","9.0","68.0","61.0","7.0","48.0","41.0","7.0","20.0","20.0","0.0","16.0","12.0","4.0"
"NJ-509","Morris County CoC","346.0","299.0","47.0","201.0","156.0","45.0","145.0","143.0","2.0","48.0","32.0","16.0","41.0","25.0","16.0","7.0","7.0","0.0","11.0","9.0","2.0"
"NJ-510","Lakewood Township/Ocean County CoC","682.0","589.0","93.0","369.0","280.0","89.0","313.0","309.0","4.0","90.0","63.0","27.0","72.0","45.0","27.0","18.0","18.0","0.0","16.0","8.0","8.0"
"NJ-511","Paterson/Passaic County CoC","440.0","386.0","54.0","200.0","156.0","44.0","240.0","230.0","10.0","42.0","37.0","5.0","29.0","24.0","5.0","13.0","13.0","0.0","9.0","8.0","1.0"
"NJ-512","Salem County CoC","44.0","40.0","4.0","21.0","17.0","4.0","23.0","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0"
"NJ-513","Somerset County CoC","312.0","304.0","8.0","197.0","194.0","3.0","115.0","110.0","5.0","39.0","39.0","0.0","33.0","33.0","0.0","6.0","6.0","0.0","99.0","99.0","0.0"
"NJ-514","Trenton/Mercer County CoC","668.0","601.0","67.0","380.0","334.0","46.0","288.0","267.0","21.0","58.0","46.0","12.0","49.0","37.0","12.0","9.0","9.0","0.0","37.0","26.0","11.0"
"NJ-515","Elizabeth/Union County CoC","1648.0","1601.0","47.0","526.0","490.0","36.0","1122.0","1111.0","11.0","27.0","21.0","6.0","20.0","14.0","6.0","7.0","7.0","0.0","14.0","13.0","1.0"
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","271.0","233.0","38.0","156.0","126.0","30.0","115.0","107.0","8.0","33.0","24.0","9.0","31.0","22.0","9.0","2.0","2.0","0.0","39.0","37.0","2.0"
"NM-500","Albuquerque CoC","1171.0","1027.0","144.0","817.0","675.0","142.0","354.0","352.0","2.0","233.0","166.0","67.0","225.0","160.0","65.0","8.0","6.0","2.0","170.0","145.0","25.0"
"NM-501","New Mexico Balance of State CoC","1648.0","1364.0","284.0","969.0","736.0","233.0","679.0","628.0","51.0","292.0","140.0","152.0","174.0","80.0","94.0","118.0","60.0","58.0","73.0","38.0","35.0"
"NV-500","Las Vegas/Clark County CoC","5952.0","2920.0","3032.0","5349.0","2331.0","3018.0","603.0","589.0","14.0","529.0","219.0","310.0","529.0","219.0","310.0","0.0","0.0","0.0","706.0","406.0","300.0"
"NV-501","Reno/Sparks/Washoe County CoC","746.0","657.0","89.0","589.0","505.0","84.0","157.0","152.0","5.0","150.0","139.0","11.0","150.0","139.0","11.0","0.0","0.0","0.0","73.0","64.0","9.0"
"NV-502","Nevada Balance of State CoC","341.0","121.0","220.0","262.0","63.0","199.0","79.0","58.0","21.0","45.0","19.0","26.0","39.0","17.0","22.0","6.0","2.0","4.0","11.0","7.0","4.0"
"NY-500","Rochester/Irondequoit/Greece/Monroe County CoC","1007.0","883.0","124.0","441.0","375.0","66.0","566.0","508.0","58.0","91.0","41.0","50.0","63.0","41.0","22.0","28.0","0.0","28.0","48.0","47.0","1.0"
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","349.0","307.0","42.0","270.0","251.0","19.0","79.0","56.0","23.0","22.0","10.0","12.0","17.0","10.0","7.0","5.0","0.0","5.0","87.0","79.0","8.0"
"NY-503","Albany City & County CoC","728.0","709.0","19.0","444.0","425.0","19.0","284.0","284.0","0.0","101.0","82.0","19.0","80.0","61.0","19.0","21.0","21.0","0.0","89.0","80.0","9.0"
"NY-504","Cattaragus County CoC","47.0","45.0","2.0","13.0","11.0","2.0","34.0","34.0","0.0","3.0","3.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-505","Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC","994.0","941.0","53.0","750.0","719.0","31.0","244.0","222.0","22.0","123.0","92.0","31.0","96.0","83.0","13.0","27.0","9.0","18.0","74.0","72.0","2.0"
"NY-506","Fulton, Montgomery, Schoharie Counties CoC","43.0","40.0","3.0","29.0","26.0","3.0","14.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0"
"NY-507","Schenectady City & County CoC","327.0","302.0","25.0","194.0","169.0","25.0","133.0","133.0","0.0","52.0","34.0","18.0","44.0","26.0","18.0","8.0","8.0","0.0","25.0","17.0","8.0"
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","1162.0","1048.0","114.0","804.0","696.0","108.0","358.0","352.0","6.0","148.0","82.0","66.0","146.0","80.0","66.0","2.0","2.0","0.0","109.0","100.0","9.0"
"NY-510","Ithaca/Tompkins County CoC","47.0","39.0","8.0","28.0","20.0","8.0","19.0","19.0","0.0","3.0","2.0","1.0","3.0","2.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0"
"NY-511","Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C","276.0","264.0","12.0","233.0","221.0","12.0","43.0","43.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","8.0","8.0","0.0"
"NY-512","Troy/Rensselaer County CoC","188.0","142.0","46.0","101.0","55.0","46.0","87.0","87.0","0.0","44.0","17.0","27.0","32.0","5.0","27.0","12.0","12.0","0.0","22.0","18.0","4.0"
"NY-513","Wayne, Ontario, Seneca, Yates Counties CoC","171.0","171.0","0.0","159.0","159.0","0.0","12.0","12.0","0.0","21.0","21.0","0.0","21.0","21.0","0.0","0.0","0.0","0.0","62.0","62.0","0.0"
"NY-514","Jamestown/Dunkirk/Chautauqua County CoC","62.0","61.0","1.0","36.0","35.0","1.0","26.0","26.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"NY-516","Clinton County CoC","140.0","133.0","7.0","91.0","84.0","7.0","49.0","49.0","0.0","25.0","20.0","5.0","23.0","18.0","5.0","2.0","2.0","0.0","7.0","4.0","3.0"
"NY-518","Utica/Rome/Oneida, Madison Counties CoC","200.0","183.0","17.0","98.0","81.0","17.0","102.0","102.0","0.0","37.0","31.0","6.0","26.0","20.0","6.0","11.0","11.0","0.0","6.0","5.0","1.0"
"NY-519","Columbia/Greene County CoC","112.0","108.0","4.0","67.0","63.0","4.0","45.0","45.0","0.0","2.0","2.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0"
"NY-520","Franklin County CoC","34.0","31.0","3.0","30.0","27.0","3.0","4.0","4.0","0.0","9.0","7.0","2.0","5.0","3.0","2.0","4.0","4.0","0.0","6.0","4.0","2.0"
"NY-522","Jefferson/Lewis/St. Lawrence Counties CoC","83.0","75.0","8.0","72.0","64.0","8.0","11.0","11.0","0.0","28.0","25.0","3.0","24.0","21.0","3.0","4.0","4.0","0.0","21.0","17.0","4.0"
"NY-523","Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC","262.0","224.0","38.0","180.0","145.0","35.0","82.0","79.0","3.0","24.0","15.0","9.0","21.0","15.0","6.0","3.0","0.0","3.0","55.0","42.0","13.0"
"NY-600","New York City CoC","64060.0","60880.0","3180.0","24459.0","21279.0","3180.0","39601.0","39601.0","0.0","4328.0","2298.0","2030.0","2839.0","809.0","2030.0","1489.0","1489.0","0.0","3547.0","3211.0","336.0"
"NY-601","Poughkeepsie/Dutchess County CoC","397.0","384.0","13.0","185.0","172.0","13.0","212.0","212.0","0.0","25.0","16.0","9.0","17.0","8.0","9.0","8.0","8.0","0.0","7.0","6.0","1.0"
"NY-602","Newburgh/Middletown/Orange County CoC","459.0","280.0","179.0","328.0","149.0","179.0","131.0","131.0","0.0","134.0","50.0","84.0","122.0","38.0","84.0","12.0","12.0","0.0","14.0","6.0","8.0"
"NY-603","Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC","3123.0","3006.0","117.0","1016.0","899.0","117.0","2107.0","2107.0","0.0","466.0","453.0","13.0","131.0","118.0","13.0","335.0","335.0","0.0","286.0","244.0","42.0"
"NY-604","Yonkers/Mount Vernon/New Rochelle/Westchester CoC","2054.0","2032.0","22.0","708.0","688.0","20.0","1346.0","1344.0","2.0","437.0","424.0","13.0","225.0","212.0","13.0","212.0","212.0","0.0","173.0","169.0","4.0"
"NY-606","Rockland County CoC","107.0","104.0","3.0","55.0","52.0","3.0","52.0","52.0","0.0","3.0","0.0","3.0","3.0","0.0","3.0","0.0","0.0","0.0","1.0","1.0","0.0"
"NY-607","Sullivan County CoC","556.0","549.0","7.0","215.0","208.0","7.0","341.0","341.0","0.0","108.0","108.0","0.0","60.0","60.0","0.0","48.0","48.0","0.0","4.0","4.0","0.0"
"NY-608","Kingston/Ulster County CoC","442.0","332.0","110.0","229.0","141.0","88.0","213.0","191.0","22.0","81.0","51.0","30.0","40.0","16.0","24.0","41.0","35.0","6.0","5.0","4.0","1.0"
"OH-500","Cincinnati/Hamilton County CoC","1326.0","1300.0","26.0","825.0","799.0","26.0","501.0","501.0","0.0","274.0","262.0","12.0","274.0","262.0","12.0","0.0","0.0","0.0","175.0","171.0","4.0"
